"Symbol","Neutrophils","Monocytes_CD14+CD16-","Macrophage","T_cells_(CD4+)","NK_cells"
"LOC349114",92.6,48.1875,27.18181818,57.27272727,30.66666667
"LOC349160",15,13.6875,11.72727273,12.13636364,10.5
"LOC349408",21.8,24.3125,15.81818182,18.54545455,18.66666667
"LOC374443",17.2,23.75,16.72727273,45.5,25.5
"LOC374491",10.4,8.4375,8.909090909,8.5,8.416666667
"LOC374890",47,50.375,39.81818182,44.09090909,32.91666667
"LOC375010",28.2,31.5,17.72727273,27.95454545,15.16666667
"LOC375190",97.6,134,93.81818182,94.45454545,431.3333333
"LOC375196",12.2,15.5625,15.18181818,10.27272727,12.83333333
"LOC375295",23.4,22.5,17.09090909,17.18181818,17.66666667
"LOC386597",22,29.1875,16.36363636,27.22727273,18.5
"LOC387647",59.4,110.8125,129.1818182,70.22727273,115.0833333
"LOC387723",24,69.9375,51.45454545,217.7272727,132.8333333
"LOC387763",25.8,25,25.54545455,18.59090909,67.08333333
"LOC387790",44.2,51.8125,42,48.81818182,37.08333333
"LOC387895",26.6,26.4375,24.63636364,53.72727273,61.33333333
"LOC388210",614.6,123.4375,84.72727273,80.13636364,101
"LOC388387",70.8,60.4375,45.63636364,49.40909091,43.83333333
"LOC388456",25.2,28.625,20,22.63636364,21.66666667
"LOC388553",39.8,43.8125,36.54545455,35.04545455,30.91666667
"LOC388564",19.2,19.4375,16.81818182,15.22727273,18.08333333
"LOC388588",73.2,59.875,70,45.27272727,68.25
"LOC388630",82.6,86.9375,69.27272727,74.86363636,63.25
"LOC388692",138.2,79.4375,42.90909091,186.6363636,190.5
"LOC388780",104.2,80.875,70.54545455,62.59090909,74.58333333
"LOC388789",914.4,1917.9375,1335.909091,1332.318182,1330.083333
"LOC388796",157.4,345.3125,229.0909091,479.4090909,1614.083333
"LOC388882",27.4,28.1875,22.09090909,28.36363636,17.75
"LOC388889",89.6,89.3125,65.54545455,156.1818182,105.75
"LOC388906",159.8,165.75,128.0909091,143.3181818,126.8333333
"LOC388946",15.6,18.3125,16.18181818,15.22727273,12.41666667
"LOC388948",46.8,49.375,35.72727273,37.13636364,38.33333333
"LOC389023",19.6,17.125,16.54545455,14.81818182,15.83333333
"LOC389043",41.4,42,36.36363636,37.5,32.91666667
"LOC389199",49.4,47.8125,49.45454545,41.59090909,44.58333333
"LOC389247",25.8,29.5,25.09090909,24.54545455,27.41666667
"LOC389328",22,18.9375,18.27272727,15.18181818,16.66666667
"LOC389332",46.8,36.75,39,25.68181818,39.5
"LOC389458",171,125.375,90.36363636,77,92.5
"LOC389634",71.8,56.4375,40.09090909,37.77272727,31.33333333
"LOC389641",51.6,57.9375,36.90909091,51.72727273,31.66666667
"LOC389765",52.4,30.75,26.09090909,69.81818182,67.75
"LOC389831",20.6,42.8125,77.27272727,31.40909091,23.5
"LOC389834",37.4,45.5625,25.09090909,30.27272727,21.16666667
"LOC389895",11.2,12.625,12.45454545,11.36363636,11.75
"LOC389906",53.4,60.8125,72.18181818,144.9090909,124
"LOC390595",59.6,47.75,44,42.54545455,43.33333333
"LOC390705",159,168.5,134.8181818,156.9090909,171.25
"LOC390940",33.8,51.9375,60.27272727,35.81818182,50.83333333
"LOC390998",20,41.6875,25,52.09090909,59.5
"LOC391081",15.4,14.4375,13.36363636,12.22727273,11.66666667
"LOC392335",72,60.6875,53.81818182,50.18181818,40.66666667
"LOC392555",29,29.6875,26.36363636,28.86363636,21.16666667
"LOC399491",518.2,730.5625,630.9090909,1554.772727,1261.583333
"LOC399804",181,240.5,245.0909091,395.3181818,269
"LOC399875",18.8,18.75,15.09090909,18.27272727,15.41666667
"LOC399884",33.4,31.875,26.18181818,21.45454545,26.16666667
"LOC399900",161.6,101.125,25.09090909,43.72727273,21.91666667
"LOC399904",110.4,75.0625,66.27272727,52.31818182,51.58333333
"LOC399959",7.8,8.3125,8.181818182,8.454545455,8.333333333
"LOC400027",48.4,180.1875,72.09090909,424.9090909,779.25
"LOC400043",31.2,33.9375,24.90909091,31,29.25
"LOC400084",21,24.8125,18.18181818,19.72727273,20.66666667
"LOC400099",40.4,73.5,116,44.81818182,66.25
"LOC400128",21.8,16.25,15.18181818,17.36363636,11.5
"LOC400236",80.4,69.8125,59.72727273,55.54545455,43
"LOC400238",30,40.0625,24.81818182,33.54545455,20.33333333
"LOC400456",12,13.25,10.18181818,10.95454545,9.916666667
"LOC400541",15,13.6875,13.63636364,13.09090909,13.75
"LOC400548",24.4,25.9375,24.27272727,20.95454545,22.41666667
"LOC400568",35.2,45.8125,35.45454545,36.81818182,34.16666667
"LOC400573",69.2,85.1875,70.18181818,74.04545455,53.5
"LOC400590",8,7.375,7.727272727,7.272727273,13.5
"LOC400604",26.4,21.5,24.27272727,25,25.08333333
"LOC400620",80.4,62.75,55.27272727,55.36363636,46.33333333
"LOC400622",20.8,22.625,20,19.95454545,25
"LOC400654",9,9.0625,9,8.727272727,8.833333333
"LOC400655",11,11.4375,10.27272727,10.63636364,10.83333333
"LOC400657",136.4,162.25,233.6363636,381.1363636,210.4166667
"LOC400680",51,18.75,15,17.72727273,11.83333333
"LOC400684",32.8,22.3125,19.54545455,24.13636364,26
"LOC400748",29,33.375,22.90909091,26.54545455,18.66666667
"LOC400756",55.6,55.6875,45.81818182,54.90909091,39
"LOC400768",13.8,11.25,9.818181818,9.590909091,10.16666667
"LOC400794",28.2,30.25,27.45454545,24.22727273,18.41666667
"LOC400891",16.8,14.125,11.09090909,11.54545455,10
"LOC400931",67,75.75,55,57.31818182,50.91666667
"LOC400940",16.4,16.0625,13.36363636,13.31818182,13.66666667
"LOC400958",15,12.5,16.63636364,12.13636364,15.16666667
"LOC400960",61.4,39.8125,29.54545455,34.86363636,20.5
"LOC400965",19.2,20.5625,16.45454545,17.5,17
"LOC400986",15.2,13.75,13.54545455,22.72727273,21.16666667
"LOC401022",14.2,14.8125,14.72727273,13.45454545,17.5
"LOC401052",19.8,23.25,19.36363636,17,16.33333333
"LOC401068",20.2,22.6875,21.18181818,35.59090909,16.08333333
"LOC401074",14.4,17.25,15.63636364,12.86363636,14.41666667
"LOC401097",8.2,7.625,8.454545455,7.272727273,7.583333333
"LOC401098",10.2,9.125,8.363636364,8.954545455,11.58333333
"LOC401134",14,10.25,8.818181818,8.863636364,8.583333333
"LOC401176",22.6,20.4375,14.45454545,14.59090909,15.66666667
"LOC401220",11,11.0625,8.090909091,13.95454545,9
"LOC401233",55.4,34.4375,49.54545455,10.63636364,11.08333333
"LOC401312",19.6,20.625,16.45454545,21.40909091,15.08333333
"LOC401320",350.6,238.8125,205.5454545,301.1363636,235.4166667
"LOC401321",13.2,17.5625,14.09090909,14.63636364,13.91666667
"LOC401324",27.8,22.75,16.72727273,21.81818182,35.16666667
"LOC401387",13.6,10.0625,8.545454545,9,8.166666667
"LOC401397",31.6,113.1875,572.4545455,174.4090909,52.91666667
"LOC401431",26.4,25.125,30.36363636,46.86363636,33.75
"LOC401442",16.2,20.8125,15.45454545,20.81818182,17.41666667
"LOC401463",9,9.375,7.727272727,8.272727273,9.416666667
"LOC401497",13.2,10.25,8,9.181818182,8.166666667
"LOC401504",642.8,506.125,364.6363636,1315.545455,1204.583333
"LOC401588",38.4,27.4375,23,31.81818182,49.41666667
"LOC401913",68.8,60.125,52.72727273,43.90909091,33.75
"LOC402643",19.4,19.75,19.63636364,19.09090909,18.91666667
"LOC402778",55,71.0625,219.9090909,64.68181818,68.41666667
"LOC402779",84.6,97.8125,63.54545455,85.04545455,62.25
"LOC414300",8.6,9.4375,8.818181818,9.090909091,8.833333333
"LOC415056",26,23.5625,18.63636364,19.27272727,17.16666667
"LOC439911",290,178.25,32.18181818,57.59090909,717.75
"LOC439914",19.4,31.4375,19,16.59090909,13.83333333
"LOC439938",13.8,14.6875,12.54545455,13.86363636,14.16666667
"LOC439949",22.2,16.4375,14.36363636,525.0909091,104.25
"LOC439951",45.8,32.375,27.72727273,30,26.16666667
"LOC439990",24.4,27.6875,29.90909091,29.13636364,19.91666667
"LOC440028",49.4,53.9375,38.63636364,43.40909091,37.25
"LOC440061",12.6,10.3125,9.363636364,8.772727273,8.916666667
"LOC440104",65.4,72.8125,54,70.59090909,53.5
"LOC440117",12.8,13.25,8.545454545,10.5,9
"LOC440131",31.2,25,22.27272727,25,23.66666667
"LOC440149",48.2,84.625,71.18181818,67.5,31.41666667
"LOC440173",36.2,29.5625,24.63636364,25.54545455,17.41666667
"LOC440248",26.6,28.0625,49.63636364,53.72727273,54.58333333
"LOC440288",78,108.6875,62.54545455,85.04545455,68.16666667
"LOC440292",42.4,52.5625,39.81818182,42.90909091,37.91666667
"LOC440300",31.4,37.625,37.72727273,50.95454545,121.8333333
"LOC440330",88,87.3125,83.72727273,64.68181818,103.6666667
"LOC440335",42.2,40.8125,35.63636364,36.27272727,34
"LOC440346",9.4,8.375,8.181818182,8,9.25
"LOC440356",57,63.0625,52.09090909,59.27272727,46.25
"LOC440434",642,343.1875,287.6363636,415.3636364,609.5
"LOC440602",80.6,75.375,52.09090909,67.5,39.16666667
"LOC440704",8.8,8.875,8.090909091,8.727272727,9.25
"LOC440792",58,52.8125,40.36363636,42.27272727,37.91666667
"LOC440863",39.4,24.9375,19.72727273,21.54545455,17.5
"LOC440864",17,17.5625,15.72727273,16.63636364,16.08333333
"LOC440894",41.2,43.875,40.45454545,35.72727273,34.75
"LOC440896",11.4,10.0625,11.81818182,10.27272727,12
"LOC440900",74.4,52.375,53.45454545,41.68181818,43.66666667
"LOC440905",23.8,20.375,18.54545455,19.27272727,18.08333333
"LOC440934",11.6,10.5625,92.90909091,9.636363636,10
"LOC440944",93,58.5625,74.90909091,165.4545455,131.3333333
"LOC440957",70.6,176.125,236.9090909,69.90909091,95.08333333
"LOC440981",9.4,9.25,8.545454545,8.5,8.5
"LOC440983",485.6,234.375,598.6363636,282.7272727,143.25
"LOC440993",47,55.1875,139.2727273,284.1363636,105.6666667
"LOC440995",90.8,79.6875,145.9090909,66.36363636,67.91666667
"LOC441005",38,53.9375,47.72727273,50.90909091,46.58333333
"LOC441009",21,16,13.18181818,14.90909091,18.5
"LOC441025",26,27.5625,21.45454545,26.54545455,22.08333333
"LOC441046",11.6,13.25,9.454545455,17.27272727,15.58333333
"LOC441052",28.4,30.125,28,27.04545455,24
"LOC441086",24.4,32.625,26.90909091,24.36363636,21.33333333
"LOC441124",397.4,132.0625,120,187.9545455,103.1666667
"LOC441178",32.6,31.375,22.18181818,30.22727273,24.83333333
"LOC441179",12.8,13.4375,11.72727273,14,10.83333333
"LOC441208",10.2,9.25,9.454545455,9.590909091,12.16666667
"LOC441242",17.8,25.25,21.81818182,58.63636364,16.25
"LOC441245",17.6,22.6875,12.36363636,13.36363636,22.16666667
"LOC441383",41.2,35.5,40.72727273,30.09090909,35.16666667
"LOC441453",12,15.3125,14.81818182,14.31818182,12
"LOC441461",9,8.375,9.454545455,11.13636364,10.41666667
"LOC441528",30.4,30.9375,25.72727273,47.31818182,39.5
"LOC441601",62.6,62.6875,54,53.13636364,41.33333333
"LOC441617",47.4,49.6875,46.27272727,45,79.91666667
"LOC441666",7.6,7.0625,6.636363636,6.590909091,7.666666667
"LOC442075",44,45.875,47.09090909,57,61
"LOC442113",63.2,49.4375,41.72727273,71.45454545,108.1666667
"LOC442142",68.2,58.4375,66.36363636,43.27272727,43.08333333
"LOC474358",47.6,57.875,37.54545455,53,31
"LOC493754",566.6,568,238.9090909,394.7727273,380
"LOC494150",24,28.375,33.18181818,43.63636364,23.91666667
"LOC494558",26.4,30.3125,26.09090909,22.13636364,21.75
"LOC497256",10,9.5625,9.727272727,9.545454545,9.916666667
"LOC503519",41.2,40,29.72727273,39.95454545,25.75
"LOC51145",12.4,14.1875,10.63636364,12.54545455,10.83333333
"LOC51152",8.4,9.5,8.727272727,9.272727273,9.333333333
"LOC541471",7.6,6.875,7.090909091,6.681818182,7.416666667
"LOC541472",49.2,50,36.18181818,42.72727273,35.25
"LOC541473",38.2,55,27.72727273,41.27272727,17.41666667
"LOC550113",31,35.25,28.90909091,30.22727273,25.83333333
"LOC550643",69,686.75,872.9090909,791.5909091,541.8333333
"LOC552889",213.8,458.5625,403.6363636,901.5454545,692.6666667
"LOC553103",58.2,71.5625,60.72727273,62.54545455,77
"LOC553137",20.4,25.625,19.54545455,20.18181818,28.75
"LOC554174",44,42.5625,40.63636364,37.22727273,31.91666667
"LOC554201",12.6,10.4375,10.36363636,9.909090909,11.75
"LOC554202",45.4,47.625,32.27272727,42.81818182,37.75
"LOC554206",31,26.8125,22.90909091,31,22.91666667
"LOC554207",12.8,12.0625,12.81818182,11.31818182,14.75
"LOC55908",29.4,27.9375,28.45454545,26.45454545,28.08333333
"LOC572558",126.6,126,154.5454545,160,57.33333333
"LOC57399",13.4,12.4375,11.81818182,12.72727273,9
"LOC574538",13.2,13.3125,12.09090909,11.81818182,10.5
"LOC595101",213.8,167.6875,103.1818182,399.0909091,251.8333333
"LOC613126",12.6,12.5,11.63636364,11.59090909,12.41666667
"LOC613266",15.6,17.8125,15.72727273,14.22727273,14.75
"LOC619207",87.2,84.3125,72.18181818,90.90909091,74.16666667
"LOC641298",450.4,417.1875,213.4545455,892.5454545,537.8333333
"LOC641364",25.8,28,19.54545455,27.45454545,20.16666667
"LOC641365",13.8,13.125,11.63636364,11.59090909,11.08333333
"LOC641467",10.2,11.5,13,17.36363636,9.833333333
"LOC641515",11.2,11.6875,9.909090909,10.77272727,8.75
"LOC641518",15,15.0625,14.45454545,104.6363636,11.16666667
"LOC642031",87.2,64.25,56.27272727,91.95454545,65.33333333
"LOC642236",176,626.1875,583.2727273,566.0909091,1409.083333
"LOC642313",36.2,32.875,24,28.81818182,20.33333333
"LOC642426",7.4,7.25,6.727272727,7.090909091,6.5
"LOC642533",68.8,97.9375,78.18181818,129,66
"LOC642587",22,18.75,15.18181818,17.59090909,15.66666667
"LOC642597",12.8,11.75,11.72727273,11.63636364,24.08333333
"LOC642776",23.4,23.75,17.72727273,20.45454545,25.58333333
"LOC642808",39,46.125,27.72727273,38.22727273,26.66666667
"LOC642826",113.2,89,85.54545455,83.22727273,73.16666667
"LOC642852",44.2,80.25,80.72727273,148,55.83333333
"LOC642864",11.2,11.375,9.909090909,10.27272727,10.08333333
"LOC642891",93.2,92.3125,73.81818182,74.40909091,54.75
"LOC642924",28.8,34.1875,27.09090909,32,31
"LOC643008",70.2,50.8125,40.81818182,42.54545455,40.66666667
"LOC643037",25.2,20.125,20.54545455,19.72727273,28.25
"LOC643072",532.2,133.25,111,25.54545455,24.66666667
"LOC643085",7.6,8.125,7.818181818,7.590909091,9.5
"LOC643201",13.2,14.6875,12.81818182,13.72727273,11.58333333
"LOC643395",63.8,51.6875,48,50.27272727,45.5
"LOC643401",7.6,7.0625,7.272727273,7,8.083333333
"LOC643406",52,42.875,43.72727273,41.59090909,22.66666667
"LOC643623",22,21.25,18.45454545,19.13636364,19.25
"LOC643650",18.4,20.5625,15.54545455,18.5,15.75
"LOC643714",21.8,24.6875,18.81818182,17.86363636,16.5
"LOC643733",20.4,15.0625,15.54545455,119.3181818,145.4166667
"LOC643749",41.4,43.875,27.90909091,39.36363636,40.83333333
"LOC643763",7,6.75,6.454545455,6.227272727,7.583333333
"LOC643783",9.2,9.6875,14.90909091,9.318181818,11.5
"LOC643837",53,84.875,176.1818182,259.7727273,70.33333333
"LOC643923",52,62.125,49.18181818,53.09090909,50.66666667
"LOC643988",100.2,139.25,222.6363636,107.0454545,75.08333333
"LOC644090",40.6,52.1875,55.72727273,35.63636364,25.25
"LOC644135",12,15.3125,11.63636364,26.68181818,15.08333333
"LOC644192",25.4,32,21.27272727,23.27272727,20.25
"LOC644213",9,8.625,8.363636364,8.090909091,8.75
"LOC644215",55.8,38.8125,31.72727273,64.27272727,48.08333333
"LOC644242",11.8,20.3125,70.27272727,10.18181818,10.83333333
"LOC644246",147,211.25,294.5454545,440.2727273,281.8333333
"LOC644450",42.6,39.6875,33.27272727,36.18181818,29.66666667
"LOC644538",18.6,21,26.27272727,19.04545455,24.75
"LOC644613",42.6,27,23.18181818,39.63636364,81.75
"LOC644620",21.4,21.5,19.09090909,22.09090909,17.5
"LOC644656",45,64.3125,45.36363636,55.45454545,58.75
"LOC644714",88.6,83.4375,70.72727273,73.72727273,83.33333333
"LOC644794",25.4,30.75,22.72727273,38,26.66666667
"LOC644852",16,14.625,12,13.13636364,12.91666667
"LOC645030",37.8,52.0625,37.18181818,52.68181818,28.75
"LOC645158",8.8,7.9375,7.727272727,10.09090909,19.75
"LOC645188",13.8,13.125,12.09090909,12.18181818,11.83333333
"LOC645212",47.8,49.375,53.45454545,120.0909091,86.66666667
"LOC645249",16.4,16.5625,14.72727273,15.86363636,15
"LOC645261",17.4,13.5,11.27272727,12.04545455,15.25
"LOC645321",57.2,40.4375,30,24.40909091,29.25
"LOC645323",69,52.375,39.90909091,31.18181818,37.5
"LOC645355",18.4,19.5,15.81818182,16.36363636,17.08333333
"LOC645431",156.4,113,63.36363636,86.5,146.8333333
"LOC645485",8.8,8.125,7.727272727,7.5,8.833333333
"LOC645513",46.6,41.5625,30.63636364,55.95454545,63.08333333
"LOC645591",11.6,10.4375,10.18181818,9.909090909,9.75
"LOC645638",101.6,71.5625,188.2727273,64.59090909,49.66666667
"LOC645676",87.6,110.8125,68.09090909,151.7272727,484.5
"LOC645685",10,8.875,8.454545455,8.272727273,8.583333333
"LOC645722",35,28.9375,25.72727273,22.22727273,20.33333333
"LOC645744",23.8,21.4375,27.45454545,233.5,109.8333333
"LOC645961",17.8,14.625,13.27272727,13.95454545,14.16666667
"LOC645984",41.8,25.375,88.81818182,14.72727273,17.33333333
"LOC646014",257.6,127.5,122.5454545,94.81818182,124.25
"LOC646168",19.8,20.5625,16.90909091,18.09090909,15.58333333
"LOC646214",323,216.9375,125.1818182,174.7272727,132
"LOC646241",13.6,15.625,11.72727273,13.86363636,11.08333333
"LOC646324",21.6,25.25,25.09090909,20.5,24.08333333
"LOC646470",42.8,14.75,10.81818182,11,17
"LOC646482",39.4,44.75,37.45454545,39.77272727,32.41666667
"LOC646484",19.2,18.875,14.18181818,18.13636364,12.16666667
"LOC646509",60.8,94.3125,71.36363636,64.40909091,36.66666667
"LOC646522",24.2,16.625,14.54545455,15.27272727,17.75
"LOC646548",28.4,27.5625,22.63636364,24.09090909,25.41666667
"LOC646576",58.6,65.4375,46.45454545,51.5,60.33333333
"LOC646588",42,41.375,29.72727273,31.81818182,23.75
"LOC646627",62.4,61.375,43.54545455,52.31818182,65.91666667
"LOC646736",16.6,14.0625,12.45454545,13.36363636,11.5
"LOC646762",59.2,50.1875,38.54545455,39.18181818,28
"LOC646778",15.8,17.8125,15.36363636,15.81818182,15.08333333
"LOC646808",118.6,169.125,190.0909091,209.9090909,170.9166667
"LOC646870",67.4,35.6875,32.54545455,70.5,59.75
"LOC646903",12.6,9.5,8.909090909,9.545454545,8.25
"LOC646934",32.6,35,30.45454545,27.86363636,39.08333333
"LOC646982",18,20.5625,15.81818182,18.09090909,15.75
"LOC647070",193.6,166.5625,104.5454545,160.0454545,147.5833333
"LOC647107",43.6,36.1875,26,30.09090909,24.58333333
"LOC647309",37,42.375,28.45454545,34.45454545,25.75
"LOC647310",65.6,67.125,39.90909091,55.09090909,67.91666667
"LOC647323",13.8,15.25,14.45454545,13.22727273,12.5
"LOC647946",9,8.6875,9.727272727,7.136363636,8.083333333
"LOC647979",869.2,1903.6875,2111.545455,2332.272727,1785.833333
"LOC648556",17.6,14.4375,13.18181818,16.63636364,93.25
"LOC648691",17.2,19.3125,13.90909091,17.31818182,16.66666667
"LOC648987",97.8,110.875,120.0909091,87.5,76.41666667
"LOC649305",151.4,171.5,45.54545455,96.40909091,165.6666667
"LOC650392",38,35.375,47.81818182,494.6363636,27.58333333
"LOC650794",159.6,104.9375,63.81818182,80.36363636,87.16666667
"LOC651250",111.4,100.9375,174.1818182,117.4090909,103.1666667
"LOC651721",13.4,11.375,11.36363636,10.09090909,11.16666667
"LOC651900",30.6,26,22.18181818,22.5,16.16666667
"LOC652147",39.8,35.625,32.54545455,32.45454545,35.16666667
"LOC652993",16.2,16.375,13.81818182,15.63636364,19.83333333
"LOC653110",72.8,66.5625,54.81818182,63.63636364,50.25
"LOC653479",7.4,8.125,7.181818182,7.636363636,7.5
"LOC653602",7.8,7.8125,7.545454545,7.636363636,7.833333333
"LOC653739",13.6,14.875,16.27272727,19.13636364,18.66666667
"LOC654433",170.8,210.75,337.2727273,322.5454545,400.25
"LOC654780",222.8,154.375,74.72727273,132.6818182,90.91666667
"LOC654841",20.8,19.3125,13.81818182,16.27272727,14
"LOC692247",112.2,106.75,110.1818182,124.4545455,93.91666667
"LOC723809",105,101.625,73.54545455,86.36363636,58
"LOC727818",16.6,16.5,14.81818182,16.36363636,16.08333333
"LOC727820",30.2,24.1875,18.18181818,35.86363636,99.75
"LOC727869",67.6,54.125,40.72727273,40.77272727,33.41666667
"LOC727916",9.6,9.25,12.09090909,9.227272727,10.5
"LOC727924",15.2,15.1875,12.09090909,14.59090909,11.16666667
"LOC727930",32.8,30.3125,27.90909091,25.22727273,26.33333333
"LOC727944",25,27.4375,22.63636364,23.68181818,21.75
"LOC728052",13.6,23.5,10.27272727,11,11.16666667
"LOC728073",40.8,43.1875,27.90909091,32.27272727,21.16666667
"LOC728084",26.4,20.8125,16.81818182,17.59090909,15.41666667
"LOC728095",31.4,36.75,33.90909091,27.77272727,44.08333333
"LOC728099",20.2,26.125,20.09090909,23.72727273,20.08333333
"LOC728114",19,16.0625,16.18181818,14.81818182,17.08333333
"LOC728142",76.2,65.5,67.18181818,27.54545455,45.25
"LOC728153",34.8,38.1875,25,26.45454545,84.33333333
"LOC728190",27,23.25,25,22.36363636,12.66666667
"LOC728192",34.4,32.5,30.27272727,34.81818182,33
"LOC728196",16.8,15.6875,15,14.72727273,14.25
"LOC728264",30.8,36.0625,29.27272727,29.36363636,27.5
"LOC728288",18.2,15.9375,14.45454545,12.5,11.33333333
"LOC728342",19.2,18,14.36363636,14.90909091,15.5
"LOC728353",48.2,41.5,26.27272727,29.68181818,21.75
"LOC728361",53.8,49.6875,46.81818182,37.40909091,49.5
"LOC728411",14.4,17,15.81818182,16.63636364,14.75
"LOC728431",57.6,41.5,73.27272727,56.90909091,27.83333333
"LOC728445",56.8,44.625,38.72727273,42.95454545,38.41666667
"LOC728448",105.6,117.75,84.81818182,94.40909091,79.33333333
"LOC728449",18,13.625,12.90909091,12.36363636,17.41666667
"LOC728460",15.2,19.25,16.72727273,17.54545455,16.41666667
"LOC728475",65.2,66.0625,48.54545455,58.77272727,52.08333333
"LOC728485",70,56.8125,74,59.22727273,53.08333333
"LOC728537",39.6,40.5625,90.63636364,45.81818182,49.16666667
"LOC728543",14.4,17,13.45454545,15.5,12.08333333
"LOC728544",13.6,17.9375,11.72727273,14.09090909,12.91666667
"LOC728564",58.2,71.375,50.81818182,60.72727273,39.58333333
"LOC728606",14.4,16.0625,12.63636364,14.59090909,12.5
"LOC728613",117.4,107.0625,363.6363636,363.5454545,724.5
"LOC728701",230.4,203.0625,118,129.7727273,89.75
"LOC728705",11,9.125,9.181818182,17.90909091,12.58333333
"LOC728723",47.6,44.9375,47.45454545,33.04545455,48.33333333
"LOC728730",25.6,23.625,42.63636364,21.81818182,36.66666667
"LOC728769",56.2,176.0625,146.4545455,279.3181818,428.9166667
"LOC728789",67.4,72.25,54.72727273,59.95454545,61.41666667
"LOC728804",35.2,13.6875,11.45454545,11.72727273,10.66666667
"LOC728805",37.4,38.3125,25.27272727,38.31818182,28.66666667
"LOC728853",15.6,18.9375,14.09090909,17.22727273,12.66666667
"LOC728855",49.2,25.0625,20.27272727,73.59090909,22
"LOC728868",23.6,28.5625,25.09090909,28.13636364,23.08333333
"LOC729013",114.8,322.8125,529.4545455,277.7272727,26.91666667
"LOC729059",9,9.6875,10.45454545,9.636363636,7.75
"LOC729082",436.8,859.6875,1356.727273,1636.727273,398.1666667
"LOC729083",95.6,20.875,14,9.772727273,11.5
"LOC729088",9.4,10.25,10.27272727,13.95454545,10.83333333
"LOC729121",12.4,10.875,9.818181818,10.09090909,8.666666667
"LOC729173",44,53.125,31.45454545,48.27272727,32
"LOC729177",85.2,53.4375,49.81818182,35.22727273,36.41666667
"LOC729178",11.4,10.5625,10.36363636,9.227272727,11.25
"LOC729234",39.4,35.6875,88.81818182,65.90909091,55.08333333
"LOC729291",12.6,14.6875,12.90909091,14.45454545,10.66666667
"LOC729307",11.4,11.5,10.45454545,10.90909091,9.166666667
"LOC729314",55.8,41.0625,33.90909091,38.63636364,37.08333333
"LOC729350",54.6,25.4375,19.63636364,47,20
"LOC729570",136.8,217.1875,179,262.8636364,651.5
"LOC729652",7.2,7.6875,7.090909091,7.090909091,8.083333333
"LOC729658",13.8,15.0625,13.09090909,12.63636364,11.25
"LOC729678",289,727.875,581.8181818,691.8181818,324.4166667
"LOC729680",11.6,10.625,18.63636364,12.31818182,12.16666667
"LOC729683",136,170.8125,113.1818182,211.4090909,139.75
"LOC729723",29.6,27.75,26.81818182,23.95454545,28.83333333
"LOC729799",36.6,29.75,24.54545455,46.77272727,78.41666667
"LOC729806",62.6,42.8125,24.18181818,28.13636364,213.3333333
"LOC729810",145.2,113.4375,139.4545455,80.13636364,67.58333333
"LOC729839",54.8,131.6875,115.3636364,77.90909091,111.0833333
"LOC729870",41.8,44.875,35.09090909,43.95454545,34.66666667
"LOC729887",27.6,36.0625,43.18181818,24.18181818,100.9166667
"LOC729970",10.2,9.375,8.909090909,9.181818182,9.666666667
"LOC729986",42.4,43.875,43,41.45454545,46.25
"LOC729991",116.8,98.375,87.36363636,81.68181818,76.83333333
"LOC729994",74.6,72.375,91.36363636,73.31818182,45.25
"LOC730091",72.8,92.9375,65.27272727,78.63636364,40.16666667
"LOC730098",69,65.875,53.54545455,43.13636364,52.75
"LOC730101",31.2,29.1875,29,23.72727273,21.33333333
"LOC730102",15.8,17.625,14.45454545,12.59090909,14.41666667
"LOC730139",54.6,68.1875,57.27272727,53.04545455,49.33333333
"LOC730184",59.2,45.5625,50,36.45454545,48.5
"LOC730202",21.6,24.125,20.36363636,19.63636364,18.41666667
"LOC730227",55.4,61.6875,44.81818182,48.81818182,64.25
"LOC730236",26.6,25.6875,23.81818182,22.86363636,20.33333333
"LOC730441",37.2,43.6875,27.72727273,37.90909091,22.16666667
"LOC730495",12.4,12.125,10.72727273,10.45454545,14.25
"LOC730631",28.6,27,21.36363636,30.86363636,18.16666667
"LOC730961",31.4,34.3125,36.36363636,34.59090909,34.75
"LOC731139",48,43.6875,41.72727273,53.77272727,40
"LOC731157",33,31.4375,29.90909091,27.63636364,22.91666667
"LOC731223",22,29.5625,15.90909091,15.40909091,13
"LOC731275",124.8,52.125,43.54545455,51,23.66666667
"LOC731424",175.2,79.4375,67.45454545,52.31818182,39.83333333
"LOC731656",139,130.0625,96.63636364,87,68.75
"LOC731779",14.6,16.6875,13.81818182,16.13636364,13.16666667
"LOC731789",123,85.4375,78.81818182,105.2727273,67.25
"LOC731852",14,10.9375,10.45454545,9.681818182,11.58333333
"LOC732096",10.4,11.25,9.363636364,9.818181818,10.25
"LOC732275",19.4,22.5,20.54545455,17.59090909,18.41666667
"LOC780529",19.2,20.75,22,18.54545455,21.5
"LOC79999",74.6,64.375,47.36363636,45.45454545,53.91666667
"LOC80054",159.2,162.125,140.9090909,110.2727273,66.5
"LOC81691",38.2,33.6875,50.72727273,31.54545455,36
"LOC84740",16.4,17.4375,15.81818182,13.86363636,13.33333333
"LOC84856",41.2,46.625,32.72727273,38.63636364,31.16666667
"LOC84931",41.8,51.875,46.27272727,44.04545455,40.33333333
"LOC84989",27.8,28.5,23.81818182,23.22727273,24.83333333
