"AGENE","CD56NK","CD4MemoryT","CD19B","CD14"
"CWC25",0.0680412371,0.0427988338,0.0479370379,0.0515337423
"CWC27",0.0623408126,0.0330029155,0.0347006916,0.0057259714
"CWF19L1",0.0152819891,0.0090962099,0.0097782018,0.0077709611
"CWF19L2",0.1218920558,0.0249562682,0.0429286907,0.009406953
"CX3CR1",0.1565797453,0,0,0.0085889571
"CXADR",0,0.0004664723,0,0
"CXCL1",0,0,0,0.0016359918
"CXCL12",0.0002425713,0,0,0
"CXCL13",0,0,0.0001192464,0
"CXCL16",0.0001212856,0.0029154519,0.0104936799,0.0490797546
"CXCL17",0,0.0001166181,0,0
"CXCL2",0.0001212856,0.0001166181,0.0001192464,0.0081799591
"CXCL3",0,0,0,0.000408998
"CXCL5",0.0001212856,0,0.0002384927,0
"CXCL6",0,0,0.0001192464,0
"CXCR1",0.0235294118,0,0,0
"CXCR2",0.036143117,0,0,0.0016359918
"CXCR3",0.0434202547,0.0744023324,0.00262342,0.0012269939
"CXCR4",0.2750758035,0.524548105,0.8165990937,0.0265848671
"CXCR5",0.0002425713,0.0062973761,0.0505604579,0
"CXCR6",0.00194057,0.0010495627,0.0001192464,0
"CXorf21",0.0053365676,0.0006997085,0.0222990699,0.009406953
"CXorf23",0.005215282,0.0012827988,0.00393513,0.0008179959
"CXorf24",0.0065494239,0.0057142857,0.0016694491,0.000408998
"CXorf31",0,0.0001166181,0,0
"CXorf38",0.0389326865,0.012361516,0.0209873599,0.0122699387
"CXorf40A",0.0300788357,0.0136443149,0.0094204627,0.0061349693
"CXorf40B",0.0549423893,0.0296209913,0.0207488672,0.0134969325
"CXorf56",0.0105518496,0.0052478134,0.0062008109,0.0032719836
"CXorf57",0.0015767132,0.0017492711,0.0022656809,0
"CXorf58",0,0.0003498542,0.0004769855,0
"CXorf65",0.010430564,0.0079300292,0.0034581445,0.000408998
"CXorf67",0,0,0.0002384927,0
"CXXC1",0.0422073984,0.0389504373,0.0288576198,0.0257668712
"CXXC11",0.0001212856,0.0002332362,0,0
"CXXC4",0.0002425713,0,0,0
"CXXC5",0.3340206186,0.0009329446,0.1986644407,0.0253578732
"CYB561",0.0090964221,0.0177259475,0.0004769855,0.0020449898
"CYB561A3",0.0352941176,0.0346355685,0.3676365371,0.0408997955
"CYB561D1",0.0172225591,0.0177259475,0.0075125209,0.0057259714
"CYB561D2",0.1199514857,0.0558600583,0.046983067,0.0470347648
"CYB5A",0.0648878108,0.0636734694,0.1597901264,0.0167689162
"CYB5B",0.1898120073,0.0588921283,0.0381588362,0.0049079755
"CYB5D1",0.0012128563,0.0018658892,0.0010732173,0.000408998
"CYB5D2",0.044633111,0.0222740525,0.0169329835,0.0073619632
"CYB5R1",0.0377198302,0.0545772595,0.0355354162,0.0265848671
"CYB5R2",0,0,0.0001192464,0.0008179959
"CYB5R3",0.066464524,0.0486297376,0.0494872406,0.0404907975
"CYB5R4",0.0366282596,0.0195918367,0.0339852135,0.0044989775
"CYB5RL",0.0015767132,0.0009329446,0.0017886954,0
"CYBA",4.6739842329,1.8057142857,2.6647984736,4.5214723926
"CYBB",0,0,0.0635583115,0.0588957055
"CYBRD1",0.0258338387,0.0002332362,0,0.0077709611
"CYC1",0.2306852638,0.1257142857,0.1433341283,0.1668711656
"CYCS",0.4141904184,0.2198250729,0.2124970188,0.0744376278
"CYFIP1",0.0015767132,0.0033819242,0.0007154782,0.0130879346
"CYFIP2",0.0898726501,0.0749854227,0.0537801097,0.0057259714
"CYGB",0.0003638569,0,0.0028619127,0
"CYHR1",0.0329896907,0.0500291545,0.0337467207,0.0507157464
"CYLD",0.0504548211,0.0883965015,0.0368471262,0.0204498978
"CYP17A1-AS1",0.0006064281,0.0003498542,0.0005962318,0
"CYP19A1",0,0,0,0.000408998
"CYP1A1",0,0,0,0
"CYP1B1",0,0,0,0.0147239264
"CYP1B1-AS1",0,0,0,0.0032719836
"CYP20A1",0.0325045482,0.0235568513,0.0209873599,0.0032719836
"CYP24A1",0,0.0002332362,0,0
"CYP27A1",0,0,0,0.0421267894
"CYP27B1",0.0003638569,0.0005830904,0,0
"CYP27C1",0,0,0.0001192464,0
"CYP2A6",0,0.0001166181,0,0
"CYP2C8",0,0,0.0002384927,0
"CYP2D6",0.0008489994,0.0009329446,0.0005962318,0.0012269939
"CYP2E1",0,0.0008163265,0,0
"CYP2F1",0.0008489994,0.0002332362,0,0
"CYP2J2",0.0002425713,0.0003498542,0.0007154782,0
"CYP2R1",0.016616131,0.0118950437,0.0115668972,0.0032719836
"CYP2S1",0,0.0001166181,0,0.0085889571
"CYP2U1",0.0031534263,0.0008163265,0.0067970427,0.0008179959
"CYP2W1",0,0,0,0
"CYP3A5",0.0007277138,0.0002332362,0.0002384927,0
"CYP46A1",0,0.0002332362,0,0
"CYP4B1",0,0.0009329446,0,0
"CYP4F12",0,0,0,0
"CYP4F2",0.0001212856,0,0,0
"CYP4F22",0.0006064281,0.0006997085,0,0
"CYP4F3",0,0,0.0001192464,0.000408998
"CYP4F35P",0.0024257126,0.0009329446,0.0002384927,0
"CYP4F59P",0.0002425713,0,0,0
"CYP4V2",0.0087325652,0.0075801749,0.0057238254,0.0053169734
"CYP51A1",0.0040024257,0.0010495627,0.0014309564,0.0016359918
"CYP7B1",0,0,0,0
"CYSLTR1",0.0333535476,0.0078134111,0.0298115907,0.0040899796
"CYSLTR2",0.0006064281,0.0003498542,0,0.0008179959
"CYSTM1",0.0087325652,0.0240233236,0.0141903172,0.0343558282
"CYTH1",0.1278350515,0.1255976676,0.0610541378,0.0568507157
"CYTH2",0.050818678,0.0590087464,0.0249224899,0.0314928425
"CYTH3",0.0076409945,0.0027988338,0.0004769855,0.0020449898
"CYTH4",0.102607641,0.0509620991,0.0441211543,0.1018404908
"CYTIP",0.1593693147,0.1219825073,0.0708323396,0.0241308793
"CYTL1",0.010430564,0.0001166181,0,0.000408998
"CYYR1",0,0,0,0.000408998
"D2HGDH",0.0107944209,0.0212244898,0.0139518245,0.0233128834
"DAAM1",0.0343238326,0.0115451895,0.0135940854,0.0020449898
"DAB1",0.0002425713,0.0026822157,0,0
"DAB2",0.0513038205,0,0,0.0040899796
"DAB2IP",0,0,0,0
"DACH1",0.0003638569,0,0,0
"DACT1",0.0001212856,0.0001166181,0.0007154782,0
"DACT3",0,0,0.0001192464,0.000408998
"DACT3-AS1",0,0.0001166181,0,0
"DAD1",0.4147968466,0.3056559767,0.1118530885,0.1038854806
"DAG1",0.0033959976,0.0022157434,0.0022656809,0.0024539877
"DAGLA",0,0.0005830904,0,0.0024539877
"DAGLB",0.0048514251,0.0058309038,0.0073932745,0.0229038855
"DAK",0.0134627047,0.0142274052,0.0170522299,0.0122699387
"DALRD3",0.0531231049,0.0530612245,0.0336274744,0.0470347648
"DAP",0.0489993936,0.0389504373,0.0318387789,0.0331288344
"DAP3",0.1024863554,0.1247813411,0.0785833532,0.0470347648
"DAPK1",0.007155852,0,0,0.018404908
"DAPK2",0.0021831413,0.0008163265,0.0009539709,0.000408998
"DAPK3",0.0300788357,0.0177259475,0.0112091581,0.0102249489
"DAPP1",0.0016979988,0.012244898,0.0769139041,0.0208588957
"DARS",0.0722862341,0.103090379,0.095277844,0.0143149284
"DARS2",0.0038811401,0.0012827988,0.0017886954,0
"DAW1",0,0.0001166181,0,0
"DAXX",0.0835657975,0.0506122449,0.0480562843,0.0200408998
"DAZAP1",0.0969072165,0.0633236152,0.0565227761,0.0339468303
"DAZAP2",0.3557307459,0.2317201166,0.2512520868,0.1300613497
"DAZL",0,0,0.0015502027,0
"DBF4",0.0350515464,0.0111953353,0.0172907226,0.0016359918
"DBF4B",0.00194057,0.0006997085,0.0021464345,0.0012269939
"DBH",0,0,0,0
"DBH-AS1",0,0.0002332362,0,0
"DBI",0.8597938144,0.2403498542,0.1932983544,0.1668711656
"DBN1",0.0057004245,0.0004664723,0,0.000408998
"DBNDD1",0,0.0010495627,0.0385165752,0
"DBNDD2",0.0003638569,0,0,0
"DBNL",0.2154032747,0.1551020408,0.1917481517,0.1370143149
"DBP",0.0443905397,0.0471137026,0.0267111853,0.0167689162
"DBR1",0.0090964221,0.006180758,0.0036966373,0.0012269939
"DBT",0.0072771377,0.0054810496,0.00524684,0.0020449898
"DBX1",0,0,0,0
"DCAF10",0.0155245603,0.0149271137,0.0115668972,0.0061349693
"DCAF11",0.072650091,0.0391836735,0.0391128071,0.0298568507
"DCAF12",0.013341419,0.0083965015,0,0.0057259714
"DCAF13",0.0496058217,0.0208746356,0.0242070117,0.0044989775
"DCAF15",0.0377198302,0.019941691,0.0155020272,0.0118609407
"DCAF16",0.0154032747,0.0096793003,0.0128786072,0.0036809816
"DCAF17",0.0161309885,0.0037317784,0.0069162891,0.0012269939
"DCAF4",0.0038811401,0.0054810496,0.0085857381,0.0008179959
"DCAF4L1",0.0001212856,0,0,0
"DCAF5",0.051788963,0.0226239067,0.0153827808,0.0106339468
"DCAF6",0.0151607035,0.0096793003,0.0093012163,0.0036809816
"DCAF7",0.058944815,0.0362682216,0.0347006916,0.0245398773
"DCAF8",0,0,0,0
"DCAKD",0.0073984233,0.0060641399,0.0034581445,0.0024539877
"DCBLD1",0.0066707095,0.003148688,0.0002384927,0.0008179959
"DCBLD2",0.0010915706,0.0008163265,0.00262342,0.0020449898
"DCDC1",0,0,0,0
"DCDC2",0,0.0002332362,0,0
"DCDC2B",0,0,0,0
"DCHS1",0.0001212856,0.0011661808,0,0
"DCHS2",0,0,0.0001192464,0
"DCK",0.08599151,0.0793002915,0.0881230622,0.0032719836
"DCLK2",0,0,0.0008347245,0.000408998
"DCLRE1A",0.00194057,0.0004664723,0.0009539709,0
"DCLRE1B",0.0048514251,0.0033819242,0.0015502027,0.0044989775
"DCLRE1C",0.0238932686,0.0114285714,0.0298115907,0.0081799591
"DCP1A",0.0261976956,0.0228571429,0.0219413308,0.0028629857
"DCP1B",0.0044875682,0.0075801749,0.0032196518,0.0008179959
"DCP2",0.0705882353,0.0344023324,0.0382780825,0.0212678937
"DCPS",0.0625833839,0.0468804665,0.0380395898,0.0331288344
"DCST1",0.0004851425,0,0,0
"DCST2",0,0.0001166181,0.0004769855,0.000408998
"DCSTAMP",0,0,0,0.000408998
"DCT",0.0001212856,0,0,0
"DCTD",0.063189812,0.0502623907,0.0372048653,0.008997955
"DCTN1",0.0269254093,0.0242565598,0.0189601717,0.0212678937
"DCTN1-AS1",0.0002425713,0.0004664723,0.0002384927,0
"DCTN2",0.1160703457,0.115451895,0.0654662533,0.0392638037
"DCTN3",0.3365676167,0.1995335277,0.1202003339,0.1627811861
"DCTN4",0.0098241358,0.003148688,0.0047698545,0.0073619632
"DCTN5",0.015645846,0.0146938776,0.0073932745,0.0143149284
"DCTN6",0.0412371134,0.0241399417,0.0149057954,0.0147239264
"DCTPP1",0.0834445118,0.0758017493,0.076556165,0.0323108384
"DCUN1D1",0.0248635537,0.0082798834,0.0058430718,0.0028629857
"DCUN1D2",0.0023044269,0.0017492711,0.0023849273,0.0020449898
"DCUN1D3",0.0026682838,0.0012827988,0.0007154782,0.0020449898
"DCUN1D4",0.0073984233,0.0039650146,0.0046506082,0.000408998
"DCUN1D5",0.0481503942,0.0330029155,0.0214643453,0.0126789366
"DCXR",0.2283808369,0.1993002915,0.1238969711,0.1582822086
"DDA1",0.1013947847,0.0741690962,0.0479370379,0.0392638037
"DDAH1",0,0,0,0
"DDAH2",0.1018799272,0.0254227405,0.1112568567,0.036809816
"DDB1",0.0391752577,0.0242565598,0.0152635345,0.0229038855
"DDB2",0.032261977,0.0260058309,0.0128786072,0.0122699387
"DDC",0,0.0001166181,0,0
"DDC8",0,0,0,0.000408998
"DDHD1",0.0183141298,0.0050145773,0.0112091581,0.0024539877
"DDHD2",0.021831413,0.0121282799,0.0265919389,0.000408998
"DDI2",0.0064281383,0.0027988338,0.0067970427,0
"DDIT3",0.0663432383,0.0225072886,0.054853327,0.0732106339
"DDIT4",0.1798665858,0.4361516035,0.0490102552,0.054396728
"DDIT4L",0,0,0,0
"DDN",0.0003638569,0.0001166181,0.0003577391,0.000408998
"DDOST",0.1993935719,0.1311953353,0.0969472931,0.063394683
"DDR1",0.0002425713,0.0006997085,0.0036966373,0.0012269939
"DDR2",0.0002425713,0.0001166181,0.0001192464,0
"DDRGK1",0.1376591874,0.1036734694,0.0702361078,0.0952965235
"DDT",0.3058823529,0.3035568513,0.2344383496,0.3926380368
"DDTL",0.0003638569,0.0005830904,0.0003577391,0
"DDX1",0.0549423893,0.0235568513,0.0182446935,0.0049079755
"DDX10",0.0225591267,0.0100291545,0.0175292154,0.0044989775
"DDX11",0.0025469982,0.001516035,0.0036966373,0.0008179959
"DDX11-AS1",0.00194057,0.0005830904,0.0023849273,0
"DDX17",0.1397210431,0.0746355685,0.1130455521,0.0392638037
"DDX18",0.2254699818,0.1771428571,0.1143572621,0.0413087935
"DDX19A",0.0285021225,0.0211078717,0.0203911281,0.009406953
"DDX19B",0.0639175258,0.0361516035,0.0261149535,0.0098159509
"DDX20",0.0126137053,0.0053644315,0.0116861436,0.0032719836
"DDX21",0.1337780473,0.084548105,0.0961125686,0.0756646217
"DDX23",0.0357792602,0.021574344,0.0153827808,0.0139059305
"DDX24",0.267434809,0.1541690962,0.1779155736,0.063803681
"DDX25",0,0.0001166181,0.0001192464,0
"DDX26B",0.0083687083,0.0066472303,0.0048891009,0.0020449898
"DDX26B-AS1",0.0001212856,0.0002332362,0.0001192464,0.000408998
"DDX27",0.0731352335,0.0515451895,0.0544955879,0.026993865
"DDX28",0.0277744087,0.0172594752,0.0151442881,0.0081799591
"DDX31",0.0038811401,0.00303207,0.0046506082,0.0008179959
"DDX39A",0.1406913281,0.104606414,0.1067254949,0.0920245399
"DDX39B",0.0520315343,0.0141107872,0.0312425471,0.0151329243
"DDX39B-AS1",0.0004851425,0.0001166181,0.0002384927,0
"DDX3X",0.1265009096,0.0493294461,0.0601001669,0.0351738241
"DDX41",0.0311704063,0.0286880466,0.025280229,0.027402863
"DDX42",0.0311704063,0.0254227405,0.0257572144,0.0167689162
"DDX43",0.005215282,0.0016326531,0.0009539709,0.0008179959
"DDX46",0.3318374773,0.1279300292,0.1565704746,0.1435582822
"DDX47",0.005215282,0.00303207,0.0041736227,0.0036809816
"DDX49",0.0502122498,0.026122449,0.0231337944,0.0208588957
"DDX5",2.1160703457,1.2552769679,1.2086811352,0.2282208589
"DDX50",0.0639175258,0.0387172012,0.0310040544,0.0126789366
"DDX51",0.0066707095,0.0071137026,0.0060815645,0.0106339468
"DDX52",0.044633111,0.0128279883,0.0157405199,0.0085889571
"DDX54",0.0457246816,0.0440816327,0.0379203434,0.0306748466
"DDX55",0.0257125531,0.0190087464,0.0205103744,0.0077709611
"DDX56",0.0294724075,0.0283381924,0.0212258526,0.0171779141
"DDX58",0.02801698,0.0069970845,0.0140710708,0.0024539877
"DDX59",0.0154032747,0.0106122449,0.009539709,0.0032719836
"DDX6",0.1363250455,0.0544606414,0.0612926306,0.0143149284
"DDX60",0.0132201334,0.0041982507,0.00393513,0.000408998
"DDX60L",0.0195269861,0.0082798834,0.0085857381,0.008997955
"DEAF1",0.0232868405,0.0282215743,0.0149057954,0.0155419223
"DECR1",0.1711340206,0.0957434402,0.049606487,0.0588957055
"DECR2",0.0077622802,0.0062973761,0.0048891009,0.0069529652
"DEDD",0.0154032747,0.0134110787,0.0071547818,0.008997955
"DEDD2",0.1265009096,0.1057725948,0.0692821369,0.0314928425
"DEF6",0.210430564,0.1674635569,0.065704746,0.0417177914
"DEF8",0.0302001213,0.0241399417,0.0610541378,0.0658486708
"DEFA3",0,0.0001166181,0,0
"DEGS1",0.0357792602,0.0527113703,0.0756021941,0.0114519427
"DEGS2",0.0077622802,0,0.0010732173,0.0012269939
"DEK",0.3422680412,0.1749271137,0.1269973766,0.0883435583
"DENND1A",0.0067919951,0.0027988338,0.0020271882,0.0257668712
"DENND1B",0.0196482717,0.0110787172,0.0048891009,0.0024539877
"DENND1C",0.0627046695,0.0485131195,0.033508228,0.0216768916
"DENND2A",0.0002425713,0,0,0
"DENND2C",0.0001212856,0.0002332362,0.0004769855,0
"DENND2D",0.209460279,0.0761516035,0.0304078226,0.008997955
"DENND3",0.0101879927,0.0032653061,0.0202718817,0.045807771
"DENND4A",0.015645846,0.0075801749,0.0102551872,0.0036809816
"DENND4B",0.0189205579,0.0149271137,0.0157405199,0.0372188139
"DENND4C",0.0223165555,0.0116618076,0.0050083472,0.0028629857
"DENND5A",0.0016979988,0.0106122449,0.0041736227,0.0151329243
"DENND5B",0.0002425713,0,0.0141903172,0
"DENND5B-AS1",0,0,0.0001192464,0
"DENND6A",0.013341419,0.0071137026,0.0032196518,0.0044989775
"DENND6B",0.0095815646,0.0075801749,0.0015502027,0.0445807771
"DENR",0.1146149181,0.0690379009,0.0710708323,0.01799591
"DEPDC1",0.0002425713,0.0001166181,0,0
"DEPDC1B",0,0,0,0
"DEPDC4",0.0002425713,0.0003498542,0.0005962318,0
"DEPDC5",0.0033959976,0.0027988338,0.0048891009,0.0028629857
"DEPDC7",0.0003638569,0.0001166181,0,0
"DEPTOR",0.0008489994,0.0003498542,0.0001192464,0.000408998
"DERA",0.033232262,0.0167930029,0.020033389,0.0077709611
"DERL1",0.1125530625,0.0409329446,0.0368471262,0.0139059305
"DERL2",0.1053972104,0.0571428571,0.0401860243,0.0278118609
"DERL3",0.0007277138,0.0005830904,0.0568805151,0.0028629857
"DES",0,0,0,0.0024539877
"DESI1",0.035172832,0.0321865889,0.024326258,0.0220858896
"DESI2",0.0277744087,0.0146938776,0.0141903172,0.009406953
"DET1",0.0037598545,0.0026822157,0.00262342,0.0016359918
"DEXI",0.0690115221,0.0511953353,0.0113284045,0.0061349693
"DFFA",0.0306852638,0.018425656,0.0205103744,0.0151329243
"DFFB",0.0095815646,0.0058309038,0.0041736227,0.0008179959
"DFNA5",0,0,0.0033388982,0
"DFNB31",0.0027895694,0.001516035,0.0023849273,0.0024539877
"DFNB59",0.0001212856,0.0009329446,0.0005962318,0.000408998
"DGAT1",0.0101879927,0.0146938776,0.0047698545,0.0212678937
"DGAT2",0,0,0.0067970427,0.0020449898
"DGAT2L6",0,0,0,0
"DGCR14",0.0238932686,0.0142274052,0.00787026,0.0122699387
"DGCR2",0.0187992723,0.0170262391,0.0119246363,0.0425357873
"DGCR5",0,0,0,0
"DGCR6",0.0070345664,0.0104956268,0.00524684,0.0245398773
"DGCR6L",0.1576713159,0.1778425656,0.0492487479,0.0711656442
"DGCR8",0.0097028502,0.0057142857,0.0038158836,0.0081799591
"DGKA",0.0129775622,0.0824489796,0.016098259,0.0085889571
"DGKD",0.0411158278,0.0136443149,0.0442404007,0.0130879346
"DGKE",0.0106731352,0.0097959184,0.0048891009,0.0020449898
"DGKG",0,0,0.0003577391,0.0028629857
"DGKH",0.0007277138,0.0026822157,0,0.000408998
"DGKQ",0.0150394178,0.0043148688,0.0029811591,0.0085889571
"DGKZ",0.134869618,0.0914285714,0.0100166945,0.0854805726
"DGUOK",0.2845360825,0.1909037901,0.1359408538,0.0830265849
"DGUOK-AS1",0.0003638569,0.004548105,0,0.0044989775
"DHCR24",0.0035172832,0.0013994169,0,0
"DHCR7",0.0078835658,0.0069970845,0.0042928691,0
"DHDDS",0.012371134,0.0075801749,0.0079895063,0.0098159509
"DHDH",0.0001212856,0.0008163265,0.0002384927,0
"DHFR",0.0088538508,0.0060641399,0.0056045791,0.0008179959
"DHFRL1",0.0111582777,0.0072303207,0.0056045791,0.0012269939
"DHH",0.0001212856,0,0,0
"DHODH",0.0098241358,0.012244898,0.013474839,0.0032719836
"DHPS",0.1187386295,0.1241982507,0.115311233,0.045398773
"DHRS1",0.0386901152,0.0420991254,0.0274266635,0.0196319018
"DHRS11",0.0063068526,0.0055976676,0.0028619127,0.0016359918
"DHRS12",0.0162522741,0.0390670554,0.0212258526,0.0159509202
"DHRS13",0.0214675561,0.0170262391,0.0076317672,0.0044989775
"DHRS2",0.0002425713,0,0,0
"DHRS3",0.0375985446,0.0096793003,0,0.0008179959
"DHRS4",0.0173438448,0.013877551,0.0060815645,0.03599182
"DHRS4-AS1",0.0002425713,0,0.0002384927,0
"DHRS4L2",0.074590661,0.0713702624,0.0445981398,0.190593047
"DHRS7",0.6212249848,0.1847230321,0.1049367994,0.0535787321
"DHRS7B",0.0158884172,0.0069970845,0.0100166945,0.0118609407
"DHRS9",0,0,0.0001192464,0.0065439673
"DHRSX",0.0328684051,0.0197084548,0.0255187217,0.0155419223
"DHTKD1",0.0048514251,0.0017492711,0.0101359409,0.0065439673
"DHX15",0.0333535476,0.0192419825,0.012163129,0.0053169734
"DHX16",0.017586416,0.0146938776,0.0097782018,0.0118609407
"DHX29",0.075560946,0.032303207,0.0376818507,0.0163599182
"DHX30",0.039417829,0.030787172,0.0163367517,0.0224948875
"DHX32",0.0067919951,0.0009329446,0.0051275936,0.0036809816
"DHX33",0.0037598545,0.0075801749,0.0064393036,0.0024539877
"DHX34",0.006185567,0.0051311953,0.0058430718,0.0126789366
"DHX35",0.0066707095,0.0041982507,0.0051275936,0.0016359918
"DHX36",0.1506367495,0.0549271137,0.0767946578,0.0220858896
"DHX37",0.0050939964,0.0080466472,0.0077510136,0.0069529652
"DHX38",0.0221952699,0.0150437318,0.0122823754,0.0253578732
"DHX40",0.0126137053,0.0043148688,0.00655855,0.0036809816
"DHX57",0.0095815646,0.0047813411,0.0085857381,0.0122699387
"DHX58",0.0099454215,0.0082798834,0.0054853327,0.0032719836
"DHX8",0.0201334142,0.0088629738,0.0079895063,0.0155419223
"DHX9",0.0618556701,0.0304373178,0.0398282852,0.0216768916
"DIABLO",0.0171012735,0.0096793003,0.0048891009,0.0118609407
"DIAPH1",0.1066100667,0.0637900875,0.0196756499,0.0568507157
"DIAPH2",0.0177077016,0.0043148688,0.012163129,0.0085889571
"DIAPH3",0.0001212856,0,0,0
"DICER1",0.0172225591,0.0082798834,0.0159790126,0.0098159509
"DICER1-AS1",0.0047301395,0.0020991254,0.0062008109,0.0028629857
"DIDO1",0.0277744087,0.0197084548,0.0196756499,0.009406953
"DIEXF",0.0073984233,0.0044314869,0.0057238254,0.0016359918
"DIMT1",0.0306852638,0.0316034985,0.0248032435,0.0012269939
"DIO1",0,0,0,0.000408998
"DIO3",0,0,0.0002384927,0
"DIP2A",0.0965433596,0.0176093294,0.0088242309,0.0065439673
"DIP2B",0.007155852,0.0055976676,0.0103744336,0.0032719836
"DIP2C",0.0004851425,0.0017492711,0.0031004054,0.0008179959
"DIRAS1",0,0,0.0031004054,0
"DIRAS3",0,0,0,0
"DIRC2",0.0040024257,0.0008163265,0.0021464345,0.0069529652
"DIRC3",0.0006064281,0.0008163265,0.0005962318,0
"DIS3",0.022801698,0.0085131195,0.0152635345,0.0008179959
"DIS3L",0.0117647059,0.0099125364,0.0076317672,0.0069529652
"DIS3L2",0.0215888417,0.0144606414,0.0151442881,0.0073619632
"DISC1",0.000970285,0.00303207,0.0007154782,0.0028629857
"DISP1",0.0016979988,0.0012827988,0.00262342,0.000408998
"DISP2",0.0003638569,0,0,0
"DIXDC1",0.0013341419,0.0010495627,0.0002384927,0.000408998
"DKC1",0.0457246816,0.030787172,0.0310040544,0.0118609407
"DKFZP434E1119",0.009460279,0.0013994169,0.0009539709,0.0024539877
"DKFZP434H0512",0,0,0,0
"DKFZP667F0711",0,0,0.0001192464,0.000408998
"DKFZP761J1410",0.0016979988,0.0011661808,0.0005962318,0.0257668712
"DKFZP779L1853",0.013341419,0.0059475219,0.0010732173,0.0036809816
"DKK3",0,0.0003498542,0,0
"DKKL1",0,0,0.0003577391,0
"DLAT",0.0116434203,0.0079300292,0.0059623181,0.0008179959
"DLC1",0.0001212856,0,0,0
"DLD",0.0510612492,0.024606414,0.0168137372,0.0024539877
"DLEC1",0.0020618557,0.0012827988,0.0001192464,0
"DLEU1",0.0198908429,0.0155102041,0.0158597663,0.000408998
"DLEU2L",0.0030321407,0.0009329446,0.0025041736,0
"DLEU7",0,0,0,0.000408998
"DLG1",0.0211036992,0.0191253644,0.0152635345,0.0077709611
"DLG1-AS1",0.0002425713,0.0001166181,0,0
"DLG2",0.0007277138,0.0012827988,0.0010732173,0
"DLG3",0.0055791389,0.0027988338,0.0005962318,0
"DLG3-AS1",0,0,0,0
"DLG4",0.0007277138,0.0011661808,0.0005962318,0.0040899796
"DLG5",0.0067919951,0.0009329446,0,0.000408998
"DLG5-AS1",0.0007277138,0,0,0
"DLGAP1",0,0.0002332362,0.0001192464,0
"DLGAP1-AS1",0.0448756822,0.0314868805,0.0107321727,0.0049079755
"DLGAP1-AS2",0.0024257126,0.0008163265,0.0007154782,0
"DLGAP3",0.00194057,0.0066472303,0.0042928691,0.0073619632
"DLGAP4",0.0417222559,0.0283381924,0.0333889816,0.0188139059
"DLGAP5",0.0003638569,0,0,0
"DLK2",0.0003638569,0.0013994169,0.0001192464,0
"DLL1",0.0055791389,0.0005830904,0,0
"DLL3",0.0002425713,0.0010495627,0.0021464345,0
"DLL4",0,0,0,0.000408998
"DLST",0.0406306853,0.0248396501,0.0155020272,0.0171779141
"DLX2",0.0010915706,0.0001166181,0,0
"DLX3",0,0,0,0
"DLX4",0.0001212856,0.0001166181,0,0.0012269939
"DMAP1",0.0476652517,0.0559766764,0.0363701407,0.0339468303
"DMC1",0.0003638569,0,0,0
"DMD",0.0001212856,0.0001166181,0.0017886954,0.0024539877
"DMGDH",0.005215282,0.0017492711,0.0001192464,0.0012269939
"DMKN",0.0291085506,0.0011661808,0.00131171,0
"DMPK",0.0035172832,0.0041982507,0.0023849273,0
"DMRT2",0,0.0001166181,0,0
"DMRTA1",0,0,0.0001192464,0
"DMRTC1",0,0,0,0
"DMRTC1B",0,0,0,0
"DMTF1",0.0327471195,0.0135276968,0.023968519,0.0032719836
"DMTN",0.0016979988,0.0073469388,0,0
"DMWD",0.0090964221,0.0039650146,0.0033388982,0
"DMXL1",0.0293511219,0.0141107872,0.0451943716,0.0073619632
"DMXL2",0.0007277138,0.0005830904,0,0.0204498978
"DNA2",0.0006064281,0.0003498542,0.0010732173,0
"DNAAF1",0,0,0,0.0008179959
"DNAAF2",0.047543966,0.0375510204,0.0575959933,0.01799591
"DNAH1",0.0032747119,0.0047813411,0.0027426663,0.0053169734
"DNAH10",0.0008489994,0,0.0002384927,0
"DNAH10OS",0,0,0,0
"DNAH11",0.0001212856,0,0.0003577391,0
"DNAH12",0,0,0.0001192464,0
"DNAH14",0.0006064281,0,0,0
"DNAH17",0,0.0001166181,0,0
"DNAH17-AS1",0,0,0,0
"DNAH6",0.0006064281,0.0005830904,0.0004769855,0
"DNAH7",0,0,0,0
"DNAH8",0,0.0001166181,0,0
"DNAH9",0.0001212856,0,0,0
"DNAI2",0.0001212856,0.0019825073,0,0
"DNAJA1",0.1704063069,0.0950437318,0.0753637014,0.0539877301
"DNAJA2",0.0777440873,0.0545772595,0.038755068,0.0167689162
"DNAJA3",0.036143117,0.0363848397,0.0398282852,0.0098159509
"DNAJA4",0.0040024257,0.0053644315,0.0014309564,0.0024539877
"DNAJB1",0.1312310491,0.2604081633,0.0629620797,0.0323108384
"DNAJB11",0.1096422074,0.0394169096,0.0324350107,0.0339468303
"DNAJB12",0.0333535476,0.0298542274,0.0257572144,0.0314928425
"DNAJB13",0,0.0001166181,0,0.000408998
"DNAJB14",0.074590661,0.0235568513,0.0281421417,0.0040899796
"DNAJB2",0.0528805337,0.053877551,0.045671357,0.0159509202
"DNAJB4",0.0066707095,0.0036151603,0.0020271882,0.0012269939
"DNAJB5",0.0006064281,0.0008163265,0.0003577391,0.0036809816
"DNAJB6",0.1836264403,0.0918950437,0.0575959933,0.0302658487
"DNAJB7",0,0,0,0
