"gene_symbol","B_cells","NK_cells","T_cells_CD4.","Monocytes"
"NKIRAS1",33.005025,31.685641,33.884041,30.702681
"NKIRAS2",53.202436,53.129521,51.151104,70.476025
"NKPD1",32.205625,31.877316,32.6041,32.296489
"NKRF",57.805609,54.184321,55.785961,46.090521
"NKTR",45.846441,43.454464,43.917129,34.445161
"NKX1-1",33.593616,33.500944,37.197801,39.100009
"NKX2-1",19.456921,17.918289,19.070689,19.333609
"NKX2-2",11.669056,12.075625,11.4921,11.669056
"NKX2-3",13.198689,12.348196,13.068225,12.981609
"NKX2-5",33.131536,30.625156,32.592681,35.976004
"NKX2-8",26.946481,21.921124,25.321024,27.175369
"NKX3-1",28.047616,25.030009,27.081616,29.278921
"NKX3-2",17.598025,17.901361,17.497489,18.301284
"NKX6-1",23.435281,20.875761,23.222761,23.415921
"NKX6-2",23.736384,22.714756,22.5625,23.580736
"NKX6-3",33.143049,32.171584,33.097009,34.963569
"NLE1",33.558849,31.002624,36.711481,29.235649
"NLGN1",11.437924,11.202409,10.8241,11.471769
"NLGN2",33.686416,35.676729,36.228361,39.237696
"NLGN3",27.520516,24.720784,27.269284,29.019769
"NLGN4X",18.705625,18.861649,18.105025,18.164644
"NLGN4Y",12.271009,11.964681,12.103441,11.9716
"NLK",44.209201,43.639236,36.687249,41.165056
"NLN",36.747844,32.878756,34.1056,41.011216
"NLRC3",82.609921,102.434641,100.620961,28.955161
"NLRC4",18.088009,15.6025,15.832441,42.302016
"NLRC5",103.347556,101.445184,111.323601,76.930441
"NLRP1",54.1696,47.1969,55.100929,51.251281
"NLRP10",13.860729,13.890529,14.280841,14.220441
"NLRP11",19.918369,18.054001,16.818201,16.679056
"NLRP12",26.718561,25.715041,26.946481,55.621764
"NLRP13",23.941449,25.361296,24.810361,25.341156
"NLRP14",17.952169,19.000881,17.8929,19.070689
"NLRP2",35.617024,52.215076,29.789764,23.474025
"NLRP3",17.918289,20.757136,20.232004,51.022449
"NLRP4",28.901376,16.096144,17.073424,17.740944
"NLRP5",19.954089,20.575296,20.7025,22.127616
"NLRP6",19.909444,18.627856,19.166884,20.295025
"NLRP7",20.602521,16.418704,16.434916,18.386944
"NLRP8",28.526281,31.438449,30.525625,32.433025
"NLRP9",24.651225,25.542916,24.890121,26.081449
"NLRX1",40.538689,46.117681,45.118089,46.076944
"NMB",42.693156,44.475561,44.142736,45.805824
"NMBR",13.9876,15.468489,13.667809,14.707225
"NMD3",66.275881,72.012196,68.923204,62.995969
"NME1",79.995136,78.517321,72.880369,63.776196
"NME3",58.690921,59.814756,66.650896,58.018689
"NME4",52.012944,36.638809,53.949025,49.4209
"NME5",17.623204,19.079424,17.943696,17.522596
"NME6",44.076321,48.804196,45.441081,42.068196
"NME7",35.748441,38.837824,42.7716,37.982569
"NMI",90.25,99.281296,95.199049,100.060009
"NMNAT1",21.687649,21.178404,19.598329,24.671089
"NMNAT2",19.998784,21.5296,21.049744,22.052416
"NMNAT3",33.767721,28.121809,33.616804,35.390601
"NMRAL1",58.553104,58.644964,64.080025,54.493924
"NMT1",56.325025,53.348416,54.420129,52.374169
"NMT2",28.547649,43.270084,50.965321,20.115225
"NMU",21.836929,20.921476,22.7529,19.642624
"NMUR1",28.206721,31.203396,26.163225,27.5625
"NMUR2",24.216241,30.747025,28.858384,29.333056
"NNAT",32.982049,31.764496,35.117476,37.773316
"NNMT",23.726641,25.321024,21.150801,22.429696
"NNT",35.070084,40.538689,36.869184,32.924644
"NOB1",73.068304,67.223601,77.000625,60.918025
"NOBOX",23.872996,24.186724,25.979409,25.230529
"NOC2L",38.031889,38.875225,39.237696,36.421225
"NOC3L",86.713344,66.161956,71.436304,49
"NOC4L",50.225569,48.762289,49.378729,46.335249
"NOD1",45.414121,42.432196,41.460721,41.422096
"NOD2",31.820881,37.8225,31.674384,77.757124
"NODAL",24.039409,24.453025,25.512601,25.775929
"NOG",13.337104,13.235044,37.748736,14.6689
"NOL10",39.375625,40.094224,38.713284,35.940025
"NOL11",96.255721,91.183401,94.070601,70.291456
"NOL12",41.512249,39.3129,41.332041,41.563809
"NOL3",26.265625,24.9001,30.019441,31.888609
"NOL4",15.460624,15.335056,15.421329,15.077689
"NOL6",35.319249,31.640625,35.4025,33.350625
"NOL7",84.989961,81.252196,89.415936,75.655204
"NOL8",78.304801,73.222249,74.978281,59.459521
"NOL9",56.685841,54.9081,57.380625,48.902049
"NOLC1",67.453369,64.834704,68.178049,59.9076
"NOM1",46.24,47.0596,46.580625,37.039396
"NONO",97.298496,98.426241,101.4049,100.922116
"NOP10",94.322944,110.0401,101.848464,122.633476
"NOP14",65.869456,59.613841,67.650625,50.722884
"NOP16",45.887076,39.050001,39.955041,39.162564
"NOP2",73.977201,66.846976,75.951225,62.425801
"NOP56",76.510009,69.906321,69.372241,57.6081
"NOP58",110.649361,110.944089,109.599961,82.755409
"NOS1",20.448484,21.353641,21.538881,21.855625
"NOS1AP",27.857284,28.4089,29.626249,31.281649
"NOS2",28.281124,24.000201,26.234884,27.678121
"NOS3",21.799561,20.638849,25.120144,22.052416
"NOSIP",85.433049,77.827684,101.888836,70.006689
"NOSTRIN",15.539364,16.394401,15.729156,15.952036
"NOTCH1",44.689225,49.224256,45.400644,48.1636
"NOTCH2",68.095504,65.237929,58.721569,90.973444
"NOTCH2NL",92.525161,82.919236,82.428241,100.6009
"NOTCH3",29.192409,27.815076,28.462225,32.0356
"NOTCH4",28.804689,26.327161,26.594649,30.603024
"NOTUM",39.904489,36.1201,39.075001,42.823936
"NOV",17.430625,18.003049,17.698849,21.409129
"NOVA1",12.264004,13.220496,12.666481,12.895281
"NOVA2",27.952369,27.050401,26.956864,27.552001
"NOX1",21.790224,21.455424,22.6576,23.270976
"NOX3",12.645136,12.173121,13.512976,13.184161
"NOX4",12.453841,12.845056,12.131289,12.257001
"NOX5",27.342441,24.6016,28.132416,28.472896
"NOXA1",46.036225,38.489616,43.059844,46.280809
"NOXO1",26.967249,22.829284,25.120144,25.877569
"NPAS1",28.037025,21.687649,25.3009,26.491609
"NPAS2",19.936225,19.149376,21.864976,20.6116
"NPAS3",15.563025,15.515721,15.856324,16.008001
"NPAS4",21.473956,19.421649,20.457529,21.9961
"NPAT",37.920964,39.803481,40.934404,30.371121
"NPB",37.920964,42.1201,41.550916,46.158436
"NPBWR1",23.164969,19.820304,21.883684,23.020804
"NPBWR2",13.337104,13.315201,13.727025,14.182756
"NPC1",36.554116,54.982225,40.908816,44.970436
"NPC1L1",22.005481,21.631801,21.874329,23.454649
"NPC2",96.393124,82.846404,86.248369,146.8944
"NPCDR1",20.484676,19.4481,29.224836,21.215236
"NPDC1",35.820225,31.618129,51.065316,36.687249
"NPEPL1",45.630025,44.528929,45.846441,49
"NPEPPS",60.606225,59.074596,56.460196,62.378404
"NPFF",40.947201,37.478884,38.105929,39.137536
"NPFFR1",37.258816,33.327529,35.832196,37.442161
"NPFFR2",14.333796,14.8225,15.217801,15.3664
"NPHP1",15.085456,15.155449,15.241216,15.295921
"NPHP3",39.075001,37.638225,44.823025,30.791401
"NPHP4",32.729841,32.410249,33.64,34.527376
"NPHS1",20.412324,18.844281,20.142144,20.766249
"NPHS2",22.581504,26.8324,26.2144,27.279729
"NPIP",113.806224,111.492481,112.487236,100.861849
"NPIPL3",47.320641,38.464804,42.146064,34.152336
"NPL",20.313049,25.270729,24.6016,53.29
"NPLOC4",73.479184,69.839449,69.205761,74.718736
"NPM1",134.258569,130.690624,138.133009,115.197289
"NPM2",50.438404,49.5616,51.955264,58.079641
"NPM3",38.638656,46.131264,44.076321,37.736449
"NPNT",15.023376,14.661241,13.995081,15.023376
"NPPA",43.270084,35.844169,41.165056,44.649124
"NPPB",26.163225,23.746129,25.170289,26.275876
"NPPC",15.784729,13.535041,14.273284,15.295921
"NPR1",40.475044,34.445161,38.340864,42.198016
"NPR2",29.214025,25.190361,29.528356,24.581764
"NPR3",16.443025,17.581249,17.480761,18.190225
"NPRL2",57.1536,60.279696,60.295225,47.955625
"NPRL3",43.771456,42.458256,42.354064,40.615129
"NPSA",11.689561,11.282881,11.512449,11.404129
"NPTN",100.580841,113.486409,106.461124,129.367876
"NPTX1",31.832164,33.825856,37.994896,29.953729
"NPTX2",15.992001,16.386304,15.069924,17.497489
"NPTXR",25.7049,30.272004,29.474041,27.436644
"NPVF",11.943936,11.621281,12.201049,11.950849
"NPW",15.342889,12.638025,13.162384,13.003236
"NPY",22.924944,22.524516,23.242041,25.090081
"NPY1R",12.313081,12.780625,11.716929,12.306064
"NPY2R",15.570916,16.257024,15.610401,16.467364
"NPY5R",17.288964,19.695844,18.584721,20.025625
"NPY6R",17.413929,18.957316,18.122049,18.173169
"NQO1",29.300569,44.957025,35.976004,35.176761
"NQO2",43.204329,57.729604,57.744801,75.220929
"NR0B1",15.413476,14.455204,14.876449,15.531481
"NR0B2",34.082244,33.512521,34.374769,36.457444
"NR1D2",57.866449,58.553104,62.995969,46.689889
"NR1H2",51.2656,42.706225,49.308484,57.410929
"NR1H3",28.313041,36.554116,32.194276,37.724164
"NR1H4",14.182756,15.031129,14.485636,15.015625
"NR1I2",24.088464,24.275329,24.611521,24.830289
"NR1I3",15.327225,15.421329,15.3664,15.531481
"NR2C1",31.573161,31.416025,31.181056,23.951236
"NR2C2",51.194025,55.0564,49.900096,47.458321
"NR2C2AP",57.047809,51.581124,55.860676,44.715969
"NR2E1",17.230801,17.698849,19.158129,18.481401
"NR2E3",20.7936,18.1476,19.651489,19.580625
"NR2F1",22.838841,22.061809,22.439169,23.299929
"NR2F2",16.394401,16.842816,17.214201,16.867449
"NR2F6",27.019204,22.771984,25.836889,25.775929
"NR3C1",94.556176,102.961609,97.4169,96.373489
"NR3C2",35.557369,25.080064,48.776256,21.520321
"NR4A1",43.652449,38.626225,40.347904,46.7856
"NR4A2",50.353216,80.227849,39.5641,53.567761
"NR4A3",30.669444,38.825361,28.761769,39.0625
"NR5A1",27.384289,24.940036,26.399044,25.938649
"NR5A2",12.25,13.512976,12.404484,12.313081
"NR6A1",28.058209,28.238596,29.2681,31.114084
"NRAP",17.280649,17.197609,17.547721,18.292729
"NRARP",43.507216,41.280625,41.460721,46.621584
"NRAS",72.165025,83.942244,67.519089,81.072016
"NRBF2",52.794756,63.345681,54.066609,69.973225
"NRBP1",59.228416,60.699681,58.614336,66.879684
"NRBP2",44.769481,41.254929,49.308484,38.738176
"NRCAM",23.213124,22.448644,23.222761,22.982436
"NRD1",65.804544,63.011844,64.673764,62.394201
"NRF1",41.6025,37.625956,38.180041,34.786404
"NRG1",18.792225,18.722929,18.653761,31.516996
"NRG2",18.619225,18.567481,19.316025,18.610596
"NRG3",15.944049,15.413476,15.721225,15.896169
"NRG4",12.278016,11.075584,11.175649,11.519236
"NRGN",30.173049,31.606884,32.296489,78.623689
"NRIP1",58.476609,70.157376,56.1001,69.755904
"NRIP2",30.492484,28.366276,29.235649,28.922884
"NRIP3",28.697449,34.703881,34.374769,53.5824
"NRK",11.943936,11.539609,11.323225,11.840481
"NRL",27.888961,25.6036,26.563716,27.154521
"NRM",63.313849,61.011721,60.84,69.438889
"NRN1",17.338896,20.268004,20.948929,18.740241
"NRP1",14.853316,14.915044,15.085456,23.5225
"NRP2",22.155849,20.912329,21.659716,26.873856
"NRSN1",20.502784,21.827584,20.178064,22.306729
"NRSN2",31.539456,29.789764,29.658916,31.404816
"NRTN",12.945604,12.475024,14.554225,11.723776
"NRXN1",15.563025,15.178816,15.657849,16
"NRXN2",23.270976,21.752896,21.855625,24.930049
"NRXN3",17.850625,18.181696,18.0625,18.438436
"NS3BP",33.373729,37.283236,36.204289,36.6025
"NSA2",124.456336,118.897216,130.142464,112.5721
"NSAP11",13.623481,13.667809,13.053769,13.890529
"NSD1",36.893476,37.015056,35.081929,34.857216
"NSDHL",41.306329,44.662489,43.125489,42.029289
"NSF",49.617936,45.346756,46.144849,46.335249
"NSFL1C",54.789604,47.831056,50.083929,54.199044
"NSL1",41.796225,40.309801,41.293476,39.075001
"NSMAF",47.734281,44.249104,45.887076,50.594769
"NSMCE1",87.0489,81.396484,90.859024,70.862724
"NSMCE2",55.905529,58.262689,60.9961,57.078025
"NSMCE4A",50.1264,47.554816,46.117681,37.368769
"NSUN2",98.465929,93.103201,95.199049,83.576164
"NSUN3",28.526281,29.463184,26.697889,27.3529
"NSUN4",37.051569,32.001649,33.281361,32.7184
"NSUN5",88.096996,73.891216,84.8241,63.808144
"NSUN5P1",84.953089,66.064384,78.978769,55.175184
"NSUN5P2",88.228449,71.5716,83.923921,60.016009
"NSUN6",40.4496,34.070569,35.772361,26.749584
"NSUN7",17.935225,12.595401,12.924025,13.439556
"NT5C",45.576001,40.8321,37.002889,39.476089
"NT5C1A",24.870169,24.512401,25.140196,25.9081
"NT5C1B",12.787776,12.588304,12.830724,12.666481
"NT5C2",49.238289,47.004736,45.724644,50.2681
"NT5C3",103.063104,93.5089,90.535225,90.307009
"NT5C3L",70.509609,54.997056,67.026969,52.432081
"NT5DC1",64.609444,58.415449,67.963536,45.118089
"NT5DC2",20.912329,18.558864,18.9225,22.953681
"NT5DC3",29.637136,24.840256,26.967249,27.133681
"NT5DC4",12.552849,12.299049,11.737476,12.737761
"NT5E",29.888089,16.785409,23.386896,20.9764
"NT5M",34.421689,31.606884,34.117281,38.007225
"NTAN1",67.125249,64.834704,64.770304,60.419529
"NTF3",30.261001,30.735936,29.441476,30.085225
"NTF4",19.989841,20.151121,19.749136,20.9764
"NTHL1",43.890625,35.736484,39.715204,34.140649
"NTM",22.982436,22.714756,22.905796,23.590449
"NTN1",18.826921,18.020025,19.018321,19.784704
"NTN3",19.307236,17.040384,18.275625,19.027044
"NTN4",11.4244,10.738729,15.721225,11.175649
"NTN5",20.313049,19.580625,22.043025,20.331081
"NTNG1",21.752896,19.105641,19.945156,19.936225
"NTNG2",31.348801,29.658916,26.450449,30.658369
"NTRK1",18.5761,16.999129,18.49,19.704721
"NTRK2",16.990884,19.131876,18.558864,17.589636
"NTRK3",24.710841,25.9081,26.409321,27.636049
"NTS",14.638276,16.581184,15.570916,15.752961
"NTSR1",25.765776,26.863489,27.804529,36.2404
"NTSR2",20.1601,20.666116,21.762225,21.771556
"NUAK1",20.439441,38.5641,21.874329,22.127616
"NUB1",42.237001,40.309801,40.729924,35.4025
"NUBP1",73.685056,57.729604,59.428681,70.123876
"NUBP2",57.790404,60.730849,63.409369,55.577025
"NUBPL",36.252441,32.936121,33.767721,23.931664
"NUCB1",44.129449,44.156025,50.608996,59.059225
"NUCB2",32.993536,65.901924,61.716736,42.837025
"NUCKS1",75.672601,81.649296,74.9956,60.233121
"NUDC",59.397849,53.392249,54.700816,50.922496
"NUDCD1",34.621456,36.144144,35.7604,30.603024
"NUDCD2",35.058241,36.348841,35.473936,28.665316
"NUDCD3",54.037201,47.941776,52.794756,46.294416
"NUDT1",55.830784,53.421481,54.819216,46.009089
"NUDT10",19.793601,20.839225,20.214016,20.412324
"NUDT11",26.594649,44.836416,30.980356,26.7289
"NUDT12",12.909649,11.269449,12.334144,12.496225
"NUDT13",23.648769,20.223009,20.142144,21.279769
"NUDT14",28.291761,29.833444,28.998225,31.192225
"NUDT15",46.977316,61.105489,49.730704,46.621584
"NUDT16",28.206721,27.657081,27.741289,37.466641
"NUDT16L1",60.793209,58.920976,64.8025,49.505296
"NUDT16P1",17.690436,19.114384,16.851025,27.175369
"NUDT17",40.806544,31.416025,33.246756,34.597924
"NUDT18",43.612816,47.775744,47.3344,44.435556
"NUDT19",55.905529,75.012921,67.963536,63.0436
"NUDT2",49.350625,49.378729,54.007801,45.144961
"NUDT21",61.685316,68.475625,67.305616,58.293225
"NUDT22",42.393121,39.955041,40.755456,41.615401
"NUDT3",30.217009,29.235649,27.279729,35.307364
"NUDT4",42.823936,40.4496,40.870449,40.005625
"NUDT4P1",23.261329,22.543504,22.052416,24.3049
"NUDT5",65.1249,69.538921,75.3424,54.243225
"NUDT6",27.426169,31.236921,27.185796,22.600516
"NUDT7",23.970816,23.931664,26.904969,26.327161
"NUDT9",66.324736,61.748164,67.141636,59.028489
"NUDT9P1",20.5209,15.555136,17.065161,14.884164
"NUF2",22.610025,39.413284,27.688644,12.138256
"NUFIP1",37.6996,42.094144,38.340864,30.129121
"NUFIP2",67.436944,74.615044,70.8964,70.257924
"NUMA1",38.130625,33.779344,36.6025,32.046921
"NUMB",41.126569,33.570436,31.820881,53.494596
"NUMBL",68.989636,64.979721,65.707236,65.869456
"NUP107",90.022144,86.918329,85.5625,65.318724
"NUP133",48.469444,50.951044,49.505296,44.249104
"NUP153",48.469444,53.919649,46.840336,36.735721
"NUP155",54.125449,53.114944,51.724864,41.113744
"NUP160",43.678881,44.448889,39.325441,31.404816
"NUP188",35.105625,32.205625,33.304441,31.2481
"NUP205",45.064369,42.876304,42.497361,36.759969
"NUP210",64.272289,63.792169,65.302561,47.320641
"NUP210L",13.564489,12.7449,13.140625,13.704804
"NUP214",43.533604,42.968025,42.146064,51.940849
"NUP35",59.861169,65.399569,62.520649,44.315649
"NUP37",68.211081,70.023424,70.660836,55.636681
"NUP43",44.262409,45.792289,47.155689,38.081241
"NUP50",48.553024,52.736644,52.838361,52.027369
"NUP54",30.503529,32.0356,28.313041,25.411681
"NUP62",44.782864,42.954916,43.283241,51.2656
"NUP62CL",14.615329,14.010049,13.697401,12.4609
"NUP85",70.241161,68.873401,69.3889,59.490369
"NUP88",61.371556,45.549001,47.789569,39.287824
"NUP93",66.716224,67.634176,64.080025,69.7225
"NUP98",56.715961,53.860921,57.471561,57.729604
"NUPL1",46.799281,52.591504,45.846441,47.651409
"NUPL2",55.681444,52.9984,51.897616,48.135844
"NUPR1",34.562641,27.499536,31.416025,34.503876
"NUS1",58.568409,66.113161,59.182249,70.997476
"NUS1P3",18.957316,23.483716,19.571776,24.029604
"NUSAP1",44.275716,53.904964,45.914176,31.877316
"NUTF2",61.027344,67.420521,63.888049,65.658609
"NVL",62.283664,55.6516,59.9076,46.963609
"NXF1",97.752769,87.403801,89.984196,97.653924
"NXF2",22.695696,22.629049,23.116864,22.867524
"NXF3",16.883881,17.850625,18.173169,18.861649
"NXF5",21.511044,21.261321,21.874329,22.829284
"NXN",23.561316,27.857284,29.3764,26.142769
"NXNL1",34.833604,34.833604,37.234404,39.025009
"NXNL2",12.334144,12.595401,11.874916,12.1801
"NXPH1",10.601536,10.732176,10.316944,10.491121
"NXPH2",15.816529,16.900321,16.337764,16.719921
"NXPH3",37.773316,39.4384,41.550916,42.432196
"NXPH4",34.234201,30.1401,31.058329,33.860761
"NXT1",75.481344,89.245809,78.163281,66.5856
"NXT2",46.881409,53.626329,46.348864,54.9081
"NYNRIN",23.746129,26.2144,25.613721,27.185796
"NYX",31.606884,29.116816,31.236921,32.672656
"OAF",37.662769,37.871716,40.7044,46.294416
"OAS1",65.966884,44.595684,44.649124,74.442384
"OAS2",47.444544,46.158436,45.306361,49.519369
"OAS3",38.167684,42.850116,36.893476,48.052624
"OASL",36.8449,62.520649,45.995524,62.2521
"OAT",85.266756,100.701225,91.757241,101.263969
"OAZ1",138.791961,141.039376,139.24,162.511504
"OAZ2",64.947481,62.141689,58.430736,88.1721
"OAZ3",23.174596,21.5296,22.391824,23.853456
"OBFC1",34.751025,44.555625,44.462224,31.281649
"OBFC2A",37.5769,47.900241,51.854401,58.491904
"OBFC2B",41.203561,47.513449,44.595684,38.278969
"OBP2A",27.973521,28.259856,28.751044,29.3764
"OBP2B",26.255376,25.421764,27.196225,27.489049
"OBSCN",31.192225,29.138404,35.010889,30.019441
"OBSL1",22.800625,23.406244,23.030401,24.176889
"OCA2",29.463184,33.907329,32.455809,32.649796
"OCEL1",53.611684,50.452609,52.374169,53.392249
"OCIAD1",80.784144,81.450625,79.085449,75.238276
"OCIAD2",87.086224,79.548561,100.2001,42.549529
"OCLM",21.631801,21.418384,21.114025,22.165264
"OCLN",26.790976,25.735329,23.961025,21.077281
"OCM2",18.696976,16.418704,23.319241,18.4041
"OCR1",14.197824,13.927824,13.935289,14.303524
"OCRL",33.953929,30.780304,33.616804,39.841344
"ODAM",15.713296,16.008001,16.216729,16.345849
"ODC1",129.686544,91.642329,98.644624,87.553449
"ODF1",26.491609,29.095236,28.815424,28.761769
"ODF2",42.393121,43.4281,39.652209,36.759969
"ODF2L",20.875761,25.341156,25.745476,14.814801
"ODF3",30.019441,31.651876,31.979025,34.398225
"ODF3B",34.398225,25.948836,29.106025,41.447844
"ODF3L1",15.976009,14.915044,14.607684,16.337764
"ODF3L2",34.128964,33.802596,34.128964,38.725729
"ODF4",21.5296,23.541904,23.658496,23.493409
"ODZ1",14.722569,17.960644,19.316025,15.358561
"ODZ2",15.460624,14.326225,15.139881,15.634116
"ODZ3",19.518724,19.245769,19.580625,20.493729
"ODZ4",22.146436,22.108804,22.877089,23.668225
"OFCC1",15.108769,15.745024,15.319396,15.665764
"OFD1",78.925456,66.048129,68.956416,39.075001
"OGDH",38.675961,38.254225,39.778249,43.322724
"OGDHL",28.847641,25.270729,26.635921,27.730756
"OGFOD1",37.748736,37.136836,41.486481,33.500944
"OGFOD2",45.131524,41.770369,46.730896,42.928704
"OGFR",52.5625,46.117681,49.168144,58.736896
"OGFRL1",48.177481,44.515584,31.967716,77.774761
"OGG1",39.866596,34.975396,34.503876,32.684089
"OGN",11.6964,13.388281,12.166144,11.600836
"OGT",74.149321,71.199844,69.7225,61.183684
"OIP5",25.867396,35.010889,27.133681,18.173169
"OIT3",13.727025,13.133376,13.749264,14.092516
"OK/SW-CL.36",17.816841,21.196816,22.174681,21.16
"OK/SW-CL.58",18.344089,18.173169,17.089956,17.330569
"OLA1",48.846121,51.624225,53.421481,46.049796
"OLAH",15.6816,14.915044,17.690436,17.214201
"OLFM1",23.882769,23.7169,24.661156,34.210801
"OLFM2",25.452025,30.492484,29.877156,29.235649
"OLFM3",11.182336,11.573604,10.484644,10.989225
"OLFM4",13.608721,13.205956,16.281225,16.679056
"OLFML1",15.586704,14.6689,13.697401,14.197824
"OLFML2A",28.697449,25.999801,25.1001,28.143025
"OLFML2B",22.477081,21.9024,22.240656,35.976004
"OLFML3",18.792225,22.193521,21.557449,22.619536
"OLIG1",13.682601,15.007876,14.622976,65.723449
"OLIG2",15.171025,15.350724,15.225604,22.146436
"OLIG3",11.532816,11.343424,11.682724,11.451456
"OLR1",13.147876,14.707225,12.425625,51.480625
"OMA1",65.561409,63.075364,66.699889,47.761921
"OMD",12.124324,12.809241,12.075625,12.299049
"OMG",24.364096,25.070049,26.091664,26.255376
"OMP",19.035769,17.514225,18.515809,20.367169
"ONECUT1",20.412324,20.421361,21.022225,20.830096
"ONECUT2",16.941456,16.990884,17.7241,17.918289
"ONECUT3",31.483321,26.677225,30.591961,31.315216
"OOEP",24.373969,25.120144,25.948836,25.411681
"OPA1",43.059844,45.144961,41.113744,39.175081
"OPA3",30.658369,30.614089,29.550096,30.096196
"OPALIN",16.719921,18.267076,18.766224,19.035769
"OPCML",19.044496,19.686969,19.158129,20.1601
"OPHN1",112.805641,102.860164,97.101316,107.931321
"OPLAH",23.902321,20.820969,24.383844,32.867289
"OPN1SW",21.939856,22.240656,22.838841,21.967969
"OPN3",65.658609,40.538689,39.980329,64.288324
"OPN4",26.594649,28.387584,27.531009,28.068804
"OPN5",19.918369,20.930625,21.399876,21.603904
"OPRD1",26.915344,24.196561,25.826724,27.008809
"OPRK1",14.753281,14.714896,14.730244,15.264649
"OPRL1",28.451556,25.341156,26.988025,29.833444
"OPRM1",13.256881,14.130081,14.220441,14.3641
"OPTC",24.196561,24.671089,26.584336,27.636049
"OPTN",56.160036,88.059456,83.466496,47.265625
"OR10A3",14.814801,14.799409,15.0544,15.21
"OR10A4",23.059204,24.354225,23.068809,23.902321
"OR10A5",17.783089,20.169081,20.241001,21.557449
"OR10C1",19.882681,19.909444,21.390625,21.418384
"OR10D1P",21.977344,22.335076,22.325625,23.483716
"OR10D3",20.448484,20.738916,20.830096,21.031396
"OR10H1",37.173409,34.963569,36.929929,36.385024
"OR10H2",15.7609,15.062161,15.108769,15.705369
"OR10H3",20.457529,23.824161,22.268961,23.872996
"OR10J1",22.600516,24.542116,23.639044,24.621444
"OR11A1",15.808576,16.192576,15.437041,16.273156
"OR12D2",19.000881,19.492225,19.820304,21.427641
"OR12D3",18.421264,21.325924,19.589476,20.403289
"OR13C4",22.9441,23.203489,23.174596,24.226084
"OR14J1",16.793604,18.696976,18.284176,18.722929
"OR1A1",19.000881,21.279769,20.539024,20.566225
"OR1A2",15.649936,15.944049,16.248961,16.949689
"OR1C1",15.642025,16.826404,16.793604,17.098225
"OR1D2",22.695696,24.750625,25.270729,25.150225
"OR1E1",12.609601,12.623809,12.5316,12.766329
"OR1F1",35.093776,35.952016,36.252441,36.820624
"OR1F2P",19.963024,20.3401,19.175641,19.580625
"OR1G1",21.178404,24.591681,23.600164,23.882769
"OR1I1",43.138624,40.525956,42.876304,45.171841
"OR1J2",24.581764,26.101881,26.388769,26.759929
"OR1J4",14.938225,14.3641,14.577124,14.961424
"OR1Q1",18.852964,19.758025,19.0969,19.989841
"OR2A4",18.429849,19.554084,19.412836,18.818244
"OR2B2",13.535041,14.922769,14.235529,14.243076
"OR2B3",20.322064,21.613201,22.553001,22.033636
"OR2B6",17.405584,17.581249,17.918289,17.522596
"OR2C1",25.060036,28.772496,27.394756,26.946481
"OR2C3",9.947716,9.960336,9.5481,9.690769
"OR2F1",16.548624,16.265089,16.621929,18.020025
"OR2F2",12.823561,12.404484,12.411529,12.616704
"OR2H1",18.7489,19.927296,19.465744,20.214016
"OR2H2",20.830096,19.6249,21.921124,22.439169
"OR2J2",13.191424,13.169641,13.024881,13.4689
"OR2J3",13.608721,14.025025,13.905441,14.645929
"OR2K2",14.938225,14.160169,14.722569,14.784025
"OR2L13",10.297681,9.597604,9.5481,9.480241
"OR2L1P",16.112196,15.888196,15.832441,15.936064
"OR2L2",16.088121,14.922769,15.6025,15.374241
"OR2M4",14.0625,13.697401,13.675204,14.167696
"OR2S2",19.686969,21.114025,21.949225,23.668225
"OR2W1",14.100025,14.130081,13.697401,14.326225
"OR2W3",15.896169,14.5924,14.205361,17.015625
"OR3A1",15.21,15.468489,15.116544,16.112196
"OR3A2",14.799409,14.227984,14.032516,14.8225
"OR3A3",28.901376,26.327161,29.3764,30.052324
"OR4C1P",17.799961,17.816841,17.480761,17.497489
"OR4D1",25.482304,25.9081,25.553025,27.258841
"OR4D2",20.9764,24.147396,23.406244,24.433249
"OR51B2",23.338561,27.019204,25.381444,26.224641
"OR51B4",17.023876,21.464689,18.992164,18.861649
"OR51B5",19.044496,22.212369,21.390625,21.003889
"OR51B6",17.935225,23.726641,20.629764,21.390625
"OR51E1",18.054001,22.09,20.839225,21.095649
"OR51E2",14.699556,15.069924,14.853316,15.256836
"OR51I1",25.431849,28.987456,28.058209,28.579716
"OR51I2",21.566736,24.611521,25,23.435281
"OR51J1",26.020201,30.536676,27.8784,28.4089
"OR51M1",19.686969,23.251684,22.972849,23.454649
"OR52A1",16.426809,17.816841,17.1396,17.572864
"OR52D1",24.522304,27.029601,25.020004,25.411681
"OR52K3P",15.186609,15.832441,15.904144,33.837489
"OR5AK4P",14.493249,14.531344,14.386849,14.768649
