"gene_symbol","B_cells","NK_cells","T_cells_CD4.","Monocytes"
"SLC35A5",59.120721,51.394561,51.394561,63.059481
"SLC35B1",67.338436,76.370121,67.24,78.092569
"SLC35B2",67.420521,66.048129,62.267881,65.626201
"SLC35B3",47.844889,41.100921,43.9569,42.328036
"SLC35B4",38.9376,39.828721,38.526849,35.868121
"SLC35C1",48.344209,48.0249,50.495236,49.787136
"SLC35C2",43.388569,41.113744,45.400644,42.536484
"SLC35D1",43.020481,52.432081,46.416969,36.978561
"SLC35D2",40.018276,39.879225,45.778756,44.916804
"SLC35D3",10.969344,11.256025,10.89,12.787776
"SLC35E1",60.84,65.221776,60.559524,61.575409
"SLC35E2",27.008809,23.097636,26.8324,22.287841
"SLC35E2B",109.327936,103.327225,111.915241,85.858756
"SLC35E3",57.289761,55.860676,54.331641,60.279696
"SLC35E4",16.581184,16.711744,16.443025,19.864849
"SLC35F1",27.7729,30.327049,30.261001,30.958096
"SLC35F2",53.231616,41.460721,50.027329,31.730689
"SLC35F3",15.928081,15.570916,18.610596,16.443025
"SLC35F4",13.402921,13.965169,13.373649,14.040009
"SLC35F5",24.641296,27.5625,20.729809,25.928464
"SLC36A1",37.675044,40.3225,39.300361,51.854401
"SLC36A4",49.463089,44.195904,47.251876,66.863329
"SLC37A1",35.105625,30.958096,30.0304,31.416025
"SLC37A2",29.604481,25.452025,28.270489,51.768025
"SLC37A3",36.3609,46.9225,54.434884,39.388176
"SLC37A4",39.790864,38.875225,43.2964,38.278969
"SLC38A1",75.8641,74.6496,72.726784,37.442161
"SLC38A10",34.999056,32.194276,34.199104,35.093776
"SLC38A11",33.269824,19.36,18.267076,19.633761
"SLC38A2",103.693489,118.3744,109.537156,113.358609
"SLC38A3",29.235649,25.887744,27.741289,30.8025
"SLC38A4",10.582009,10.131489,10.055241,10.1761
"SLC38A5",35.271721,41.447844,38.950081,28.579716
"SLC38A6",31.013761,30.514576,35.748441,47.348161
"SLC38A7",30.107169,30.228004,31.741956,38.007225
"SLC38A9",39.137536,36.144144,36.905625,35.664784
"SLC39A1",47.032164,48.246916,46.022656,58.874929
"SLC39A10",60.233121,70.459236,62.504836,47.997184
"SLC39A11",46.267204,48.511225,42.497361,56.505289
"SLC39A12",12.257001,11.6964,10.883401,11.082241
"SLC39A13",49.028004,45.859984,52.969284,49.491225
"SLC39A14",27.594009,29.855296,29.626249,23.203489
"SLC39A2",24.930049,27.081616,28.366276,31.708161
"SLC39A3",37.405456,37.638225,37.5769,38.9376
"SLC39A4",39.841344,42.889401,43.204329,43.270084
"SLC39A5",34.821801,34.703881,36.336784,38.007225
"SLC39A6",52.519009,56.836521,53.363025,57.532225
"SLC39A8",30.063289,33.489369,34.762816,41.049649
"SLC39A9",30.1401,31.382404,30.096196,33.2929
"SLC3A1",15.539364,12.859396,14.025025,12.559936
"SLC3A2",68.906601,70.408881,76.965529,86.359849
"SLC40A1",20.994724,26.101881,45.441081,45.414121
"SLC41A1",58.507201,52.012944,51.638596,30.239001
"SLC41A2",22.791076,23.020804,20.421361,29.658916
"SLC41A3",54.228496,53.392249,57.927321,50.665924
"SLC43A1",39.262756,39.526369,43.362225,37.258816
"SLC43A2",57.592921,40.424164,41.6025,81.938704
"SLC43A3",35.593156,38.353249,41.370624,75.151561
"SLC44A1",34.398225,35.569296,32.364721,52.925625
"SLC44A2",72.471169,59.892121,60.777616,49.463089
"SLC44A3",14.318656,13.734436,14.861025,13.905441
"SLC44A4",19.193161,19.571776,19.971961,20.657025
"SLC44A5",15.382084,13.793796,13.623481,12.8164
"SLC45A1",23.242041,21.818241,25.190361,25.542916
"SLC45A2",19.945156,19.245769,19.838116,20.367169
"SLC45A3",28.3024,25.341156,26.020201,31.348801
"SLC45A4",36.4816,39.413284,46.076944,43.718544
"SLC46A1",28.132416,29.106025,28.590409,31.956409
"SLC46A2",22.429696,19.945156,21.288996,47.348161
"SLC46A3",62.031376,58.171129,66.765241,54.4644
"SLC47A1",19.263321,20.322064,19.386409,23.503104
"SLC47A2",20.214016,21.9024,20.994724,22.6576
"SLC48A1",40.640625,34.012224,38.663524,42.445225
"SLC4A1",26.020201,25.694761,26.967249,28.09
"SLC4A10",10.093329,9.746884,9.603801,9.715689
"SLC4A11",26.050816,25.371369,26.020201,25.644096
"SLC4A1AP",53.963716,56.927025,53.919649,51.279921
"SLC4A2",47.817225,40.005625,48.413764,58.171129
"SLC4A3",27.541504,27.941796,27.815076,28.697449
"SLC4A4",16.941456,30.052324,18.766224,18.267076
"SLC4A5",23.755876,20.675209,23.483716,22.4676
"SLC4A7",30.349081,33.443089,34.210801,29.757025
"SLC4A8",24.453025,26.543104,20.475625,24.049216
"SLC4A9",20.133169,18.215824,19.307236,20.232004
"SLC5A1",22.202944,23.261329,22.676644,23.765625
"SLC5A10",27.583504,30.382144,29.095236,31.348801
"SLC5A11",28.058209,25.140196,27.867841,28.398241
"SLC5A12",10.810944,10.246401,10.413529,10.608049
"SLC5A2",36.687249,33.212169,36.626704,35.976004
"SLC5A3",44.502241,55.785961,50.580544,39.8161
"SLC5A4",18.844281,19.607184,20.0704,20.866624
"SLC5A5",34.070569,34.609689,35.176761,37.124649
"SLC5A6",62.5681,57.9121,58.553104,50.324836
"SLC5A7",14.760964,16.769025,16.144324,16.353936
"SLC5A8",25.8064,21.986721,24.720784,25.725184
"SLC5A9",20.7936,20.0704,20.502784,22.733824
"SLC6A1",11.916304,12.061729,12.702096,13.220496
"SLC6A11",21.585316,19.280881,20.124196,21.307456
"SLC6A12",19.7136,22.1841,21.780889,31.764496
"SLC6A13",26.790976,26.040609,27.657081,26.697889
"SLC6A14",10.989225,10.725625,10.323369,10.445824
"SLC6A15",13.749264,14.100025,13.69,14.371681
"SLC6A16",50.808384,29.767936,27.9841,21.473956
"SLC6A17",40.411449,42.850116,43.401744,44.689225
"SLC6A18",31.640625,26.811684,30.747025,32.0356
"SLC6A19",29.138404,28.7296,29.789764,31.438449
"SLC6A2",19.678096,19.027044,19.4481,20.142144
"SLC6A20",21.483225,19.909444,21.270544,22.325625
"SLC6A3",30.239001,29.192409,30.283009,32.695524
"SLC6A4",14.085009,14.9769,14.100025,15.342889
"SLC6A5",18.173169,18.447025,19.027044,19.998784
"SLC6A6",32.615521,32.410249,31.911201,45.603009
"SLC6A7",27.102436,24.453025,25.310961,27.783441
"SLC6A8",29.975625,28.558336,31.4721,39.740416
"SLC6A9",18.275625,17.926756,18.722929,19.131876
"SLC7A1",44.275716,42.406144,44.796249,41.8609
"SLC7A10",22.033636,19.377604,22.061809,23.078416
"SLC7A11",21.013056,28.185481,23.961025,47.4721
"SLC7A13",11.553201,12.243001,10.764961,11.861136
"SLC7A14",15.864289,17.089956,16.532356,16.793604
"SLC7A2",20.566225,21.455424,20.748025,21.631801
"SLC7A3",22.033636,19.927296,21.390625,21.641104
"SLC7A4",21.4369,21.836929,22.043025,22.695696
"SLC7A5",55.845729,86.099841,67.502656,65.334889
"SLC7A6",53.904964,47.900241,58.6756,38.800441
"SLC7A6OS",56.205009,55.279225,59.028489,47.983329
"SLC7A7",72.829156,36.445369,33.166081,123.321025
"SLC7A8",29.713401,31.820881,34.351321,35.093776
"SLC7A9",26.193924,29.127609,28.869129,26.481316
"SLC8A1",15.124321,15.389929,14.861025,28.334329
"SLC8A2",27.7729,28.579716,29.866225,31.945104
"SLC8A3",30.603024,32.2624,34.082244,36.820624
"SLC9A1",28.526281,31.069476,30.195025,31.281649
"SLC9A11",13.749264,14.152644,13.801225,14.025025
"SLC9A2",19.8916,17.040384,18.071001,18.931201
"SLC9A3",22.857961,20.866624,21.883684,22.9441
"SLC9A3R1",59.675625,91.604041,88.096996,69.705801
"SLC9A3R2",16.208676,14.938225,15.578809,16.040025
"SLC9A5",23.658496,21.418384,22.896225,23.658496
"SLC9A6",70.3921,75.377124,76.2129,74.718736
"SLC9A7",30.129121,15.824484,16.313521,18.386944
"SLC9A8",57.441241,49.716601,49.632025,48.219136
"SLC9A9",31.281649,30.3601,34.117281,36.917776
"SLCO1A2",13.068225,13.883076,13.638249,13.972644
"SLCO1B1",13.935289,13.593969,12.873744,13.586596
"SLCO1B3",11.648569,11.1556,10.909809,11.390625
"SLCO1C1",13.697401,14.861025,14.379264,14.455204
"SLCO2A1",22.4676,25.887744,26.697889,28.912129
"SLCO2B1",28.100601,31.181056,30.096196,36.024004
"SLCO3A1",32.913169,50.566321,49.294441,63.6804
"SLCO4A1",38.044224,33.663204,34.857216,35.6409
"SLCO4C1",15.421329,66.667225,16.048036,23.804641
"SLCO5A1",19.474569,14.907321,14.930496,16.785409
"SLCO6A1",15.397776,15.147664,15.147664,16.104169
"SLFN11",48.7204,56.685841,49.744809,61.1524
"SLFN12",24.216241,44.836416,26.040609,37.515625
"SLFN13",21.270544,49.815364,19.660356,12.766329
"SLFN5",31.832164,53.042089,54.110736,41.499364
"SLFNL1",23.9121,22.6576,23.755876,22.363441
"SLIT1",27.123264,26.296384,27.636049,27.994681
"SLIT2",18.4041,20.187049,19.598329,19.492225
"SLIT3",17.438976,16.719921,17.547721,18.139081
"SLITRK1",14.1376,15.163236,14.784025,15.6816
"SLITRK2",17.480761,17.926756,18.464209,18.983449
"SLITRK3",15.928081,17.422276,16.112196,16.378209
"SLITRK4",13.118884,12.916836,13.126129,20.6116
"SLITRK5",15.046641,15.139881,15.5236,15.547249
"SLITRK6",12.538681,12.766329,12.503296,12.916836
"SLK",60.109009,82.391929,73.324969,71.031184
"SLMAP",30.858025,31.945104,29.844369,29.539225
"SLMO1",21.288996,20.367169,22.382361,21.958596
"SLMO2",69.7225,81.775849,74.545956,63.6804
"SLN",23.833924,26.656569,26.915344,26.501904
"SLPI",29.877156,33.767721,33.907329,39.828721
"SLTM",107.640625,108.513889,105.822369,90.459121
"SLU7",74.839801,78.039556,72.488196,72.795024
"SLURP1",31.192225,27.657081,30.558784,31.002624
"SLX4",39.463524,37.9456,36.409156,38.402809
"SMA4",54.199044,50.708641,50.665924,52.403121
"SMAD1",16.297369,18.164644,22.9441,30.074256
"SMAD2",51.523684,58.599025,56.731024,55.2049
"SMAD3",46.226401,44.262409,45.630025,43.335889
"SMAD4",37.063744,34.468641,36.747844,30.758116
"SMAD5",43.665664,52.085089,33.005025,39.275289
"SMAD5OS",17.397241,17.3889,17.397241,17.530969
"SMAD6",24.571849,22.829284,24.147396,27.489049
"SMAD7",35.354916,87.459904,59.799289,63.377521
"SMAD9",20.403289,18.826921,19.669225,18.636489
"SMAGP",45.535504,47.997184,39.037504,34.351321
"SMAP1",75.047569,88.943761,86.769225,83.1744
"SMAP2",117.375556,90.649441,109.788484,105.411289
"SMARCA1",14.025025,14.691889,14.447601,14.737921
"SMARCA2",41.899729,44.368921,42.042256,38.204761
"SMARCA4",48.4416,45.414121,47.817225,44.2225
"SMARCA5",74.287161,78.428736,74.8225,69.906321
"SMARCAD1",59.552089,63.936016,65.464281,51.998521
"SMARCAL1",54.922921,53.158681,54.552996,47.513449
"SMARCB1",49.617936,36.072036,39.087504,40.819321
"SMARCC1",63.856081,62.394201,53.392249,51.437584
"SMARCC2",52.620516,53.5824,50.168889,43.046721
"SMARCD1",51.9841,48.734361,49.1401,45.873529
"SMARCD2",73.96,65.869456,65.189476,62.900761
"SMARCD3",26.265625,24.235929,29.300569,39.601849
"SMARCE1",60.543961,57.410929,57.988225,50.893956
"SMC1A",36.192256,36.638809,35.593156,33.628401
"SMC1B",17.464041,15.752961,16.475481,17.065161
"SMC2",37.234404,51.581124,41.267776,26.904969
"SMC3",46.144849,60.949249,47.831056,39.614436
"SMC4",51.581124,59.892121,51.638596,39.3129
"SMC5",38.241856,42.393121,38.576521,33.454656
"SMC6",66.471409,49.730704,44.769481,36.6025
"SMCHD1",65.383396,54.6121,57.350329,49.632025
"SMCP",25.462116,28.143025,29.691601,30.239001
"SMCR5",17.032129,15.350724,15.928081,16.532356
"SMCR7",38.241856,35.366809,35.856144,30.041361
"SMCR7L",62.331025,62.7264,64.657681,57.729604
"SMCR8",47.1969,47.128225,48.902049,53.890281
"SMEK1",56.505289,55.100929,50.722884,50.495236
"SMEK2",47.251876,46.158436,45.198729,40.615129
"SMEK3P",9.628609,9.437184,9.326916,9.400356
"SMG1",66.373609,66.863329,60.403984,51.294244
"SMG5",60.5284,50.751376,53.275401,54.582544
"SMG6",29.789764,32.114889,31.036041,28.847641
"SMG7",44.342281,42.263001,39.828721,42.850116
"SMNDC1",96.2361,101.143249,95.277121,88.510464
"SMO",40.436881,40.3225,39.262756,43.494025
"SMOC1",30.946969,32.809984,32.809984,34.727449
"SMOC2",21.353641,21.986721,21.8089,21.353641
"SMOX",32.160241,30.118144,33.698025,42.915601
"SMPD1",32.752729,34.869025,36.578304,34.621456
"SMPD2",58.125376,48.274704,49.829481,50.993881
"SMPD3",28.366276,25.351225,27.573001,29.322225
"SMPDL3A",16.548624,16.394401,14.730244,38.526849
"SMPDL3B",25.2004,26.574025,27.920656,28.09
"SMPX",14.546596,15.241216,15.194404,15.492096
"SMR3A",12.638025,12.411529,12.716356,13.147876
"SMR3B",12.8164,12.773476,13.7641,13.520329
"SMS",66.455104,72.131049,66.683556,86.415616
"SMTN",29.735209,29.637136,29.203216,32.001649
"SMTNL1",29.8116,27.899524,28.1961,28.998225
"SMTNL2",21.706281,21.0681,21.836929,23.174596
"SMU1",42.146064,38.962564,41.757444,43.388569
"SMUG1",33.362176,30.569841,30.514576,33.790969
"SMURF1",31.080625,29.322225,30.239001,34.175716
"SMURF2",47.858724,52.142841,49.773025,42.994249
"SMYD1",21.095649,20.412324,21.353641,22.099401
"SMYD2",43.731769,42.289009,46.689889,36.228361
"SMYD3",53.699584,58.247424,56.911936,33.918976
"SMYD4",54.3169,55.160329,55.368481,47.637604
"SMYD5",50.5521,43.546801,50.310649,46.416969
"SNAI1",25.857225,24.910081,25.877569,35.820225
"SNAI2",12.873744,14.3641,12.096484,12.830724
"SNAI3",21.780889,23.7169,28.5156,26.9361
"SNAP23",57.517056,46.908801,46.416969,60.248644
"SNAP25",18.844281,19.722481,20.052484,19.704721
"SNAP29",44.809636,52.027369,46.977316,54.405376
"SNAP47",66.455104,68.277169,78.198649,56.746089
"SNAP91",16.176484,17.8929,16.386304,17.172736
"SNAPC1",44.568976,45.9684,43.586404,43.573201
"SNAPC2",43.996689,34.621456,43.388569,46.744569
"SNAPC3",35.129329,31.629376,33.051001,30.151081
"SNAPC4",53.611684,48.149721,48.7204,46.730896
"SNAPC5",53.4361,52.012944,57.957769,47.775744
"SNAPIN",65.836996,68.989636,68.194564,77.352025
"SNCA",30.052324,33.154564,31.013761,47.568609
"SNCAIP",18.4041,19.131876,19.483396,20.6116
"SNCB",31.505769,32.478601,32.695524,33.628401
"SNCG",32.764176,30.129121,31.382404,33.350625
"SND1",91.126116,88.040689,92.390544,88.529281
"SNED1",30.946969,28.440889,31.416025,31.494544
"SNF8",60.621796,57.410929,55.965361,57.426084
"SNHG1",121.462441,108.513889,121.793296,84.897796
"SNHG10",22.099401,18.198756,20.349121,16.933225
"SNHG11",49.716601,45.9684,48.804196,43.138624
"SNHG12",74.321641,63.059481,70.341769,46.090521
"SNHG3",27.920656,22.212369,27.867841,20.412324
"SNHG4",14.040009,14.250625,13.417569,13.373649
"SNHG5",140.517316,138.603529,139.169209,125.619264
"SNHG6",136.469124,138.039001,149.842081,123.8769
"SNHG7",61.811044,50.41,58.186384,45.859984
"SNHG8",95.2576,80.586529,94.322944,72.846225
"SNHG9",28.015849,31.036041,24.443136,24.226084
"SNIP1",47.375689,50.623225,44.4889,47.513449
"SNN",62.916624,30.625156,45.657049,72.403081
"SNORA21",32.706961,27.9841,22.896225,25.070049
"SNORA28",57.214096,44.023225,48.1636,40.043584
"SNORA37",18.671041,19.027044,17.007376,18.0625
"SNORA43",28.3024,26.275876,27.762361,26.646244
"SNORA65",23.677956,23.736384,25.542916,25.230529
"SNORA68",30.713764,26.450449,25.623844,24.990001
"SNORA71A",19.298449,18.610596,19.518724,20.930625
"SNORA71B",28.718881,24.364096,26.915344,29.224836
"SNORA72",33.7561,29.767936,23.2324,19.758025
"SNORA74A",17.0569,16.313521,15.768841,16.451136
"SNORA78",42.042256,43.507216,39.980329,41.951529
"SNORD104",84.4561,65.270241,72.335025,58.859584
"SNORD114-3",16.394401,14.100025,16.900321,15.358561
"SNORD116@",29.964676,23.571025,26.749584,25.735329
"SNORD8",17.455684,15.976009,15.7609,15.8404
"SNORD89",40.947201,55.980324,50.112241,59.644729
"SNPH",39.513796,34.234201,43.454464,39.350529
"SNRK",42.497361,48.762289,47.224384,37.8225
"SNRNP200",62.520649,61.042969,59.892121,45.306361
"SNRNP25",83.247376,71.098624,66.373609,61.732449
"SNRNP27",81.090025,88.247236,81.938704,76.720081
"SNRNP35",69.122596,62.362609,67.256401,57.866449
"SNRNP40",52.070656,59.105344,53.934336,59.552089
"SNRNP48",47.169424,48.427681,47.169424,38.390416
"SNRNP70",69.755904,59.799289,64.931364,57.320041
"SNRPA",74.028816,68.956416,75.3424,68.128516
"SNRPA1",87.890625,82.737216,83.229129,61.795321
"SNRPB",102.111025,102.131236,102.637161,97.6144
"SNRPB2",49.787136,55.115776,49.364676,47.169424
"SNRPC",87.778161,92.525161,86.806489,86.638864
"SNRPD1",70.627216,78.943225,71.166096,63.059481
"SNRPD2",113.763556,119.115396,117.418896,105.144516
"SNRPD3",91.3936,102.900736,97.318225,93.876721
"SNRPE",64.722025,62.157456,62.980096,58.476609
"SNRPF",73.908409,89.245809,86.025625,73.7881
"SNRPG",117.332224,129.413376,128.754409,112.763161
"SNRPN",25.270729,19.971961,23.483716,16.176484
"SNTA1",46.717225,40.259025,45.333289,43.652449
"SNTB1",25.959025,36.084049,30.558784,35.569296
"SNTB2",27.8784,33.767721,29.539225,27.594009
"SNTG1",15.776784,14.861025,15.015625,15.610401
"SNTG2",15.499969,13.424896,14.326225,13.965169
"SNTN",10.297681,9.9225,9.821956,10.1761
"SNUPN",59.552089,58.2169,64.899136,63.123025
"SNW1",68.310225,69.006249,68.178049,69.739201
"SNX1",50.8369,45.657049,48.246916,53.392249
"SNX10",83.338641,90.0601,61.199329,110.817729
"SNX11",56.160036,51.008164,47.582404,56.1001
"SNX12",43.890625,45.738169,45.144961,49.505296
"SNX13",34.845409,34.503876,32.558436,39.125025
"SNX14",48.902049,54.479161,47.527236,51.179716
"SNX15",59.074596,54.745201,54.272689,59.567524
"SNX16",28.611801,29.986576,29.257281,37.442161
"SNX17",88.623396,80.838081,85.340644,88.266025
"SNX18",49.589764,57.790404,47.969476,60.762025
"SNX19",39.087504,38.987536,36.9664,38.44
"SNX2",104.2441,67.092481,72.233001,93.412225
"SNX20",42.915601,46.9225,48.330304,49.632025
"SNX21",27.751824,28.987456,29.149201,37.736449
"SNX22",56.235001,33.547264,36.096064,37.662769
"SNX24",20.566225,21.409129,22.221796,24.117921
"SNX25",39.501225,27.962944,28.8369,20.575296
"SNX27",46.676224,48.832144,52.983841,63.568729
"SNX29",43.850884,29.398084,32.775625,33.953929
"SNX3",122.257249,104.325796,104.182849,120.055849
"SNX30",49.434961,41.4736,44.262409,66.145689
"SNX31",11.471769,11.215801,11.068929,10.764961
"SNX32",23.629321,23.541904,24.364096,25.160256
"SNX33",36.650916,36.457444,37.027225,43.401744
"SNX4",60.824401,67.848169,59.876644,60.2176
"SNX5",63.712324,54.405376,53.714241,52.809289
"SNX6",93.354244,93.915481,98.069409,95.491984
"SNX7",16.760836,16.491721,18.792225,19.465744
"SNX8",58.476609,29.571844,30.647296,43.322724
"SNX9",70.711281,43.903876,62.536464,63.856081
"SOAT1",41.139396,58.782889,52.243984,58.8289
"SOAT2",29.289744,31.573161,31.663129,30.415225
"SOBP",24.059025,19.527561,19.509889,19.412836
"SOCS1",29.9209,31.539456,29.822521,28.826161
"SOCS2",17.497489,51.739249,40.259025,26.718561
"SOCS3",30.846916,29.767936,35.844169,49.434961
"SOCS4",40.500496,42.133081,38.862756,37.761025
"SOCS5",44.809636,42.968025,38.601369,35.676729
"SOCS6",15.1321,22.486564,15.856324,29.030544
"SOCS7",34.527376,37.491129,37.039396,32.684089
"SOD1",126.315121,123.165604,135.4896,105.8841
"SOD2",43.125489,44.916804,45.495025,91.412721
"SOD3",34.175716,31.304025,38.155329,37.552384
"SOHLH1",30.713764,32.592681,33.120025,35.319249
"SOHLH2",15.374241,17.380561,16.638241,16.933225
"SOLH",38.130625,40.8321,38.763076,40.424164
"SON",106.028209,103.734225,99.361024,92.794689
"SORBS1",22.287841,22.212369,22.5625,23.174596
"SORBS2",16.605625,17.572864,16.8921,17.089956
"SORBS3",40.525956,39.727809,45.711121,44.289025
"SORCS1",15.5236,17.007376,16.410601,16.9744
"SORCS2",29.5936,27.510025,27.604516,29.474041
"SORCS3",11.840481,11.539609,12.766329,12.376324
"SORD",38.738176,26.491609,29.9209,36.529936
"SORL1",69.822736,90.649441,89.908324,85.211361
"SORT1",22.686169,27.489049,24.621444,49.617936
"SOS1",47.679025,50.509449,51.4089,40.985604
"SOS2",32.512804,34.327881,28.912129,34.445161
"SOST",11.202409,11.861136,11.055625,11.566801
"SOSTDC1",14.167696,14.630625,14.243076,14.861025
"SOX1",20.1601,19.492225,19.660356,20.802721
"SOX10",28.6225,30.569841,31.337604,33.790969
"SOX11",15.452761,15.1321,14.303524,14.615329
"SOX12",38.551681,30.085225,33.651601,30.151081
"SOX13",24.512401,31.102929,27.415696,27.846729
"SOX14",13.645636,12.752041,12.931216,13.446889
"SOX15",37.491129,31.573161,34.845409,39.125025
"SOX17",13.410244,13.816089,13.329801,13.897984
"SOX18",13.205956,12.033961,12.489156,12.680721
"SOX2",20.142144,18.844281,19.545241,19.900521
"SOX21",17.648401,16.711744,19.368801,21.215236
"SOX2OT",9.339136,9.078169,8.832784,8.928144
"SOX3",19.228225,18.558864,18.870336,19.784704
"SOX30",12.482089,11.055625,11.377129,11.182336
"SOX4",34.869025,37.063744,30.724849,44.156025
"SOX5",17.430625,16.491721,15.976009,16.7281
"SOX6",21.594609,20.894041,21.298225,20.875761
"SOX7",17.3889,14.273284,13.300609,13.1044
"SOX8",18.498601,17.297281,27.436644,18.610596
"SOX9",17.799961,16.769025,16.5649,16.597476
"SP1",43.441281,45.333289,45.441081,55.3536
"SP100",57.820816,54.878464,47.224384,45.751696
"SP110",91.489225,74.287161,74.805201,72.505225
"SP140",48.539089,33.373729,34.234201,22.638564
"SP140L",52.345225,44.063044,48.149721,36.180225
"SP2",29.0521,30.382144,28.976689,28.483569
"SP3",49.999041,51.652969,49.928356,51.480625
"SP3P",14.760964,13.8384,14.622976,15.295921
"SP4",51.351556,57.0025,59.105344,36.832761
"SP5",19.492225,18.879025,20.593444,21.483225
"SP6",31.281649,30.162064,32.741284,34.327881
"SP7",20.638849,21.883684,21.473956,22.155849
"SP8",19.404025,18.447025,19.140625,20.349121
"SPA17",16.933225,20.493729,18.809569,21.930489
"SPACA1",13.778944,13.8384,13.535041,13.5424
"SPACA3",25.270729,22.857961,22.439169,23.309584
"SPACA4",33.9889,28.270489,30.547729,34.492129
"SPAG1",32.319225,42.981136,22.619536,22.877089
"SPAG11A",26.1121,24.4036,26.842761,27.583504
"SPAG11B",17.969121,19.140625,19.855936,20.322064
"SPAG16",20.403289,20.277009,20.575296,13.950225
"SPAG17",13.7641,13.675204,13.667809,13.935289
"SPAG4",25.938649,23.4256,21.986721,20.830096
"SPAG5",37.589161,43.56,41.280625,33.698025
"SPAG6",16.353936,18.0625,14.891881,16.016004
"SPAG7",84.934656,83.265625,82.319329,87.665769
"SPAG8",25.7049,21.4369,23.872996,24.354225
"SPAG9",46.5124,48.469444,44.836416,53.787556
"SPAM1",13.8384,14.040009,13.719616,14.531344
"SPANXC",28.912129,27.615025,29.474041,32.069569
"SPARC",18.472804,21.031396,19.509889,36.542025
"SPARCL1",14.661241,15.832441,13.017664,13.286025
"SPAST",42.497361,49.2804,44.395569,50.239744
"SPATA1",15.665764,11.122225,10.764961,11.978521
"SPATA12",17.322244,20.493729,18.896409,19.784704
"SPATA13",33.281361,58.446025,57.517056,45.400644
"SPATA16",20.784481,21.031396,20.629764,20.475625
"SPATA17",12.166144,12.446784,12.285025,12.383361
"SPATA18",20.593444,18.105025,18.455616,18.809569
"SPATA19",19.509889,21.743569,20.0704,20.693401
"SPATA2",42.968025,45.481536,43.217476,41.332041
"SPATA20",55.368481,45.684081,47.458321,49.801249
"SPATA21",34.644996,30.217009,33.825856,34.987225
"SPATA22",10.7584,11.669056,10.272025,10.439361
"SPATA24",43.1649,44.448889,51.065316,51.165409
"SPATA2L",52.099524,57.0025,49.970761,55.621764
"SPATA3",29.604481,27.071209,27.8784,29.408929
"SPATA4",20.0704,23.242041,21.669025,23.145721
"SPATA5",18.861649,23.892544,22.905796,14.661241
"SPATA5L1",39.087504,41.177889,39.614436,38.875225
"SPATA6",15.468489,15.311569,15.768841,21.427641
"SPATA7",20.097289,25.050025,24.098281,22.800625
"SPATA8",24.6016,25.826724,26.091664,27.836176
"SPATA9",11.458225,13.053769,11.512449,11.189025
"SPATC1",25.240576,24.01,23.736384,24.078649
"SPATS2",36.144144,31.058329,27.300625,22.014864
"SPATS2L",22.137025,25.573249,26.1121,25.220484
"SPC24",29.866225,34.586161,33.512521,28.590409
"SPC25",16.072081,25.633969,18.258529,10.89
"SPCS1",114.211969,119.858704,123.387664,112.402404
"SPCS2",22.033636,18.800896,17.732521,15.856324
"SPCS3",66.455104,83.649316,71.149225,81.054009
"SPDEF",45.346756,43.586404,45.887076,49.252324
"SPDYA",11.950849,12.709225,12.145225,12.830724
"SPDYE1",39.100009,38.675961,35.605089,30.569841
"SPECC1",24.029604,28.901376,23.551609,34.987225
"SPECC1L",70.2244,65.205625,64.609444,56.685841
"SPEF1",24.7009,21.603904,23.8144,25.170289
"SPEF2",17.740944,22.7529,25.441936,19.642624
"SPEG",29.844369,26.925721,29.343889,29.9209
"SPEM1",26.749584,26.440164,27.952369,29.7025
"SPEN",66.129424,60.964864,56.731024,60.310756
"SPERT",22.052416,20.557156,22.667121,23.155344
"SPESP1",12.623809,13.719616,12.830724,13.830961
"SPG11",43.007364,39.639616,39.137536,38.8129
"SPG20",28.601104,36.409156,34.727449,37.552384
"SPG21",81.108036,78.074896,79.691329,84.860944
"SPG7",45.792289,42.445225,44.515584,38.502025
"SPHK1",33.304441,35.473936,34.833604,65.011969
"SPHK2",47.141956,44.315649,44.903401,44.182609
"SPHKAP",17.3889,20.286016,19.412836,20.016676
"SPI1",39.087504,22.543504,24.770529,66.064384
"SPIB",70.006689,22.344529,24.433249,28.259856
"SPIC",10.272025,10.156969,9.884736,10.374841
"SPICE1",22.363441,22.005481,21.576025,16.548624
"SPIN1",53.655625,67.420521,58.201641,57.274624
"SPIN2A",17.2225,18.472804,17.690436,18.335524
"SPIN3",24.472809,22.240656,27.112849,22.09
"SPIN4",51.466276,75.429225,39.853969,37.356544
"SPINK1",16.670889,16.679056,17.065161,32.867289
"SPINK13",18.139081,19.245769,18.412681,19.351201
"SPINK2",30.603024,37.075921,29.942784,24.472809
"SPINK4",23.078416,25.070049,26.142769,25.331089
"SPINK5",18.896409,23.001616,21.743569,21.958596
"SPINK6",21.381376,22.676644,22.099401,24.275329
"SPINK7",13.935289,14.584761,14.002564,14.8225
"SPINLW1",14.152644,15.968016,14.235529,14.379264
"SPINT1",34.012224,29.615364,32.341969,40.119556
"SPINT2",75.116889,30.338064,60.016009,71.622369
"SPINT3",13.432225,13.366336,13.950225,14.040009
"SPIRE1",21.288996,29.0521,24.542116,34.269316
"SPIRE2",22.972849,23.020804,22.5625,22.6576
"SPN",47.637604,55.785961,52.432081,52.070656
"SPNS1",54.819216,58.5225,58.476609,76.860289
