"gene_symbol","Monocytes","Neutrophils","B_cells","NK_cells","T_cells_CD4.","Macrophages",,,,,,,,,,,"Plasma_cells_CD138.","Platelets","Reticulocytes","Subcutaneous_Adipose","T_cells_CD3.",,"T_cells_CD8.","T_cells_Gamma_Delta","T_cells_Regulatory","Vascular_Endothelial_Cells"
"RPS5",138.133009,89.851441,155.975121,141.871921,156.225001,130.988025,,,,,,,,,,,158.432569,75.794436,68.425984,158.105476,152.992161,,155.825289,164.3524,138.886225,167.857936
"RPS6",109.265209,84.805681,118.113424,113.060689,115.885225,99.940009,,,,,,,,,,,112.338801,93.586276,63.984001,112.550881,113.827561,,116.726416,115.175824,108.910096,114.9184
"RPS6KA1",72.369049,90.763729,61.559716,70.107129,61.905424,83.850649,,,,,,,,,,,37.491129,38.415204,40.081561,29.062881,62.678889,,62.078641,77.951241,59.305401,34.316164
"RPS6KA2",35.247969,37.662769,34.668544,30.4704,34.539129,50.822641,,,,,,,,,,,37.3321,36.614601,37.258816,56.040196,32.296489,,30.636225,25.210441,31.494544,90.345025
"RPS6KA3",82.973881,80.156209,76.545001,91.987281,85.9329,81.9025,,,,,,,,,,,49.210225,65.205625,26.245129,74.321641,80.2816,,83.795716,98.883136,67.947049,89.851441
"RPS6KA4",32.661225,28.132416,28.153636,27.102436,27.720225,30.404196,,,,,,,,,,,30.371121,30.129121,37.344321,28.5156,28.185481,,28.174864,31.573161,26.081449,30.558784
"RPS6KA5",31.013761,51.897616,41.190724,47.100769,46.049796,27.836176,,,,,,,,,,,24.245776,25.938649,19.909444,33.396841,38.415204,,36.7236,49.533444,48.846121,30.1401
"RPS6KA6",16.128256,17.665209,16.695396,15.936064,15.8404,16.248961,,,,,,,,,,,18.284176,16.630084,19.989841,14.876449,15.808576,,16.072081,15.202201,15.729156,15.960025
"RPS6KB1",49.196196,41.062464,61.042969,60.109009,59.4441,44.729344,,,,,,,,,,,41.293476,33.454656,22.363441,55.219761,54.405376,,58.323769,66.406201,62.125924,57.790404
"RPS6KB2",51.595489,45.900625,54.671236,54.096025,54.405376,47.499664,,,,,,,,,,,52.722121,52.649536,47.155689,41.036836,53.056656,,50.665924,55.071241,59.552089,45.616516
"RPS6KC1",62.441604,36.409156,50.6944,55.457809,45.468049,59.259204,,,,,,,,,,,43.349056,43.718544,18.6624,54.346384,38.390416,,45.1584,52.215076,41.744521,61.121124
"RPS6KL1",26.255376,27.888961,28.238596,25.553025,29.214025,30.459361,,,,,,,,,,,32.467204,29.354724,40.793769,30.758116,32.058244,,28.643904,25.280784,31.326409,34.656769
"RPS7",142.898116,103.856481,148.522969,146.216464,142.444225,128.845201,,,,,,,,,,,132.112036,92.371321,53.963716,153.636025,141.039376,,153.76,162.486009,130.439241,165.1225
"RPS8",150.087001,102.981904,155.276521,156.725361,160.300921,137.334961,,,,,,,,,,,148.864401,107.474689,79.941481,158.961664,158.634025,,161.976529,160.073104,155.0025,160.807761
"RPS9",92.987449,86.136961,97.101316,88.247236,94.4784,85.451536,,,,,,,,,,,90.992521,52.969284,59.1361,93.083904,93.857344,,96.177249,94.051204,85.340644,98.743969
"RPSA",145.974724,93.837969,174.028864,166.41,174.213601,140.138244,,,,,,,,,,,152.102889,136.539225,59.7529,151.930276,172.160641,,173.475241,177.795556,174.398436,176.783616
"RPTN",13.505625,14.485636,12.773476,12.645136,12.952801,13.227769,,,,,,,,,,,14.5161,15.9201,21.893041,11.505664,12.616704,,13.454224,12.173121,13.003236,11.854249
"RPTOR",42.981136,36.808489,40.373316,40.094224,42.837025,42.667024,,,,,,,,,,,40.793769,38.887696,39.5641,36.747844,45.050944,,44.983849,48.330304,38.887696,43.718544
"RPUSD1",44.182609,37.994896,44.649124,38.675961,42.328036,40.7044,,,,,,,,,,,41.113744,45.670564,51.466276,37.724164,44.129449,,42.328036,46.076944,46.362481,43.599609
"RPUSD2",36.772096,32.330596,47.706649,47.389456,49.942489,40.386025,,,,,,,,,,,45.387169,38.8129,45.981961,33.918976,47.416996,,46.908801,56.430144,52.388644,43.744996
"RPUSD3",34.012224,30.835809,35.224225,37.442161,36.772096,33.686416,,,,,,,,,,,32.205625,34.327881,35.0464,31.404816,36.820624,,35.832196,39.538944,35.712576,38.241856
"RPUSD4",69.405561,44.422225,86.583025,75.794436,93.064609,70.8964,,,,,,,,,,,73.4449,76.177984,38.007225,70.963776,87.0489,,84.953089,78.004224,99.780121,88.153321
"RQCD1",37.271025,29.953729,37.6996,42.107121,38.862756,40.883236,,,,,,,,,,,34.597924,28.772496,28.526281,29.289744,37.405456,,38.763076,51.337225,37.982569,39.425841
"RRAD",28.366276,22.905796,23.299929,23.280625,22.061809,25.644096,,,,,,,,,,,24.216241,24.950025,26.183689,26.873856,24.216241,,21.911761,21.8089,22.648081,23.155344
"RRAGA",89.965225,77.053284,86.136961,87.403801,87.160896,93.605625,,,,,,,,,,,87.740689,74.1321,51.940849,101.848464,83.978896,,83.393424,92.256025,82.6281,108.9936
"RRAGB",21.9024,17.8084,25.190361,21.455424,22.240656,26.770276,,,,,,,,,,,23.474025,17.656804,22.543504,29.735209,18.740241,,21.279769,18.181696,19.758025,30.173049
"RRAGC",92.371321,107.1225,93.566929,80.946009,84.345856,100.580841,,,,,,,,,,,68.112009,75.446596,37.149025,95.491984,80.622441,,80.013025,80.766169,85.0084,101.223721
"RRAGD",65.561409,88.830625,30.625156,25.462116,47.720464,90.782784,,,,,,,,,,,85.229824,55.190041,25,58.967041,37.724164,,35.0464,21.678336,32.433025,30.980356
"RRAS",59.213025,32.194276,36.857041,38.825361,42.484324,58.782889,,,,,,,,,,,42.237001,53.655625,42.367081,87.403801,40.627876,,40.182921,44.435556,35.581225,92.7369
"RRAS2",20.903184,21.6225,83.594449,76.492516,45.724644,22.108804,,,,,,,,,,,33.327529,40.309801,24.462916,65.141041,45.9684,,56.987401,93.566929,31.382404,88.510464
"RRBP1",41.396356,37.222201,36.2404,40.678884,32.524209,44.675856,,,,,,,,,,,50.865424,32.069569,39.8161,44.796249,35.188624,,34.164025,43.020481,31.304025,46.854025
"RREB1",35.688676,35.964009,35.593156,31.315216,31.967716,34.6921,,,,,,,,,,,30.4704,30.338064,27.384289,35.224225,32.672656,,34.304449,24.591681,34.117281,30.448324
"RRH",17.330569,18.870336,15.984004,17.123044,17.147881,17.230801,,,,,,,,,,,19.245769,19.5364,33.085504,14.3641,16.4025,,16.176484,15.194404,16.313521,15.515721
"RRM1",44.142736,30.536676,58.323769,67.289209,68.178049,54.125449,,,,,,,,,,,49.928356,39.753025,23.590449,65.383396,65.334889,,62.331025,114.511401,67.7329,81
"RRM2",23.059204,26.863489,39.904489,73.702225,49.364676,42.562576,,,,,,,,,,,67.420521,56.160036,27.931225,17.850625,44.916804,,40.309801,144.624676,72.863296,81.288256
"RRM2B",64.673764,83.887281,73.908409,68.326756,60.84,72.131049,,,,,,,,,,,45.131524,43.375396,17.740944,61.921161,48.608784,,48.874081,75.759616,56.610576,69.006249
"RRN3",53.758224,29.746116,68.508729,70.610409,66.438801,57.501889,,,,,,,,,,,44.555625,26.337424,14.0625,60.902416,58.110129,,61.168041,72.948681,59.074596,62.773929
"RRN3P1",32.058244,31.036041,35.748441,32.547025,38.887696,35.485849,,,,,,,,,,,25.452025,28.430224,26.749584,37.908649,35.688676,,39.225169,31.573161,43.217476,28.708164
"RRN3P2",39.075001,35.892081,34.798201,40.934404,33.189121,34.798201,,,,,,,,,,,25.796241,34.374769,31.6969,27.615025,36.336784,,34.492129,33.362176,37.662769,22.410756
"RRN3P3",33.246756,30.991489,40.475044,35.928036,35.438209,32.661225,,,,,,,,,,,26.656569,33.454656,31.36,28.847641,38.514436,,39.790864,29.506624,41.075281,32.695524
"RRP1",51.609856,48.930025,55.487601,48.4416,53.202436,53.348416,,,,,,,,,,,51.796809,57.244356,46.539684,47.430769,57.410929,,51.108201,56.430144,55.995289,48.344209
"RRP12",33.570436,38.390416,31.091776,30.173049,29.789764,31.967716,,,,,,,,,,,30.536676,28.174864,36.348841,25.512601,29.528356,,30.891364,33.385284,30.924721,29.041321
"RRP15",28.238596,16.851025,47.430769,43.256929,45.778756,34.4569,,,,,,,,,,,38.044224,27.646564,15.657849,41.383489,40.398736,,42.523441,49.660209,35.976004,39.992976
"RRP1B",51.179716,34.140649,64.818601,63.377521,71.267364,56.670784,,,,,,,,,,,63.936016,54.774801,27.5625,53.919649,69.422224,,68.790436,73.994404,71.149225,63.968004
"RRP36",72.726784,60.918025,68.3929,80.174116,77.0884,74.787904,,,,,,,,,,,70.274689,60.233121,49.084036,66.699889,73.96,,75.325041,93.624976,83.411689,86.955625
"RRP7A",45.900625,34.468641,52.896529,47.872561,48.664576,44.7561,,,,,,,,,,,38.862756,32.330596,41.383489,34.703881,47.831056,,44.769481,55.279225,46.594276,49.547521
"RRP8",28.804689,25.421764,32.878756,31.348801,32.273761,29.300569,,,,,,,,,,,28.355625,29.604481,25.725184,25.989604,32.387481,,32.615521,34.515625,30.9136,29.637136
"RRP9",34.987225,29.452329,43.388569,35.259844,41.319184,37.687321,,,,,,,,,,,40.998409,36.529936,40.793769,32.959081,42.863209,,37.015056,50.296464,38.093584,36.6025
"RRS1",61.701025,33.373729,63.952009,68.624656,72.607441,60.715264,,,,,,,,,,,68.641225,52.287361,50.211396,61.371556,78.375609,,73.496329,80.8201,67.420521,60.933636
"RS1",18.241441,19.492225,17.5561,16.345849,17.322244,18.558864,,,,,,,,,,,19.298449,18.645124,25.482304,15.077689,17.994564,,17.505856,18.054001,17.64,17.1396
"RSAD1",55.011889,38.887696,64.032004,63.808144,65.885689,56.280004,,,,,,,,,,,63.0436,40.857664,40.538689,61.261929,62.710561,,69.022864,62.916624,63.186601,63.5209
"RSAD2",55.6516,83.704201,38.738176,48.734361,45.873529,58.706244,,,,,,,,,,,37.039396,43.586404,35.4025,39.639616,47.430769,,37.503376,63.936016,33.767721,17.698849
"RSBN1",53.29,57.183844,62.0944,67.617729,74.046025,50.808384,,,,,,,,,,,47.775744,45.508516,29.746116,58.782889,71.334916,,67.0761,62.8849,66.0969,52.533504
"RSBN1L",54.228496,69.338929,65.383396,61.355889,61.6225,51.6961,,,,,,,,,,,53.8756,51.251281,39.904489,51.108201,65.108761,,58.905625,65.254084,59.013124,48.427681
"RSF1",46.1041,50.154724,53.450721,56.430144,52.461049,41.628304,,,,,,,,,,,42.614784,47.789569,33.582025,48.622729,49.900096,,51.739249,47.1969,51.509329,48.790225
"RSL1D1",60.543961,27.342441,64.496961,56.806369,65.999376,53.509225,,,,,,,,,,,58.033924,40.3225,32.844361,53.406864,63.234304,,60.871204,64.8025,58.553104,57.214096
"RSL24D1",99.940009,78.783376,104.162436,112.614544,108.7849,88.040689,,,,,,,,,,,101.828281,65.983129,27.793984,95.121009,100.6009,,104.837121,112.211649,97.8121,100.701225
"RSPH1",20.948929,24.472809,26.440164,23.270976,21.827584,22.505536,,,,,,,,,,,27.175369,56.505289,28.334329,18.507204,22.325625,,22.014864,19.811401,22.8484,20.169081
"RSPH10B2",54.997056,53.202436,53.670276,50.936769,51.179716,50.367409,,,,,,,,,,,42.850116,34.751025,48.986001,49.7025,49.603849,,56.1001,52.345225,58.553104,51.1225
"RSPH3",51.581124,52.867441,43.072969,44.849809,44.970436,57.183844,,,,,,,,,,,50.936769,47.293129,61.701025,45.576001,43.864129,,45.9684,44.675856,44.076321,50.339025
"RSPH4A",10.042561,10.278436,11.383876,10.125124,9.991921,9.979281,,,,,,,,,,,10.188864,10.272025,10.055241,9.784384,10.106041,,10.278436,9.641025,10.660225,10.810944
"RSPH6A",33.512521,36.8449,29.746116,29.669809,29.626249,32.638369,,,,,,,,,,,34.058896,37.491129,48.4416,29.333056,32.182929,,29.463184,33.965584,30.735936,29.506624
"RSPH9",20.820969,25.969216,18.948609,18.49,18.8356,19.918369,,,,,,,,,,,20.4304,32.844361,32.069569,18.096516,19.811401,,18.913801,18.4041,19.882681,20.358144
"RSPO1",28.483569,27.9841,29.506624,27.081616,28.206721,25.989604,,,,,,,,,,,28.922884,34.269316,34.892649,25.290841,32.2624,,29.095236,27.384289,30.735936,25.694761
"RSPO2",10.1124,10.297681,10.163344,10.349089,9.972964,10.106041,,,,,,,,,,,10.530025,10.484644,10.195249,9.517225,9.941409,,10.169721,9.954025,10.246401,10.24
"RSPO3",20.394256,21.752896,17.505856,19.027044,17.850625,28.547649,,,,,,,,,,,23.785129,22.052416,30.1401,69.538921,18.088009,,19.053225,16.719921,18.455616,20.511841
"RSPO4",27.060804,28.451556,26.3169,23.251684,25.887744,27.625536,,,,,,,,,,,32.6041,32.684089,39.614436,22.877089,28.718881,,26.265625,24.770529,26.894596,23.794884
"RSPRY1",60.949249,55.845729,59.799289,60.606225,60.652944,59.552089,,,,,,,,,,,57.078025,42.458256,30.019441,59.521225,57.942544,,58.308496,67.7329,53.509225,77.0884
"RSRC1",28.526281,23.155344,28.676025,33.674809,27.625536,31.606884,,,,,,,,,,,28.238596,31.2481,24.255625,29.463184,27.3529,,27.899524,36.784225,25.280784,27.164944
"RSRC2",87.516025,88.341201,98.168464,101.586241,96.786244,80.478841,,,,,,,,,,,69.5556,67.519089,40.094224,89.245809,88.962624,,93.721761,95.0625,101.929216,80.982001
"RSU1",29.430625,25.644096,29.680704,32.855824,31.979025,31.764496,,,,,,,,,,,25.836889,50.083929,23.931664,34.963569,30.591961,,31.304025,30.052324,31.147561,32.1489
"RTBDN",31.854736,34.058896,27.373824,28.879876,30.415225,31.382404,,,,,,,,,,,36.108081,34.047225,42.315025,27.436644,30.085225,,30.085225,28.965924,29.3764,29.073664
"RTCD1",36.857041,30.758116,39.639616,44.342281,41.139396,39.237696,,,,,,,,,,,33.582025,30.846916,18.249984,37.222201,37.246609,,40.018276,49.434961,40.398736,41.075281
"RTDR1",21.233664,25.130169,19.989841,20.802721,21.594609,21.224449,,,,,,,,,,,24.950025,26.327161,34.386496,20.016676,20.948929,,20.529961,21.270544,21.827584,21.4369
"RTEL1",36.881329,35.034561,36.192256,33.558849,35.6409,35.652841,,,,,,,,,,,38.663524,43.270084,46.416969,34.621456,39.137536,,35.6409,37.908649,38.266596,34.798201
"RTF1",53.275401,61.512649,56.595529,57.501889,56.866681,55.860676,,,,,,,,,,,50.965321,44.156025,33.362176,49.674304,53.802225,,55.175184,61.387225,57.214096,56.806369
"RTKN",23.765625,23.824161,25.816561,25.190361,22.781529,23.639044,,,,,,,,,,,27.237961,28.132416,30.316036,23.571025,25.694761,,23.600164,24.552025,25.8064,30.3601
"RTKN2",10.764961,10.673289,11.0889,10.732176,17.3889,10.517049,,,,,,,,,,,9.865881,12.802084,10.426441,9.709456,14.0625,,11.799225,15.249025,25.190361,10.169721
"RTN1",64.866916,28.783225,17.172736,18.6624,17.181025,69.455556,,,,,,,,,,,17.480761,82.337476,23.658496,45.657049,18.905104,,19.404025,15.124321,15.499969,14.807104
"RTN2",39.841344,42.915601,32.890225,30.503529,29.7025,47.596201,,,,,,,,,,,38.266596,54.140164,42.588676,36.084049,30.261001,,30.503529,33.895684,29.713401,61.058596
"RTN3",100.520676,120.582361,57.229225,71.149225,65.836996,92.236816,,,,,,,,,,,82.410084,98.624761,33.350625,108.868356,63.011844,,63.936016,82.4464,56.220004,90.269001
"RTN4",110.544196,112.36,89.3025,105.637284,91.546624,114.896961,,,,,,,,,,,80.550625,100.140049,28.922884,126.225225,88.378801,,96.8256,89.605156,93.644329,113.060689
"RTN4IP1",29.452329,18.722929,44.235801,33.802596,34.751025,35.8801,,,,,,,,,,,29.474041,22.127616,19.571776,24.980004,30.647296,,31.192225,55.830784,39.790864,35.176761
"RTN4R",27.468081,29.300569,24.950025,25.492401,28.227969,36.857041,,,,,,,,,,,30.547729,34.047225,35.1649,25.130169,31.002624,,28.526281,28.504921,25.654225,29.9209
"RTN4RL1",27.04,25.522704,27.4576,23.571025,27.709696,24.860196,,,,,,,,,,,28.419561,33.0625,36.336784,28.387584,30.4704,,27.478564,28.740321,30.272004,28.761769
"RTN4RL2",16.999129,17.355556,15.784729,15.776784,16.273156,18.887716,,,,,,,,,,,15.155449,17.372224,17.372224,15.912121,16.621929,,15.800625,15.824484,16.638241,17.842176
"RTP1",13.579225,13.9876,13.461561,13.068225,13.242321,13.373649,,,,,,,,,,,14.227984,16.4025,14.837904,12.201049,13.329801,,13.535041,14.424804,13.557124,13.235044
"RTP3",25.522704,27.910089,22.335076,22.924944,23.483716,25.492401,,,,,,,,,,,25.240576,24.9001,42.471289,21.7156,23.7169,,22.924944,24.059025,23.193856,22.924944
"RTP4",43.375396,33.339076,38.303721,53.7289,49.589764,47.375689,,,,,,,,,,,40.119556,36.711481,29.041321,31.899904,51.008164,,43.943641,69.105969,53.333809,28.826161
"RTTN",24.542116,24.651225,31.685641,31.775769,31.326409,24.157225,,,,,,,,,,,26.245129,24.245776,25.644096,25.270729,28.793956,,30.991489,32.787076,31.371201,28.058209
"RUFY1",54.789604,48.608784,50.637456,43.2964,46.689889,51.208336,,,,,,,,,,,38.353249,84.603204,40.513225,45.549001,46.539684,,46.063369,49.547521,44.943616,49.758916
"RUFY2",17.7241,17.783089,20.187049,17.884441,17.766225,16.248961,,,,,,,,,,,13.719616,14.969161,16.443025,21.2521,17.2225,,20.124196,15.657849,18.361225,17.397241
"RUFY3",40.208281,20.439441,48.385936,36.457444,33.837489,43.771456,,,,,,,,,,,32.901696,28.761769,19.079424,52.085089,34.550884,,36.144144,22.953681,30.184036,43.086096
"RUNDC1",40.998409,43.586404,45.306361,38.9376,39.765636,39.363076,,,,,,,,,,,35.593156,29.833444,27.478564,33.593616,38.787984,,37.662769,44.129449,36.614601,41.718681
"RUNDC2A",28.005264,29.888089,56.370064,27.258841,29.138404,26.532801,,,,,,,,,,,29.778849,32.171584,28.643904,23.755876,30.481441,,32.285124,22.695696,37.871716,22.335076
"RUNDC2C",14.884164,14.002564,22.165264,18.352656,15.968016,13.417569,,,,,,,,,,,11.985444,16.443025,12.4609,18.645124,16.451136,,15.976009,13.155129,14.175225,11.607649
"RUNDC3A",30.958096,33.698025,28.227969,29.495761,29.224836,31.292836,,,,,,,,,,,30.902481,32.684089,65.691025,27.279729,30.063289,,29.3764,29.192409,30.041361,28.323684
"RUNDC3B",13.213225,14.508481,14.907321,16.200625,17.397241,13.520329,,,,,,,,,,,14.470416,16.418704,13.868176,44.635761,14.953689,,18.156121,13.256881,17.707264,13.329801
"RUNX1",33.281361,29.877156,28.547649,28.143025,29.170801,31.483321,,,,,,,,,,,30.824704,31.427236,35.557369,22.8484,31.483321,,31.270464,30.958096,31.214569,22.043025
"RUNX1T1",17.690436,19.044496,17.397241,17.313921,17.172736,18.028516,,,,,,,,,,,19.439281,22.099401,24.720784,41.126569,17.960644,,18.122049,16.736281,17.918289,43.178041
"RUNX2",27.04,32.993536,20.394256,25.623844,28.472896,23.454649,,,,,,,,,,,21.790224,21.967969,24.631369,19.651489,29.333056,,30.880249,33.200644,28.026436,17.0569
"RUNX3",65.561409,54.9081,73.256481,86.955625,72.216004,50.6944,,,,,,,,,,,50.013184,58.430736,37.896336,30.824704,77.528025,,85.5625,79.370281,80.532676,23.309584
"RUSC1",55.636681,42.915601,47.706649,60.512841,58.905625,59.814756,,,,,,,,,,,55.026724,56.821444,61.575409,64.416676,54.434884,,56.942116,62.583921,54.745201,75.603025
"RUSC2",50.851161,42.653961,39.929761,43.270084,39.275289,51.509329,,,,,,,,,,,38.328481,45.616516,55.0564,54.9081,43.612816,,42.016324,38.601369,45.495025,54.081316
"RUVBL1",43.046721,31.292836,56.445169,51.768025,58.951684,46.185616,,,,,,,,,,,54.967396,30.935844,35.153041,44.0896,58.018689,,53.465344,86.825124,47.251876,73.427761
"RUVBL2",48.316401,36.578304,50.922496,54.804409,51.222649,46.744569,,,,,,,,,,,53.246209,42.458256,41.306329,47.941776,51.151104,,50.481025,68.840209,48.497296,61.1524
"RWDD1",45.010681,32.046921,47.210641,56.610576,54.656449,45.468049,,,,,,,,,,,48.622729,47.61,29.289744,56.731024,51.279921,,52.780225,53.275401,54.449641,58.430736
"RWDD2A",29.322225,20.539024,36.3609,27.071209,40.742689,42.745444,,,,,,,,,,,43.072969,28.4089,27.836176,34.550884,31.663129,,33.907329,33.304441,41.486481,50.822641
"RWDD2B",30.338064,25.816561,37.319881,34.869025,39.100009,35.868121,,,,,,,,,,,46.498761,30.206016,28.1961,44.930209,34.798201,,35.426304,59.043856,36.554116,59.814756
"RWDD3",45.670564,32.194276,62.504836,64.032004,61.701025,43.046721,,,,,,,,,,,42.211009,48.233025,20.25,55.428025,55.830784,,60.637369,57.168721,61.418569,52.823824
"RWDD4",57.851236,44.422225,67.010596,70.744921,67.141636,63.091249,,,,,,,,,,,60.746436,58.2169,23.5225,65.983129,61.293241,,64.224196,67.289209,70.2244,63.409369
"RXFP1",11.512449,12.1104,11.383876,11.4921,11.4244,11.847364,,,,,,,,,,,11.444689,12.131289,13.756681,10.962721,11.350161,,11.710084,18.378369,11.505664,10.876804
"RXFP2",12.916836,13.286025,12.187081,12.411529,12.089529,13.053769,,,,,,,,,,,13.155129,13.359025,16.410601,11.744329,11.553201,,11.909401,11.458225,11.669056,12.974404
"RXFP3",14.190289,14.2884,14.44,13.205956,14.085009,14.227984,,,,,,,,,,,14.584761,14.424804,20.711601,12.902464,14.814801,,13.727025,14.462809,14.002564,14.371681
"RXRA",81.324324,91.795561,41.938576,45.131524,41.139396,70.157376,,,,,,,,,,,47.183161,47.073321,62.173225,64.561225,44.742721,,45.064369,42.224004,39.037504,63.409369
"RXRB",36.2404,40.157569,36.072036,33.779344,37.051569,35.808256,,,,,,,,,,,34.5744,32.433025,43.086096,37.051569,37.650496,,37.417689,41.113744,32.364721,39.350529
"RXRG",19.061956,20.295025,19.158129,18.113536,18.164644,19.236996,,,,,,,,,,,19.775809,18.714276,23.853456,23.794884,19.642624,,18.7489,17.4724,19.722481,17.783089
"RYBP",95.433361,113.358609,84.603204,89.643024,85.988529,81.396484,,,,,,,,,,,81.830116,137.686756,33.593616,78.411025,83.265625,,81.126049,87.928129,84.180625,74.960964
"RYK",54.6121,46.471489,56.370064,52.330756,52.954729,52.649536,,,,,,,,,,,50.993881,35.0464,36.857041,73.136704,54.375876,,57.76,48.594841,49.210225,74.252689
"RYR1",26.050816,20.403289,23.415921,18.215824,22.695696,41.2164,,,,,,,,,,,19.368801,19.918369,25.877569,19.766916,23.609881,,23.357889,26.574025,22.401289,16.703569
"RYR2",14.837904,15.1321,14.676561,14.561856,14.814801,14.807104,,,,,,,,,,,14.861025,23.4256,16.362025,15.721225,14.622976,,14.577124,16.096144,14.462809,14.5924
"RYR3",13.860729,14.922769,13.286025,14.546596,13.549761,13.704804,,,,,,,,,,,13.586596,14.691889,18.610596,33.721249,14.107536,,14.493249,12.475024,12.852225,13.278736
"S100A1",36.820624,39.879225,34.070569,34.070569,34.035556,38.1924,,,,,,,,,,,40.246336,40.284409,48.594841,46.7856,36.796356,,36.759969,36.699364,34.762816,35.034561
"S100A10",156.575169,76.160529,95.355225,118.483225,121.903681,147.258225,,,,,,,,,,,77.757124,102.373924,57.395776,163.021824,116.661601,,128.890609,139.736041,119.749249,162.409536
"S100A11",129.140496,152.102889,49.674304,74.943649,79.530724,137.264656,,,,,,,,,,,68.475625,44.448889,50.779876,122.589184,78.889924,,74.063236,116.726416,47.375689,109.683729
"S100A12",125.574436,144.408289,20.268004,20.657025,21.362884,25.280784,,,,,,,,,,,31.460881,38.862756,19.254544,22.877089,34.644996,,36.747844,14.500864,14.032516,13.972644
"S100A13",42.3801,34.4569,50.225569,43.099225,40.233649,63.393444,,,,,,,,,,,47.004736,39.112516,35.426304,104.693824,39.980329,,41.7316,42.289009,41.757444,107.765161
"S100A14",30.536676,31.561924,29.257281,27.573001,27.741289,29.964676,,,,,,,,,,,32.307856,40.525956,46.5124,29.648025,30.9136,,29.16,26.584336,31.787044,26.853124
"S100A16",56.085121,58.553104,45.711121,53.523856,53.978409,64.529089,,,,,,,,,,,57.062916,50.851161,92.948881,97.278769,48.622729,,53.392249,49.378729,50.993881,147.428164
"S100A2",29.8116,29.855296,21.288996,22.714756,22.963264,32.239684,,,,,,,,,,,24.453025,25.381444,34.199104,27.321529,22.992025,,24.840256,28.922884,23.474025,32.421636
"S100A3",24.472809,24.433249,22.080601,21.986721,22.268961,24.920064,,,,,,,,,,,23.164969,23.687689,31.5844,24.770529,24.295041,,22.963264,22.877089,23.126481,32.467204
"S100A4",151.905625,150.038001,73.205136,121.859521,104.305369,130.096836,,,,,,,,,,,65.237929,62.425801,37.564641,152.0289,111.386916,,130.576329,156.850576,104.080804,71.351809
"S100A5",28.440889,28.579716,26.368225,25.593481,27.931225,29.311396,,,,,,,,,,,29.833444,33.016516,45.711121,23.3289,28.643904,,26.977636,29.691601,29.062881,24.910081
"S100A6",74.080449,70.761744,42.289009,58.3696,54.3169,71.453209,,,,,,,,,,,43.546801,35.462025,24.581764,78.659161,52.229529,,61.481281,64.464841,48.0249,72.369049
"S100A7",16.200625,17.288964,16.719921,15.147664,16.040025,16.613776,,,,,,,,,,,18.071001,17.598025,22.146436,16.345849,15.984004,,16.048036,16.096144,16.032016,15.872256
"S100A7A",23.697424,24.522304,23.707161,22.8484,23.097636,23.203489,,,,,,,,,,,27.092025,29.106025,28.922884,21.022225,25.080064,,23.980609,21.372129,24.275329,22.429696
"S100A8",107.702884,105.8841,26.020201,25.542916,28.5156,68.459076,,,,,,,,,,,39.012516,62.837329,18.028516,51.1225,48.622729,,48.0249,13.169641,14.462809,13.675204
"S100A9",147.987225,177.209344,36.372961,34.128964,38.5641,95.004009,,,,,,,,,,,39.614436,35.844169,31.102929,55.621764,62.837329,,58.721569,25.694761,28.869129,25.654225
"S100B",14.607684,14.478025,12.3904,17.918289,13.69,15.093225,,,,,,,,,,,14.205361,21.706281,17.783089,39.551521,16.949689,,23.687689,14.907321,12.837889,11.6964
"S100G",18.361225,20.034576,17.64,17.547721,17.799961,19.254544,,,,,,,,,,,22.108804,24.324624,29.235649,15.896169,17.791524,,17.715681,17.1396,18.096516,17.048641
"S100P",63.170704,150.5529,26.925721,33.593616,37.283236,46.936201,,,,,,,,,,,32.160241,30.404196,35.259844,23.9121,40.666129,,39.715204,32.615521,29.800681,41.576704
"S100PBP",45.387169,44.769481,63.968004,68.608089,63.552784,45.454564,,,,,,,,,,,48.888064,44.702596,25.321024,51.093904,56.806369,,61.355889,74.114881,70.190884,52.591504
"S100Z",30.349081,23.126481,18.224361,15.984004,16.581184,17.665209,,,,,,,,,,,21.031396,16.842816,22.071204,14.645929,17.430625,,16.752649,17.598025,15.872256,16.916769
"S1PR1",30.272004,38.204761,47.183161,59.028489,77.387209,21.511044,,,,,,,,,,,19.580625,40.056241,19.695844,61.418569,78.872161,,70.073641,45.914176,55.741156,92.428996
"S1PR2",35.605089,30.991489,37.552384,30.758116,35.509681,37.662769,,,,,,,,,,,35.319249,40.005625,44.302336,33.131536,36.409156,,33.396841,32.398864,39.450961,27.217089
"S1PR3",43.917129,25.563136,19.8916,22.043025,22.155849,27.071209,,,,,,,,,,,27.531009,25.522704,34.269316,29.095236,22.695696,,22.287841,18.818244,20.376196,29.354724
"S1PR4",63.2025,81.884401,65.626201,64.336441,82.192356,54.361129,,,,,,,,,,,58.247424,63.457156,59.274601,46.430596,82.029249,,72.25,73.633561,84.235684,41.6025
"S1PR5",27.258841,30.382144,26.255376,55.338721,27.7729,25.553025,,,,,,,,,,,25.230529,28.100601,39.463524,22.915369,36.554116,,46.991025,33.246756,27.751824,23.193856
"SAA3P",23.145721,21.641104,23.348224,18.792225,20.684304,21.566736,,,,,,,,,,,23.415921,31.114084,28.387584,20.738916,22.515025,,22.259524,21.790224,23.541904,19.722481
