Symbol,MSC,Bronchial_Epithelial_cells,Fibroblasts,Endothelial_cells,Adipocytes,Keratinocytes,Schwann_cells,Smooth_muscle_cells,CD34+,Platelets,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,Macrophage,M1(IFNg),M2(IL-4),M(IFNa),Dendritic_cells_(BDCA1+),Dendritic_cells_(BDCA3+),Dendritic_cells_(plasmacytoid+),T_cells_(CD4+),T_cells_(CD8+),T_cells_(gamma-delta),NK_cells,Neutrophils,B_cells
KCNG4,29.625,44,30.375,30,28.66666667,36.66666667,22.33333333,32.2,37.5,30.4,44.8125,39.16666667,32.09090909,31.875,27.2,38,29.83333333,26.75,23,33,41.76923077,29,29.5,33.6,43.25
KCNH1,27.75,23,15.875,19.27272727,21,23,23.66666667,22.8,19.5,19,21.0625,21.33333333,21.36363636,20.125,20.8,22,20.75,25.75,23.33333333,19.95454545,19.69230769,20.5,17.91666667,22.4,23.25
KCNH2,43.375,33.5,31.75,34.54545455,39.66666667,26.33333333,43.66666667,36.6,40.5,30.8,39.3125,38.16666667,33.72727273,35.875,32,43.66666667,37.58333333,39.66666667,37.83333333,50.13636364,33.57692308,39,36.91666667,69.2,42
KCNH3,147.75,78,84.875,92.72727273,102,111.6666667,80,118,85.66666667,118,148.75,152.3333333,94.72727273,106.125,103.2,102.3333333,114.9166667,103.6666667,94.66666667,109.9090909,105.4230769,94,115.0833333,156.2,139.5
KCNH4,68.125,45,36.25,47.36363636,50.66666667,48,43.33333333,52.2,52,58.2,54.5,53.16666667,48.63636364,51.375,49.4,49.66666667,70.41666667,58.91666667,57,44.22727273,52.92307692,50,50.75,56.8,71
KCNH5,26.25,12,10.625,12.81818182,14,13,12.66666667,16.8,11,14.6,13.3125,13.33333333,11.72727273,12.25,12,12.66666667,11.75,12,13.83333333,11.54545455,12.73076923,13,12.91666667,15.8,17.25
KCNH6,10,9,8.75,8.454545455,8.333333333,10,9,8.8,8.833333333,9.2,9.875,9,8.363636364,8.875,8,10,9.5,10,8.833333333,9.590909091,9.538461538,8.5,11,10,10.75
KCNH7,13,9,9,9.181818182,8.333333333,10.33333333,9,9,9.166666667,10.8,9.9375,9.166666667,9.363636364,9.625,9.4,11.33333333,10.16666667,10.5,11.16666667,9.136363636,10.07692308,9,10.75,10,13.25
KCNH8,9.25,10.5,8.625,9,7.666666667,11,14.33333333,8.6,11.16666667,42.6,10.75,10.16666667,9.727272727,9.125,9,9.666666667,9.166666667,11.75,142,10.31818182,13.34615385,9,8.25,11.8,64.75
KCNIP1,31.875,28,19.75,22.18181818,21.33333333,27,24,27.6,22.66666667,22.4,23.625,25.5,22.72727273,24.125,21.2,29,21.16666667,20.25,23.33333333,21.59090909,25.61538462,20.5,20.16666667,26.6,28.25
KCNIP2,65.25,46.5,50,48.54545455,336.3333333,46,54.33333333,48.6,49.16666667,53.8,61.875,56.16666667,48.27272727,49.125,50.8,53,67.5,64.41666667,51.5,47.63636364,59,42.5,45.25,69.6,81.5
KCNIP3,84.25,97.5,74.875,83.18181818,97,84,63,86.2,82.33333333,126,122.5,100,85.27272727,94.5,99,85.66666667,85.75,91.41666667,78,80.5,113.2692308,83.5,90.33333333,100.8,133.25
KCNIP4,19.875,25.5,23.5,23.90909091,21,24.33333333,20.66666667,24.2,27.83333333,25.2,29.1875,30,26,25.25,24.8,25,24.33333333,23.66666667,21.66666667,24.09090909,27.07692308,24.5,25.66666667,24.4,37.25
KCNJ1,15.25,26.5,15.125,16.36363636,14.33333333,21,12.66666667,15.4,19.16666667,17.6,20,17,285.3636364,85.625,115.4,192.3333333,16.66666667,13.41666667,13.83333333,17.13636364,19.07692308,14,19.5,17.8,23.25
KCNJ10,16.5,20,13,14.36363636,13.33333333,17,14,16.2,16.83333333,15,20.1875,16.83333333,16.63636364,16.75,15.8,17.33333333,16.75,13.33333333,12.5,16.90909091,19.73076923,13.5,12.75,17.6,23.5
KCNJ11,51.5,32.5,27.875,30.90909091,26,30.66666667,28,43.4,33.33333333,27.4,32.25,36.5,28.45454545,28.125,30,33.33333333,35.58333333,31.66666667,27,28.45454545,28.26923077,30,29.66666667,24.6,33.25
KCNJ12,17.5,12,21.125,15.81818182,13.33333333,14,15.33333333,14.4,13.5,13.2,17.875,15.16666667,13.45454545,14.25,13,14.66666667,20.16666667,16.83333333,16.66666667,12.72727273,16.57692308,12,13,15,20
KCNJ13,15.375,11.5,9.875,11.90909091,11.66666667,19,28.66666667,12.2,12.16666667,23,14.5,13.33333333,13.45454545,13.5,12.4,13.33333333,12.66666667,14.5,13.16666667,13.63636364,17.34615385,13.5,12.41666667,16.6,19
KCNJ14,51.875,63.5,50.375,40,37.33333333,47,38.33333333,48.4,77.16666667,63.8,62,58.83333333,46.27272727,47.25,44.4,46,49.91666667,41.33333333,44.83333333,56.45454545,62.26923077,40.5,47.66666667,57.4,67.25
KCNJ15,63.875,118.5,37.625,36,53.66666667,88.66666667,23.33333333,34.4,50,40.8,133.9375,64.83333333,35.09090909,43.125,31.6,35.66666667,34.58333333,43.33333333,36,47.95454545,62.84615385,29,40.75,3028.6,76.5
KCNJ16,14.625,14.5,12.25,14.27272727,14.66666667,12.66666667,12.66666667,14,15.16666667,16.4,15,14.66666667,13.72727273,14,13,15.66666667,13.83333333,14.08333333,14.66666667,13.40909091,15.80769231,12.5,12.91666667,14.2,17.25
KCNJ2,27.75,88.5,97.5,311.8181818,52,73.66666667,20.66666667,143.2,38.5,68.6,290.4375,137.1666667,314.2727273,422.875,139.2,760.6666667,84.41666667,88.66666667,20.5,29.13636364,51.34615385,19,22.33333333,2599,62.75
KCNJ3,9.375,10,11.875,8.909090909,9.333333333,11,8.666666667,9,9.5,11.2,10.3125,9.5,8.909090909,8.75,9.2,8.333333333,8.166666667,8.666666667,9,9.727272727,10.42307692,9.5,10.41666667,10.8,11.25
KCNJ4,47.5,26,27.375,31.45454545,37,28.33333333,28.66666667,38.2,28,32.8,33.9375,31,30.81818182,31.375,30.8,44,39.58333333,32.91666667,33.33333333,26.54545455,26.53846154,31.5,35.25,37.6,33.5
KCNJ5,61.75,85.5,36,57.81818182,47,72.33333333,54,56.4,52.16666667,50.4,67.8125,68.16666667,72.63636364,69.625,65.4,66,55.58333333,56.5,55.33333333,59.68181818,68.69230769,56.5,47.16666667,71.2,81
KCNJ6,29.25,30.5,23.875,28.90909091,28,32.66666667,26.66666667,28.8,27.33333333,28.2,34.375,32.16666667,27.90909091,26.625,27.4,29.33333333,26.5,26.25,25.33333333,26.90909091,34.23076923,26.5,26.25,31.4,36.75
KCNJ8,38.75,29.5,145.5,24.36363636,40.66666667,22.66666667,29.66666667,47,43.83333333,25.2,25.375,27.83333333,20,22.125,21,18.33333333,19.25,20.75,19.83333333,20.5,25.53846154,20,24.16666667,36,24.75
KCNJ9,46.625,46,32.625,40.72727273,38.33333333,33.66666667,36.66666667,44.6,40.5,44.6,45.625,48.5,39.18181818,37.5,35.4,44.66666667,43,41.91666667,37.5,39.40909091,42.5,37,33.25,45,50
KCNK1,141.375,253,207,112.4545455,45,835.6666667,33.33333333,228.6,39.66666667,30.2,28.625,27.83333333,25.09090909,23.375,24.4,24,25.83333333,34.58333333,217.3333333,27.90909091,27.69230769,47,32.5,28.6,24.25
KCNK10,17.125,34.5,21,21.81818182,22.33333333,33.66666667,15,19.2,27.66666667,18.4,22.9375,23.5,19.09090909,19.25,19.8,21,18.83333333,26.83333333,139.1666667,20.68181818,25.19230769,22.5,18,20.8,25.75
KCNK12,26.75,20,18.5,17.27272727,23,26,40,25,17.66666667,18.4,20.125,20,21.36363636,22.5,22.8,20.33333333,22.08333333,21.83333333,18,22.45454545,18.53846154,36,61.16666667,15.6,16.75
KCNK13,19,18.5,16.125,18.63636364,15.33333333,15.66666667,14.66666667,21,16.5,13.8,22.1875,17.33333333,32.63636364,43.875,31.4,29.33333333,19.41666667,14.5,15.16666667,17,16.57692308,18,20.16666667,14.8,17.5
KCNK15,16,12.5,15,11.18181818,14.33333333,10.66666667,10,17.4,13,12,13.3125,12.66666667,10.72727273,11.25,11.8,11.66666667,12.08333333,12.66666667,11,11.54545455,13.15384615,9.5,8.583333333,12.4,13.75
KCNK16,74.375,77,70.875,74.63636364,72.66666667,76.66666667,60,83.2,68.33333333,84.6,83.5625,82.33333333,72.63636364,75.875,75.4,75,78.25,84.08333333,70.33333333,70,81.30769231,71,76.16666667,85.8,86.5
KCNK17,45.875,40,21.25,28.81818182,30.33333333,31.33333333,21.33333333,35,123,23.6,41.0625,48.16666667,34,32.5,28.4,37.66666667,72.25,131.75,974.5,36.72727273,40.19230769,30,36.08333333,30.4,40.5
KCNK2,183.375,18,430.625,16.72727273,245,16.66666667,21.33333333,70.2,19.33333333,20.2,18.75,17.66666667,15.27272727,15.25,15.8,17.33333333,14.33333333,15.58333333,17.66666667,17.27272727,19.42307692,15.5,17.16666667,20.6,22
KCNK3,16.625,15.5,15,14.18181818,331.3333333,15,11.66666667,15.4,14.66666667,14.8,18.1875,17.33333333,14.27272727,15.25,12.8,15.66666667,11.83333333,14.16666667,12,14.90909091,18.19230769,11.5,11.25,17.4,24.75
KCNK4,38.75,34.5,30,34.54545455,34.33333333,28.66666667,27,38,39.66666667,28.4,40.5,44,30.63636364,30.875,32.6,37.66666667,41.58333333,36.33333333,40,29.31818182,34.76923077,37,36,37.4,45
KCNK5,48.625,38,26.25,32.45454545,32,32.33333333,46.66666667,30,57.5,30.2,37.125,31.5,33,34.125,33.6,68.66666667,37.66666667,32.91666667,38.66666667,32.77272727,34.65384615,119,35.66666667,43.4,36.5
KCNK6,119.875,457.5,156.375,85.09090909,85.66666667,304,75,73.2,74.83333333,254,218.1875,201.6666667,234.1818182,304.5,627.8,84.66666667,398.5833333,466.1666667,63,109.2727273,72.07692308,141,60,119.8,82.25
KCNK7,74.625,56.5,42.75,53.27272727,53.33333333,212,45.66666667,52.2,52,38.8,60.8125,66.83333333,47.45454545,50.25,47.6,47.66666667,64.75,75.5,67.5,49.63636364,50.84615385,52,98.91666667,87.2,48.75
KCNK9,23.875,30.5,22,25.72727273,22,26.66666667,18,24.4,26.5,31.2,31.0625,29.33333333,25.63636364,26.375,24.2,25.33333333,21.25,21.08333333,20.83333333,26.40909091,28.76923077,27,31.25,37,29.5
KCNMA1,970.75,161,787.625,103.1818182,344.3333333,27,71.66666667,1001.4,45.16666667,46.6,34.625,90.66666667,534.4545455,530.625,545.6,430.6666667,33.66666667,23.25,24.5,23.45454545,48.84615385,30,16.16666667,27,47
KCNMB1,74.125,61,31.375,62.09090909,37,38.66666667,26,39,66.16666667,82.2,164.25,253.3333333,149.6363636,130.25,63.6,399.3333333,270,255.6666667,64.33333333,45.72727273,59.53846154,36.5,28.91666667,43.6,55.75
KCNMB2,21,36.5,22,21.45454545,23.33333333,24,18.66666667,19.6,29.66666667,38,37.4375,32.5,25.09090909,26.125,26.8,21.33333333,21.91666667,24.58333333,20,25.45454545,34.5,21,19.25,32.8,35
KCNMB3,44.875,64.5,58.375,52,55,57.33333333,46.33333333,39.8,112.5,69.4,60.375,59.83333333,49.36363636,49,44.4,43,61.58333333,55.33333333,46.33333333,56.68181818,70.65384615,36.5,48.91666667,57.4,72.5
KCNMB4,66.625,175.5,92.625,86.72727273,40.66666667,125.6666667,338.3333333,115,106.6666667,139.6,109.5,76.33333333,183.6363636,70.875,46.4,47.66666667,95.16666667,100.5833333,43,86.59090909,67.65384615,55.5,85.83333333,60.6,58.75
KCNN1,147.625,123.5,93.875,103,101.3333333,108,85.66666667,131.2,117.1666667,89.2,113.5625,107.3333333,110.8181818,116.625,84.6,145,112.0833333,104.4166667,115.8333333,101.2272727,137.3076923,113,104.1666667,101.4,126.5
KCNN2,12.625,11.5,52.625,15.36363636,12.66666667,10,13,12.4,11,11,11.5,11.5,11.09090909,11.75,10.2,11.66666667,10.33333333,11.83333333,11,9.909090909,10.53846154,13,14.33333333,11.6,11.75
KCNN3,29.625,19.5,17.5,31.63636364,20,24.33333333,22.66666667,23,18.66666667,21.6,21,21.5,21.36363636,21.375,19.4,25.33333333,17.83333333,18,20.5,18.63636364,19.53846154,18,18.83333333,25.6,22.75
KCNN4,73.75,153,43,42.36363636,41.33333333,51,547.6666667,60.8,77,66.4,128.8125,155,501.9090909,562.375,747.6,959,101.3333333,39.5,33.66666667,132.5,58.61538462,163.5,28.41666667,36.2,70.25
KCNQ1,84.25,140,64.25,71.72727273,70.66666667,58.66666667,56.33333333,83,70.66666667,175.2,373.5,309,221.9090909,220.25,369.4,231.6666667,316.5833333,262.8333333,154.1666667,188.7727273,92.26923077,106,138.9166667,314,101.5
KCNQ1DN,72,59.5,46.375,70.09090909,71.33333333,74.66666667,90.33333333,83.8,57.33333333,95.8,88.5625,84.16666667,78.09090909,94.125,72.8,72.66666667,96.66666667,100.9166667,94,69.90909091,86.26923077,70,44.91666667,106,122.5
KCNQ1OT1,30.25,34.5,33.875,35.27272727,58.33333333,37.66666667,61.66666667,120.6,40.33333333,30.6,36.1875,49.16666667,30.90909091,31.25,35,32,35.75,36.08333333,32.66666667,32.68181818,37.57692308,31.5,33.33333333,41.4,40.75
KCNQ2,21.125,22,19.25,22,17.33333333,21.33333333,17,24.8,28.33333333,20.2,25.8125,24,21,20.625,18.4,28,24.91666667,23.58333333,25.66666667,22.72727273,24.15384615,21.5,19.75,24.4,23.25
KCNQ3,41.375,56.5,28.25,35.09090909,30.33333333,50.66666667,26.66666667,35.8,38.16666667,29,43.4375,49.66666667,38,37.625,33.6,42,28.33333333,26.83333333,24.5,37.27272727,39.11538462,31,31.66666667,42.8,47.75
KCNQ4,124.5,36,37.375,47.81818182,49.33333333,47.33333333,45.33333333,56.6,34.33333333,80.2,49.625,51.16666667,49.90909091,52.75,47.8,52.66666667,61.16666667,57.66666667,53.83333333,38.72727273,44,44.5,39.83333333,56.6,48.25
KCNQ5,18.625,12.5,12.625,12.63636364,10.66666667,12.33333333,12,13.2,15.33333333,16.6,13.875,14,11.81818182,11.875,11,14,12.83333333,13.41666667,13,14.40909091,14.96153846,18,13.91666667,12.2,14.5
KCNRG,21.375,38,29.75,31.18181818,24,30.33333333,19,27.2,40.66666667,147,32.5625,33,28.81818182,28.75,26.4,28.33333333,29,34.25,28,31.5,47.23076923,28,33.5,33.2,33.75
KCNS1,100.25,195.5,59.875,85.54545455,83.66666667,121.3333333,90.66666667,112.6,155,71.4,129.875,114.5,129,129.625,88.2,117.6666667,98.66666667,112.8333333,99.66666667,106.5,182.8076923,79.5,45.08333333,103.6,195
KCNS2,26.75,46.5,47.75,26.90909091,27.66666667,30.66666667,23,33.2,33.66666667,29.8,34.6875,38.16666667,24.18181818,25,23.6,28,23.75,23.16666667,25.33333333,28.22727273,31.92307692,28.5,23.91666667,32.8,30.25
KCNS3,41.75,127,76.625,35.63636364,36,32.66666667,1170,27.2,41.66666667,25.4,25.8125,25.83333333,25.81818182,27.875,23.6,31.33333333,25.16666667,27,28,24.13636364,32.61538462,23,20.75,28.6,35.75
KCNT1,43.5,34,19.625,24.63636364,23.33333333,32.33333333,32.33333333,28.4,24.66666667,35,34.875,43.16666667,29.27272727,27.875,26.4,35.33333333,29.41666667,27.66666667,28,28.95454545,27.69230769,31,33.16666667,35.8,36.75
KCNT2,9.625,10.5,11.875,11.90909091,10.33333333,9.666666667,10,30,9.833333333,13.4,12.25,10.33333333,8.818181818,8.75,8.6,8.333333333,9.166666667,9.083333333,9,9.818181818,12.65384615,10,9.166666667,10,14.75
KCNU1,18.5,29,24.875,20.63636364,18.66666667,22.66666667,16.66666667,18.4,24.5,21.2,26.5,24.83333333,19.90909091,18.875,20.2,17.33333333,18.83333333,18.16666667,17.83333333,22.45454545,27.46153846,17.5,19.75,22,25
KCNV1,8.375,10.5,10,9.181818182,8.333333333,8.666666667,8.333333333,8.2,8.5,11.4,10.3125,10,8.727272727,8.375,8.6,9,8.5,8.75,8.833333333,8.909090909,10.19230769,8.5,8.333333333,10.8,12.5
KCNV2,10.75,11.5,9,10.63636364,9.666666667,10.33333333,9.333333333,10,11.83333333,12.2,13.125,11.83333333,10.90909091,11,10.8,11.33333333,10.5,10.91666667,10.83333333,11.86363636,13.69230769,10,10.66666667,12.2,17
KCP,98,54,49.75,48.18181818,54,74,59,59.6,47.16666667,78.8,75.25,79.83333333,74.45454545,73.625,124.4,74,75.08333333,76.41666667,68.66666667,55.36363636,64.57692308,48,64.91666667,90.2,81.5
KCTD1,131.75,496,160.875,125.5454545,176.3333333,1610,293,222.8,52.66666667,42.8,62.3125,63.83333333,51.81818182,40.25,45.4,59.33333333,37.83333333,48.08333333,39.83333333,57.59090909,58.80769231,88,44.58333333,52.4,73
KCTD10,1194.5,350,1278.625,803.3636364,940.3333333,602.6666667,625,592.6,333.5,1714,243.5,303,465.1818182,368.25,389,385.3333333,543.6666667,533.1666667,543.8333333,268.4545455,209.4230769,398,543.25,147.2,120
KCTD11,135.125,946,184.25,79.81818182,138,686.3333333,135,109.4,45.83333333,101.2,77.5625,104.1666667,85.81818182,78.625,80,82.33333333,99.25,94.08333333,73,56.40909091,54.38461538,94,66.33333333,54.8,46.25
KCTD12,1937.5,260.5,924.5,3596.545455,2160.666667,289.3333333,781,4046.2,449.3333333,694.4,3888.5625,2057.333333,2992.818182,2520.625,1930.4,1603,3590.083333,3470,1788.833333,186.0909091,59.38461538,8.5,69.08333333,621.6,38
KCTD13,73.375,86,98.5,78.45454545,103.3333333,68.33333333,229.3333333,60.6,47.83333333,51.8,102.4375,161,113.6363636,104.75,135.4,141,71.33333333,65.08333333,67.33333333,182.8636364,101.6923077,170.5,94.25,187.2,64.75
KCTD14,14.375,37.5,23.625,14.90909091,17.33333333,12.33333333,19.66666667,15.4,13,13.6,15.5,13.16666667,12.72727273,17.5,11.4,20.33333333,12.91666667,12,11.5,12.5,15.07692308,13,14.33333333,13.8,16.25
KCTD15,140.25,121.5,166,177,120.3333333,230,297.3333333,124,103.3333333,67.4,133.25,222.1666667,83.36363636,80.25,141.6,91.33333333,142.8333333,79.58333333,65.33333333,72.68181818,60.73076923,70,49.66666667,78.6,51.75
KCTD16,65.625,36,185.875,34.90909091,30.66666667,32,30,108.2,45.83333333,36.8,41.5,38.83333333,31.63636364,32.5,27.2,37.33333333,28.5,27.66666667,31.66666667,35.68181818,43.96153846,30.5,31.66666667,34.2,48.75
KCTD17,253.125,102,156.5,162.9090909,154.3333333,117,184.6666667,120.8,87.16666667,135.6,188.4375,179.3333333,122.7272727,141.125,138.2,128.3333333,209.0833333,201.5,150.6666667,134.8636364,139.5769231,155.5,149.1666667,210.2,207.25
KCTD18,80.375,102,66.375,73.18181818,76.66666667,102.3333333,49.33333333,96.6,146.3333333,114,113.5625,129.3333333,88.90909091,96.375,94.6,99,91.16666667,74.58333333,86.16666667,111.2727273,130.5769231,84,103.9166667,115,132
KCTD19,50.375,50.5,46,52.18181818,43.33333333,44.66666667,54.66666667,58.8,44,58.4,55.3125,57.33333333,46.27272727,48.5,47.2,63.66666667,54.75,62.75,160.8333333,43.13636364,50.03846154,48,55.08333333,57.4,60.75
KCTD2,152.125,193.5,207.25,179.7272727,230.6666667,290.3333333,237.6666667,186.8,108.6666667,112.8,175.3125,180.1666667,179.0909091,175.625,176.8,150.3333333,218.6666667,198.4166667,165.6666667,226.9545455,156.7692308,171,284.8333333,304.6,153.75
KCTD20,1077.375,128,720,331.2727273,789.3333333,427.6666667,425,415.6,189.1666667,541.4,401.5625,290.1666667,556.0909091,445.625,565.8,408,230,245,244.6666667,274.5,194.2307692,1078,570,353.2,73
KCTD21,86.75,98.5,133.875,117.4545455,175.6666667,122.3333333,64.33333333,139.2,41.5,73.4,89.125,88.66666667,88.09090909,91,117.4,106,54.08333333,30.75,20.16666667,79.54545455,93.96153846,92,19.25,114.4,65.5
KCTD3,162.625,313,194.125,110.1818182,156.3333333,43,150.3333333,186.6,117,11.4,32.6875,17.83333333,50.18181818,23.5,55.6,50.33333333,70.75,60.91666667,88.83333333,13.72727273,9.269230769,10,14.75,9.4,10.25
KCTD4,26.25,39,23.375,22.90909091,19.33333333,1138,21.66666667,69.2,23.33333333,27.6,25.625,32.66666667,19.90909091,21.375,22.2,17,18.33333333,20.33333333,17.16666667,21.95454545,22.80769231,18.5,19.58333333,20,23.25
KCTD5,111.875,236.5,130.125,118.6363636,89.66666667,106,204.6666667,88.8,28,22,80.3125,103.8333333,172,242.25,103.2,57,57.5,43.5,172.8333333,52.81818182,37.23076923,338.5,49.58333333,72.8,34.75
KCTD6,193.125,137.5,429.625,260.1818182,252.3333333,249.6666667,259.6666667,293.4,186.6666667,266.4,397.6875,319.5,310.7272727,288,368.8,186,583.0833333,769.4166667,309.1666667,215.0909091,194.8076923,237.5,568.25,33.6,261.5
KCTD7,60.375,37,62.625,54.63636364,53,39,128.3333333,75.4,57.66666667,61.8,55.9375,62,92.18181818,78.5,144.4,52.33333333,59.58333333,59.75,54.33333333,83.5,72.07692308,75,47.25,91.8,104.75
KCTD9,407.5,482,575.5,338.1818182,267.6666667,703,321,391.4,218.8333333,192.4,71.6875,166.6666667,463.8181818,468.75,221,598.3333333,101.5833333,105.0833333,170.5,174.8636364,130.3076923,540.5,882.5833333,93,41.25
KDELC1,419,29,450.625,462.6363636,173,66.66666667,341.3333333,269.4,86.66666667,30.6,16.625,15.66666667,23,21.25,19.8,22,34,52.66666667,25.5,21.40909091,23.57692308,591.5,26.25,17.6,21.5
KDELC2,332.125,138.5,438.875,358.5454545,317.6666667,91,213.6666667,352.6,199.3333333,73.4,38.75,46,149.3636364,165.125,73.8,176.3333333,73.41666667,99.16666667,136.1666667,107.9545455,75.30769231,310,124.3333333,34.2,47
KDELR1,420.75,1397,494.5,538.6363636,617.3333333,230,743.3333333,592.8,36.83333333,20.2,298.6875,245,355.4545455,356.25,412,261.6666667,50.41666667,53.41666667,64.83333333,159.7272727,115.6923077,287,54.91666667,60.2,72
KDELR2,4952.5,1577,3282.875,2678.363636,2698,1243.333333,3328.666667,2430.2,479.6666667,339.4,726.8125,763.1666667,1361.818182,1198.625,2146,1270,1015.666667,1491.583333,1488.833333,456.5909091,383.5769231,1449.5,526.4166667,508,164.5
KDELR3,5700.875,146,2979.375,1569.636364,1297.333333,42.33333333,2019.666667,3829.4,50.33333333,30.6,25.125,20.66666667,32.72727273,26.75,77.4,24,15.66666667,16.08333333,28.16666667,20.59090909,32.03846154,54.5,14.16666667,21.6,34.25
KDM1A,57.125,38,62.25,104.3636364,47,42.66666667,36.66666667,45,56,57,45.625,54,66.18181818,59.875,77.2,30.33333333,57.25,43.75,42.66666667,60.63636364,79.46153846,58.5,103.25,31,39
KDM1B,58.875,62,81.125,54.63636364,75,248,80,67.2,53.5,41.2,341.125,1077.5,155.5454545,237.25,141.6,187.3333333,279,563.3333333,67.5,79.63636364,24.34615385,79.5,67.08333333,185,20.5
KDM2A,259,356.5,484.25,497.4545455,242.6666667,504.3333333,243.3333333,360,1033.833333,1105,423.25,398.5,435.1818182,481.75,613,470,959,1129.166667,1254.333333,1057.272727,523.0769231,640.5,1396.666667,970.4,172.75
KDM2B,160.75,194.5,287.375,399.8181818,171.6666667,435.3333333,225.6666667,188,465.5,405,480.125,467.5,824.1818182,867.75,933,430.6666667,1984.75,1625.583333,933.3333333,554.3636364,657.9230769,687,630.8333333,76,452.5
KDM3A,209.25,339,411.75,357.6363636,197,594.6666667,662,411.4,526,622,275.625,342.3333333,474.0909091,365.75,579,167.6666667,568.8333333,482.6666667,869.6666667,1019.954545,1156.846154,601.5,2202.75,1566.2,182.5
KDM3B,72.875,294.5,255.625,261.1818182,214,106.3333333,268.6666667,160.6,188.8333333,275.4,507.625,521,365.5454545,365.625,262.4,137.3333333,220.25,223.6666667,201.5,493.5909091,404.7307692,276,605.5,1275.4,322.5
KDM4A,116.5,164,124,162.9090909,189.3333333,214.6666667,225.6666667,132,174,80,199.8125,143.1666667,142.0909091,129.75,163.6,160.6666667,84.75,92,142.6666667,146.8181818,200,143,210.25,173.8,244.5
KDM4B,92.375,228.5,159,170.2727273,119.3333333,163,111.3333333,126.2,45,45.4,152.1875,173,145.7272727,141.5,200,101.6666667,110.5,110.8333333,168.6666667,109.2727273,66.03846154,148,136.9166667,302.4,74.75
KDM4C,96.125,100.5,139.875,98.45454545,134,90.33333333,105.6666667,92,175.8333333,133.8,163.125,201.1666667,102.9090909,117.125,164.6,53.33333333,377,367.25,297.3333333,229.9090909,119.5769231,151.5,405.5833333,84.8,259.5
KDM4D,15.75,19.5,21.125,17.63636364,16.66666667,13.33333333,22,14.6,14.16666667,15.2,15.3125,16.16666667,14.81818182,12.875,14,15.66666667,15.33333333,14.33333333,14.66666667,15.18181818,14.73076923,14.5,13.91666667,14.2,14.25
KDM5A,230.5,200,327.375,417.2727273,357.6666667,291.3333333,388.6666667,384,528.5,783.2,499.1875,628.5,498.6363636,489.375,296.2,528,652.4166667,698.5833333,836.1666667,809.5,1005.846154,887.5,1439.833333,1388,309.75
KDM5B,321,531.5,494.875,340,314,534.6666667,338,524.8,410.3333333,117.6,83.9375,79.33333333,146.1818182,130.625,187,62.66666667,64.91666667,90.5,74.33333333,110.0454545,193.5384615,297,242.75,335.2,63.75
KDM5C,29,51,107.875,72.81818182,32.66666667,41.33333333,33.33333333,42.6,83.33333333,100.8,53.25,58.83333333,37.36363636,32.875,45.6,29,69.66666667,78.33333333,83.5,121.7727273,195.1153846,58.5,115.75,71.8,41
KDM5D,121.875,166,70.75,61.18181818,260.3333333,217.6666667,357.3333333,213.4,68.83333333,32.2,201.3125,366.8333333,205,172.5,643.2,98.66666667,299.6666667,501.5833333,676.6666667,632.1363636,239.9230769,22,416,51.6,387.75
KDM6A,34.25,30,106.875,79.81818182,46.33333333,53.66666667,30,52.8,165.8333333,176,56.875,59.66666667,74.45454545,85.875,83.2,145.3333333,80.83333333,63.58333333,92,106.5909091,57.42307692,138,83.75,133.2,23.5
KDM6B,146.25,346,174,190.9090909,147,284.6666667,160.3333333,201,189.8333333,149,619.75,703.6666667,255.1818182,230.875,414.4,374.6666667,299.25,223.25,207.6666667,603.7727273,465.9615385,281,279.4166667,1951,280.75
KDR,17.75,17.5,15.5,1085.818182,16,16.66666667,18,21.8,68.5,18.8,21.6875,20.5,32,31.625,16.4,19,16.83333333,26.75,33.16666667,16.86363636,22.34615385,16.5,19,27,25.75
KDSR,180.375,125,482.25,174.1818182,204.6666667,270.6666667,95.33333333,227,192.1666667,51,48.8125,30.83333333,100.4545455,77.25,170.8,122.3333333,98.16666667,144.5,59.16666667,176.9545455,32.34615385,23,17,12.4,20.25
KEAP1,270.5,575,509.375,536.5454545,630.3333333,581,541.3333333,573.8,353.6666667,130.8,208.3125,212,415,519.5,500.6,522,306.25,375.0833333,234.3333333,229.4090909,96.26923077,717,175.75,94.6,60.25
KEL,84.75,101.5,70.125,85.63636364,95,94.66666667,66.33333333,75.6,126.6666667,87.4,104.25,107.8333333,87.63636364,96.5,124.4,122,81.91666667,84.33333333,69.66666667,86.27272727,94.88461538,73.5,52,104.6,129
KERA,7.875,8.5,8.875,7.454545455,7.333333333,8.666666667,8.333333333,7.4,8.333333333,8.8,9.375,8.5,7.909090909,7.75,8.4,7.333333333,8.25,7.5,7.666666667,8.590909091,9.038461538,8,9.083333333,9.4,9.5
KGFLP2,105.25,13.5,112.875,11.54545455,75,11.66666667,12.33333333,59.2,13.5,13,11,10.33333333,11.81818182,11.5,9.6,12.66666667,10.66666667,11.08333333,11.83333333,12.95454545,13.92307692,10.5,11.41666667,10.8,15.75
KHDC1,61.625,78.5,69.625,40.18181818,73.66666667,44.66666667,38,84,60,32.8,42.6875,35.66666667,35.81818182,34.125,31.2,29.66666667,34.08333333,42.75,48.5,48.95454545,54.34615385,68.5,67.41666667,42.6,38.75
