Symbol,MSC,Bronchial_Epithelial_cells,Fibroblasts,Endothelial_cells,Adipocytes,Keratinocytes,Schwann_cells,Smooth_muscle_cells,CD34+,Platelets,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,Macrophage,M1(IFNg),M2(IL-4),M(IFNa),Dendritic_cells_(BDCA1+),Dendritic_cells_(BDCA3+),Dendritic_cells_(plasmacytoid+),T_cells_(CD4+),T_cells_(CD8+),T_cells_(gamma-delta),NK_cells,Neutrophils,B_cells
KHDRBS1,1064.875,1216,862.375,1573,713,1000,802,976.2,907.8333333,226.4,854.5625,1046.833333,920.3636364,828.25,786,1167,742.1666667,770.3333333,634,1298.727273,819.4615385,1877.5,2432.583333,917.4,540.75
KHDRBS2,43.375,37,23.5,29.09090909,26.33333333,38.33333333,28,33.2,38.5,57.8,40.75,40.83333333,34.54545455,35.875,28.4,37.33333333,36,31.5,49.5,38.18181818,42.88461538,27.5,26.58333333,39.6,54.25
KHDRBS3,89.625,50.5,232.875,361.0909091,54.66666667,36.33333333,1592.333333,289,59.16666667,33.4,35.375,41.16666667,44.18181818,40.625,45.8,86,48.5,42.41666667,33.33333333,31.31818182,31.30769231,34,29.5,53.6,37.25
KHK,85.125,85,85.375,110.1818182,78.33333333,77.33333333,121.6666667,92.8,112.8333333,104.6,143.5625,117.6666667,104.3636364,102.5,116.8,105.6666667,145.5,169.6666667,189.3333333,117.5454545,101.7692308,117.5,118.6666667,123.2,149.25
KHNYN,189.25,464.5,262.5,330.6363636,146.3333333,332.6666667,381,235.4,252.6666667,450.6,217.3125,336.5,314.8181818,379.625,432.2,470,346.25,336.9166667,399.6666667,318.1818182,281.3076923,427,288.9166667,411.2,128.5
KHSRP,64.125,136,76.25,94.36363636,86.33333333,70.66666667,121,86,59.5,104.6,111.625,118.8333333,91.81818182,103.5,101.8,85.66666667,78.5,79.5,74.5,77.18181818,86.92307692,132.5,54.75,97.6,95.5
KIAA0020,33.75,23,20.5,21.72727273,20,20.66666667,22.33333333,23.2,23.66666667,26.6,26,26.66666667,22,23.875,23.4,23,23.16666667,24.66666667,22.33333333,25.95454545,27.57692308,24.5,27.08333333,28.4,26
KIAA0040,76.75,62.5,49.375,63.90909091,147.3333333,64.66666667,40,50.4,86.33333333,176.2,118.75,70.5,86.45454545,125.375,76.4,201,84.91666667,97.83333333,74.83333333,137.6363636,115.1538462,282,57.75,442,315
KIAA0087,10.25,9.5,10.5,10,9.333333333,8.666666667,9.333333333,9.8,10.33333333,11.6,10.375,9.833333333,9.818181818,9.125,9.2,11.66666667,9.75,9.666666667,10.16666667,9.409090909,10.11538462,11,9.583333333,10.2,12.5
KIAA0090,198.625,102.5,250.625,255,255.3333333,116.6666667,317.6666667,148.2,142.1666667,114,122.75,109,194,240.25,162.2,154.6666667,243.3333333,274.5,235.1666667,109.5909091,97.30769231,129.5,78,64.6,110
KIAA0100,75.875,133.5,76.25,151,171.6666667,180,139.6666667,73.2,238,54.2,231.75,98,223.4545455,114.75,108.6,291.6666667,158.3333333,161.6666667,182.5,117.3636364,207.3846154,125.5,116.75,118,204.25
KIAA0101,33.125,34,44.5,107.2727273,21,37.33333333,76.66666667,53.8,206.1666667,61.6,54.5,36.83333333,58.72727273,47.875,35.4,40.66666667,61.33333333,86.91666667,47,47.86363636,76.61538462,164,44.58333333,118.2,133
KIAA0114,272.375,788.5,730.125,1257.181818,1415.666667,1717.333333,756.3333333,508.6,634.8333333,183.2,401.3125,217,356.7272727,198.25,223.8,391.6666667,594.5,785.75,1154.666667,950.6818182,1015.346154,432.5,590.75,75.2,1257.5
KIAA0125,18,27,21.625,22.36363636,21.66666667,27.66666667,19,22,724,227.2,34.9375,38.66666667,22.54545455,23.625,21,24.33333333,40.75,31.58333333,267.8333333,32.31818182,43.19230769,25,27.91666667,34.8,370
KIAA0141,302.625,247,366.875,395.5454545,436.3333333,256.3333333,346.3333333,311.8,282.8333333,226.2,512.6875,676.1666667,337.9090909,310.375,406,317.3333333,433.3333333,419.4166667,319.6666667,350.1363636,293.9615385,349.5,537.5,303.2,340
KIAA0146,76.875,125,123.375,91.45454545,96.66666667,66.66666667,105.3333333,125.6,175.3333333,98.4,158.8125,96.66666667,92.54545455,77.625,121.6,51.66666667,154.1666667,185.5833333,131.8333333,94.95454545,48.07692308,119,113.8333333,77.8,68
KIAA0174,9.75,9.5,9.5,9.818181818,12,10.66666667,10.66666667,9,8.333333333,13.6,13.125,12.33333333,11,12.875,13.6,10,10.75,10.33333333,9.833333333,11.22727273,13.57692308,9.5,12.66666667,19.4,19
KIAA0182,175.625,211,313,86.36363636,493.6666667,261.3333333,369.6666667,277.6,358.8333333,347,242.5625,428,230.0909091,241,314.2,134.6666667,448.75,380.0833333,59.83333333,195.2272727,285.1538462,309.5,524.5,266,142.75
KIAA0195,71.625,320.5,99.875,152.6363636,141.6666667,104.3333333,132,115,120.3333333,35.6,138.5,149,180.2727273,141.25,246.2,122,188.6666667,176.3333333,132.6666667,231.2272727,105.3076923,215.5,154.5833333,106.6,92
KIAA0196,485,303.5,544.5,504.4545455,563.6666667,418.6666667,664.6666667,542.8,413.6666667,232.6,371.625,330.5,709.9090909,587.875,518,562.3333333,539.75,463.8333333,409.8333333,385.7727273,332.1153846,475,229.5833333,214.6,230.5
KIAA0226,103.375,222.5,301.125,310.2727273,198.6666667,355,432,189.2,295.8333333,536.4,519.875,891.1666667,409.6363636,527.5,475.2,784,746.25,681,1753.333333,606.9090909,437.4230769,616.5,548,417.8,429.75
KIAA0232,397.375,434,555.125,417.1818182,710.6666667,552,816,405.6,745.1666667,448.8,542,552.8333333,685.7272727,532.125,587,392.3333333,627.0833333,539.0833333,630.5,485.2727273,407.6153846,499.5,516.8333333,2234,102.25
KIAA0240,66.125,87,177.75,99.54545455,69.33333333,83,63.33333333,184.8,281,739.6,251.8125,301.6666667,179.2727273,151.125,120.8,106.6666667,304.25,247.3333333,204,614.6363636,271.3846154,364.5,615.8333333,593.8,168.25
KIAA0247,511.125,559.5,682.25,358.3636364,461.6666667,443.3333333,357.6666667,299.8,503.3333333,563.6,1024.6875,1256,1428.727273,2105.375,1827.4,1726.333333,1813.916667,1986.583333,898,729.5,514.2692308,1154.5,2618.75,4273,409.75
KIAA0284,238.25,441,190.125,300.4545455,272.6666667,512.6666667,237.3333333,192,135.6666667,81.8,144.5625,136.5,92.72727273,99.875,91.6,104.3333333,67.66666667,83.5,73.33333333,155.8181818,130.9615385,129,81.41666667,125.2,128.5
KIAA0317,192.75,265,345.25,344.1818182,256,196.3333333,441.3333333,174.2,205.1666667,106.4,294.625,248.1666667,396.0909091,370.875,458.2,369.6666667,278.8333333,260.8333333,288.1666667,273.2727273,303.3076923,336,512.5,1197.2,121.5
KIAA0319,36,33,36,34.63636364,33.33333333,28.33333333,34.33333333,34.2,28.5,42.2,38.75,37.16666667,35.09090909,30.875,37.4,36.33333333,36.91666667,38.25,36.16666667,26.90909091,35.5,29,34.08333333,124.6,49.75
KIAA0319L,151,415,151.25,192.1818182,248.3333333,260.3333333,231.3333333,255.6,154.5,75.2,336.4375,204.5,208.8181818,227,324.2,179,127.5,127.6666667,126.3333333,255.2272727,181.8846154,358,203.25,355.8,150.5
KIAA0355,241.75,104.5,526.5,446.4545455,148.3333333,235.6666667,379.3333333,333.4,172.1666667,341.2,117.75,144.8333333,92.72727273,77.625,131.2,74,476.0833333,422.75,417.1666667,519.5454545,286.6923077,89.5,257.5,162.6,190.5
KIAA0368,20.625,24,45.625,42.81818182,34,23,25.33333333,37.4,65.33333333,31.6,24.6875,26.66666667,20.27272727,20,28.8,16,37.91666667,30,39.16666667,34.09090909,24.53846154,24.5,18.75,16.8,22.75
KIAA0391,31.125,32.5,34.875,35.45454545,35,29,32,34.6,26.66666667,38.2,36.5625,31.83333333,34.90909091,30.625,34.8,38.66666667,28.25,30.25,30.5,52.18181818,34.61538462,40.5,38.41666667,45,37.25
KIAA0406,132.875,125.5,155.125,262,202.3333333,146.3333333,142.6666667,216.2,296.1666667,109.2,113.8125,124.5,164.4545455,144.25,214.6,120.6666667,142.3333333,151.5,120.5,259.0454545,136.4230769,321,132.5833333,75.2,77
KIAA0408,9.5,10,10.125,10,13.33333333,9.666666667,10.66666667,10.4,10.33333333,10,11.8125,10.83333333,10.09090909,9.75,9.6,10.33333333,9.5,10,9.166666667,12.04545455,14.07692308,9.5,10.16666667,13.2,14
KIAA0415,133.125,73,150.75,125,126.6666667,70,198,88.4,59,61.6,155.75,174.3333333,133.0909091,140,212.2,210.3333333,165,140.75,125.3333333,151.3181818,105.8846154,146.5,220.8333333,215,103.75
KIAA0427,224.875,102.5,384.5,139.5454545,121.3333333,115.6666667,108,182.8,59.5,72,76.25,74.33333333,77.90909091,74,104.2,63.33333333,86.41666667,94.75,65.66666667,49.59090909,45.07692308,57,76.75,61,48.75
KIAA0430,146.5,246,447.25,337.4545455,313.6666667,340.3333333,446.6666667,443.8,245.6666667,489.2,483.9375,567.6666667,459,447.375,601.6,218.6666667,605.5,512.4166667,666.3333333,690.5909091,569.5769231,495.5,730.1666667,1719,596.75
KIAA0467,47.25,79.5,69.5,58.90909091,91.33333333,91.66666667,126.3333333,84,70,53.8,102.875,144,88.45454545,102.375,151.4,63.66666667,105.6666667,95.25,88.66666667,187.0454545,84.88461538,99,88.08333333,105.4,73
KIAA0485,15.5,19.5,23.125,56.09090909,93.33333333,27.66666667,15.33333333,103,92.83333333,19.8,37.125,35.33333333,23.63636364,18.375,21.6,24.66666667,20,16.25,18.83333333,40.18181818,43.11538462,12,15.75,21.4,38.25
KIAA0494,774.25,1041.5,990.5,898.1818182,793.3333333,1251.666667,1027,932.8,763.3333333,1733.2,1164.3125,1027.166667,1160.363636,944,1021.8,599.3333333,1505.333333,1323.416667,1740.333333,1761.363636,976.7307692,1187,663.5,1058.4,1425.25
KIAA0495,126.5,64,66,64.63636364,47.33333333,74.33333333,113.6666667,66.2,37.83333333,56.2,52.8125,61.33333333,71.27272727,71.125,64.6,65.66666667,75.16666667,69.16666667,72.66666667,68.90909091,39.53846154,54.5,62.83333333,47.8,50.5
KIAA0509,31.375,30,22.375,24.72727273,25.66666667,30.66666667,24,24.4,25.66666667,41.6,34.1875,36.83333333,24.90909091,26.5,24.8,21,25,23.58333333,21.83333333,27.22727273,38.38461538,25,16.83333333,39.6,46.25
KIAA0513,21.5,32,16,22.09090909,15.66666667,44,17.33333333,17.2,19.83333333,55.4,32.5625,48.83333333,28.09090909,35.375,34.4,32.66666667,21.41666667,19.58333333,27.16666667,18.81818182,22.46153846,19.5,17.58333333,23.6,25.75
KIAA0528,242.125,206.5,500.375,459.3636364,302.6666667,173,390.3333333,693.4,977.1666667,888.8,550.0625,988.6666667,557.9090909,503.125,612.6,414,897.75,858.4166667,1233.5,895.8636364,530.7692308,825,618.1666667,480,521
KIAA0556,119.625,203,128.5,140.2727273,135.3333333,135.3333333,155,172,84.66666667,85,123,194.6666667,167.5454545,142.625,227,110.3333333,186.9166667,160.5833333,139.1666667,162.1818182,86.19230769,112.5,222.4166667,284.4,63.75
KIAA0562,40.625,29,88.125,45.90909091,42.33333333,31,37.66666667,38.2,33.33333333,31,29.75,43.5,42.63636364,32.375,39.4,35.33333333,43.75,43.41666667,63.33333333,73.45454545,25.03846154,82,66.16666667,22,21.5
KIAA0564,23,48.5,31,37.18181818,42.66666667,24.33333333,31.33333333,30.6,38.16666667,20.2,27.8125,43.16666667,84.63636364,85.25,46,45.33333333,46,46.83333333,47.33333333,37.31818182,36.30769231,57,135.25,20.4,19.75
KIAA0586,145,99.5,143.125,215,190.3333333,132.3333333,222.6666667,187.6,194.3333333,225.2,120.5,127.5,172.9090909,159.75,141.2,116,152.3333333,162.8333333,164.8333333,207.8636364,202.2692308,209.5,101.3333333,106.8,229.75
KIAA0649,128,192.5,150,163.0909091,88.66666667,113,170.3333333,112.6,108.8333333,66.8,100.5,94.83333333,157.1818182,140,217.4,176,127.5,115.3333333,50.66666667,52.27272727,56.15384615,51.5,95.5,62.4,57.5
KIAA0652,243.75,253.5,193.25,243.5454545,221.6666667,339.3333333,489,276.4,198.3333333,71.4,231.3125,278.3333333,257.8181818,323.375,259.4,208.3333333,231.3333333,182.3333333,207.6666667,231.5454545,270.9230769,292,121.3333333,327.6,222.5
KIAA0664,125.375,145,90,109.0909091,93,107,85.33333333,119.6,97,118,155.4375,162.5,108.2727273,114.875,96.8,128.3333333,108,92.16666667,94,101.4545455,114.2692308,104,141.5,130.2,125.25
KIAA0748,14.75,18,15,16.36363636,15,15,12.66666667,14.8,25.16666667,31.6,28.125,22.33333333,17.27272727,25.375,14.6,22.66666667,18.5,16.66666667,14.83333333,243.4545455,81.65384615,108,22.75,26,61.75
KIAA0753,113.5,159.5,197.375,223,132.3333333,103.6666667,145.3333333,220.8,162.8333333,104.8,131.0625,127.6666667,147.8181818,131.625,192,123,151.0833333,127.75,184,164.0454545,115.6538462,197.5,163.1666667,215.6,87
KIAA0754,35.125,73,40.375,43.54545455,41.66666667,54,35,39.6,77.16666667,46,71.9375,64.83333333,49.81818182,52.75,43,50.33333333,46.16666667,48.16666667,47,63.63636364,82.38461538,45.5,39.5,61.6,78.75
KIAA0776,421.25,434.5,379.75,286.1818182,275.6666667,464.3333333,124,474.4,506.1666667,332,215.6875,279.5,467.0909091,438.25,593.8,380.3333333,224.5833333,240.1666667,396.5,581.8636364,324.6153846,294,341.0833333,36.8,141.75
KIAA0802,259,59.5,487.375,252.6363636,67,131,246.3333333,531,78.33333333,31.8,21.1875,21,28.54545455,23,26.8,19.66666667,22.66666667,32.25,195,20.81818182,22.84615385,22.5,26.16666667,19.8,26
KIAA0831,98.25,128.5,242.25,170.9090909,189.6666667,155.6666667,170.3333333,309.8,135,225,145.75,179.1666667,184.2727273,158.5,227.2,123.3333333,228.9166667,200.25,319,275.5,304.6923077,133,1073.5,55,76.75
KIAA0892,204.75,232.5,437.5,327.3636364,265,282.3333333,241.3333333,341.8,411.5,477,383.625,429,285.2727273,258.625,345,217,515.1666667,488.6666667,513.5,507.8636364,379.8846154,422,557.5833333,602,191.25
KIAA0894,209,249,185,249.5454545,158,261,175,391.2,685.5,469.4,684.3125,535.8333333,325.6363636,390.875,366.8,291.3333333,435.75,437.5833333,417.1666667,631.4090909,859.5,251,494.6666667,772.2,1343.25
KIAA0895,17.25,28,12.25,18.90909091,11.66666667,32,14,13.4,19.16666667,10,8.8125,8.666666667,8.454545455,8.875,8.2,9,9.666666667,7.916666667,9.666666667,9.136363636,9.5,8,8.75,9.6,9.25
KIAA0895L,25.625,38.5,42.5,58.36363636,38,49.66666667,49,57.2,30.5,29.6,36.1875,37.5,38,34.375,42,33.33333333,59.25,73.16666667,56.83333333,34.36363636,24.69230769,63.5,29.25,32.8,26.75
KIAA0907,262.75,275.5,581.875,649.9090909,447.6666667,745.3333333,614.3333333,637.4,534.6666667,372.2,303.25,302.1666667,386.7272727,379.75,920,192,725.25,594.5833333,1592,1134.954545,447.2692308,498.5,334.0833333,269.6,449.75
KIAA0913,248.625,355.5,395.875,435.7272727,446.6666667,721,842.3333333,423.6,113.8333333,124,372.1875,449.1666667,428.0909091,413.125,784.4,440.3333333,232.75,199.25,308.5,413.8636364,348.6153846,482,693.75,1120.4,131.5
KIAA0922,116.25,130.5,171.125,181.9090909,128,155.6666667,109.6666667,232.8,268.6666667,280.2,651.3125,1174.166667,129.8181818,251.875,302.8,101,1017.083333,544.0833333,196.5,828.7727273,534.0769231,440,592.1666667,924,494.25
KIAA0947,278,105,409,450.9090909,323.3333333,219.3333333,426.6666667,412.8,337.1666667,522,233.375,262.3333333,258.7272727,310.625,337.2,259,510.6666667,535.4166667,587,593.6363636,565.6923077,414,1088.416667,134.8,219
KIAA1009,51,41.5,75.5,83.09090909,54.66666667,48,84.66666667,77,55.83333333,256,84.375,89.33333333,65.36363636,75.5,63.8,55.33333333,54.25,58,104.3333333,82.13636364,51.19230769,65,62.91666667,81,58.5
KIAA1012,824.375,493,655.625,805,841,2002.333333,1003.333333,829,796.1666667,629,808.375,847.8333333,1141.272727,1159.25,1109.4,602.6666667,874.6666667,789.25,1219.166667,1219.227273,715.1538462,1012,1223.833333,1926.8,675.25
KIAA1024,15.375,18,15.75,18.27272727,14.33333333,14.33333333,15.33333333,15.2,14.16666667,15,13.875,11.83333333,15.81818182,14.25,21.4,14.33333333,16.08333333,14.75,24.66666667,12.63636364,13.30769231,12.5,16.33333333,16.4,13.75
KIAA1033,964.625,374.5,1006.125,1226.363636,1048,668.6666667,1318.333333,860.2,764.3333333,1026.8,1391.8125,1552.666667,1738.818182,1656.5,2014.4,1410.666667,974.3333333,726.6666667,1116.166667,725.1363636,624.4615385,705.5,390.9166667,1907.8,1562.75
KIAA1045,53.5,48,35.375,43.45454545,41,51,40.33333333,47.2,56,43.6,59.875,54.83333333,42.63636364,39.25,42.6,41.33333333,52.25,52.25,41.16666667,51.5,59.88461538,37.5,40,72.6,89.25
KIAA1107,13.5,17,22.125,12.09090909,18,10,15.66666667,20,14.16666667,11,10.4375,11.5,15,12.25,12.8,11.33333333,9.833333333,10.83333333,12.83333333,15.45454545,11.26923077,9.5,13.08333333,12,10.5
KIAA1109,395.375,181,674.625,366.9090909,470,279.3333333,305,1043.8,530.1666667,534.8,416.0625,674.8333333,407.8181818,447.75,511.2,254.6666667,858.1666667,709.1666667,851.8333333,887,789,361.5,1559.75,1171,263.5
KIAA1143,353,251.5,299.625,327.5454545,358,207.3333333,321.3333333,340.2,450.1666667,274.4,431.0625,376.8333333,389.3636364,307.5,299.8,446.6666667,399.6666667,378.1666667,306.6666667,311.3181818,848.1923077,544,1104.666667,384.8,519
KIAA1147,149,378,150.75,460.6363636,146.3333333,205.6666667,235,169.4,968.1666667,961.4,250.625,203.6666667,574.1818182,216.5,360.2,279.3333333,448.5,359,858.8333333,895.5,629.9615385,338.5,610.4166667,128,676.25
KIAA1161,13.875,108.5,20.75,32.81818182,21.66666667,18.66666667,13.33333333,18.6,18.83333333,33.6,20.8125,20.5,15.09090909,15.75,16.8,13.33333333,14.16666667,16.91666667,16.66666667,17.72727273,21.96153846,20.5,15.33333333,24,30.75
KIAA1191,1435.625,1135,1710.625,1454.727273,984.6666667,1147,955,1530.8,421.1666667,1278,456.375,467.3333333,568.8181818,485.75,675.6,818,666,804.3333333,909.8333333,767.4090909,659,955.5,1051.833333,163,494
KIAA1199,623.125,98.5,454.875,51.90909091,51.66666667,60.66666667,55,868.2,56.33333333,42.8,56.3125,63.33333333,47,47.875,48.6,68.66666667,56.58333333,53.66666667,46.66666667,47.59090909,53.23076923,56.5,42.58333333,42,52.25
KIAA1210,10.25,15,13,11.63636364,10,11.33333333,11.33333333,10.6,13.16666667,10.8,14,13.5,59.81818182,27.75,11.8,77.33333333,11.41666667,11.75,11,12.5,15.19230769,13,10.91666667,14.2,19.75
KIAA1211,9.125,9,12.5,75.45454545,10,8.666666667,65.33333333,11.2,328.6666667,75.6,9.75,9.666666667,11.18181818,9.625,9.6,11.33333333,16,12.16666667,9.5,9.636363636,9.538461538,9.5,9.583333333,10,11.5
KIAA1217,50.25,47,39,42.81818182,46.66666667,46.66666667,36.33333333,67,70.66666667,43.4,56.875,55.16666667,44,43.75,45.4,39.66666667,54,61.25,49.5,54.04545455,67.65384615,42.5,45.08333333,49.4,106
KIAA1239,8.125,10.5,8.625,9.181818182,9,28.66666667,7.666666667,8.6,9.333333333,12,10,9.666666667,9.272727273,9.25,8.8,11,9.416666667,8.583333333,8.666666667,9.090909091,9.576923077,8.5,9.916666667,10,10.75
KIAA1244,223.125,155,216.25,267.8181818,231.3333333,273,237.6666667,248.6,119.5,138.2,202.3125,107.3333333,116.6363636,102.625,135.6,122.6666667,130.1666667,113.6666667,132.1666667,107.3636364,196.3461538,151.5,168.25,110.4,158.5
KIAA1257,30.25,35,27.75,30.18181818,31.33333333,37,21,29.8,31,44.4,42.4375,38.16666667,29.18181818,29.375,28.2,38.66666667,29,26.75,27,32.31818182,36.07692308,27.5,31.83333333,94.6,49.5
KIAA1267,343.875,555.5,506.625,502.5454545,412,515.6666667,397,492.8,599.6666667,771.8,700.4375,964.5,595.2727273,535,504.8,481.6666667,660.9166667,654.6666667,691,1775.863636,1539.692308,838,2315.833333,1167.2,574
KIAA1274,69.375,63,30.625,151.9090909,32.33333333,30.33333333,29.66666667,36.6,133.5,33.8,38.8125,45.5,43,40.125,34,40,212.75,280,553.3333333,38.59090909,44.69230769,73,38,43.6,46
KIAA1279,708.125,233.5,746.125,721.4545455,574.3333333,490.3333333,800.3333333,534.2,68,68.6,54.5625,75.83333333,357.5454545,222.5,341.4,335,48.91666667,40.91666667,60.83333333,127.0454545,80.88461538,232.5,51.5,71.8,53.5
KIAA1310,104.625,107.5,61.25,74.27272727,58,81.66666667,102.3333333,80.8,63.5,68,76.625,76.16666667,81.72727273,81.125,90.2,84,61.58333333,55.16666667,50.66666667,72.22727273,74.42307692,128.5,85.41666667,66,73.5
KIAA1324,37.25,43.5,35.75,71.72727273,34.33333333,31,26.66666667,37,33,82.8,82.0625,46.66666667,28.09090909,32.875,29.8,31.66666667,26.58333333,33.83333333,23.5,110.5454545,68,30.5,35.5,2611.8,47.25
KIAA1324L,41,70,384,411.5454545,64,41.33333333,39.33333333,62.6,97.16666667,86.4,40.875,47.83333333,36.27272727,32,38.8,50,113.8333333,117.5833333,97.16666667,98.45454545,94.84615385,60.5,134.25,38.2,56.5
KIAA1328,65.75,52,58.875,50.54545455,69,50.33333333,50.66666667,52.8,61,90,51.0625,54.83333333,54.09090909,46.375,49.6,48.66666667,48.16666667,54.66666667,40.66666667,54.04545455,55.19230769,62.5,60.66666667,49,61.75
KIAA1370,282.875,755.5,441.125,393.8181818,1297,1487.666667,222.6666667,449,238,359.2,175.75,184.6666667,364.3636364,218.125,342.4,119.6666667,351.75,334.9166667,1771.5,726.9090909,1314.461538,592,904.6666667,1116,697
KIAA1377,34,20,33.125,50.63636364,64.66666667,16,21.66666667,52,26.83333333,20.6,16.1875,14.66666667,12.45454545,12.5,12.4,14,14.75,15.66666667,30.33333333,23.13636364,24.61538462,13.5,49.25,14.6,26.75
KIAA1383,12.375,12.5,11.125,12.27272727,12.33333333,10,15.33333333,10.8,18.5,11,13,10.66666667,12.18181818,12.25,10.4,13,14.25,14.58333333,13.83333333,11.59090909,13.92307692,9,9,13.6,13.75
KIAA1407,22.875,51,33,36.36363636,37,39.66666667,33.66666667,48.8,29.5,94.8,39.5,42.16666667,44.45454545,42,59,33,36.16666667,30.75,88.16666667,61.90909091,37.07692308,29,66,29.4,119
KIAA1409,38.875,39.5,31.875,38.36363636,41,37,41,41.6,35.33333333,35,49.0625,52,50.45454545,50.25,40,51.33333333,46.25,47.66666667,49.5,35.27272727,41.15384615,32,29.75,44,51.75
KIAA1429,292.5,285,439.125,451,509.3333333,275,441.6666667,644.6,200.3333333,340.2,262.8125,190.6666667,299.8181818,258.125,337,227.6666667,284.25,297.25,339,335.8181818,378.7692308,327.5,279.0833333,320.6,309
KIAA1430,1623.25,452.5,1740,962.3636364,998.6666667,866,989.6666667,1256,2044.833333,1165.6,230.5,333.8333333,493.6363636,417.375,404.2,540.3333333,847.1666667,1316.75,1468.166667,1202.772727,486.1538462,1024,815.25,74,736.75
KIAA1432,165.5,76,277.75,141.2727273,131.6666667,144.6666667,137.6666667,164.6,281.5,175.8,271.5625,305.5,171.6363636,205,140.8,121,444.8333333,352.5833333,441.8333333,164.2272727,110.4230769,128,303.3333333,168.8,85.5
KIAA1462,194.625,9,139.875,96.18181818,42,7.666666667,16,23.4,11.5,8.4,9.75,9.5,8.272727273,8.625,10.2,8.666666667,9.083333333,9,9,8.181818182,9.269230769,9.5,9.583333333,9.4,9
KIAA1466,14.25,18,17.375,21.18181818,30.33333333,15,13,13.8,39.83333333,129,36.125,66,30.45454545,60.25,84,29.33333333,32,16.25,18.33333333,71.40909091,63.03846154,26.5,103.25,502,21.25
KIAA1467,57.125,83.5,159.625,116.3636364,91,153,56.66666667,64.8,128.5,70,89.3125,101.5,112.5454545,121,108.6,91,78.33333333,97.5,106.1666667,74.27272727,58.84615385,54.5,43.25,54,68
KIAA1468,134.25,208,211.5,170,182,243.6666667,255.3333333,184.6,150,182.6,218.375,263.3333333,184.1818182,173.875,321.8,98.33333333,299.6666667,228.3333333,389.3333333,256.6818182,225.4615385,138,249.4166667,321,135.25
