"gene_symbol","Neutrophils","T_cells_Gamma_Delta","Monocytes","Macrophages","T_cells_CD4.","Fibroblasts","Keratinocytes","Blood_CD34._cells","Vascular_Endothelial_Cells","Platelets"
"AANAT",17.514225,15.618304,16.597476,16.760836,15.9201,16.329681,15.856324,15.335056,15.968016,18.028516
"AARS",45.941284,96.118416,70.408881,82.428241,86.583025,93.934864,88.679889,85.784644,87.553449,67.519089
"AARS2",36.336784,57.836025,42.016324,46.607929,52.027369,44.275716,49.266361,51.6961,43.454464,41.139396
"AARSD1",22.344529,31.304025,25.654225,26.988025,28.6225,30.349081,28.590409,32.913169,27.962944,33.663204
"AASDH",35.748441,53.450721,45.589504,47.582404,52.316289,46.280809,57.805609,53.129521,47.155689,45.941284
"AASDHPPT",36.578304,57.486724,46.036225,46.226401,50.466816,48.664576,54.361129,52.475536,51.4089,38.5641
"AASS",16.248961,14.661241,15.295921,15.563025,17.438976,26.604964,25.938649,25.573249,30.151081,19.044496
"AATF",74.338884,97.2196,80.928016,75.272976,85.581001,74.442384,78.375609,81.667369,74.839801,58.232161
"AATK",71.503936,45.995524,59.660176,55.249489,49.112064,51.912025,50.481025,49.477156,48.790225,66.569281
"ABAT",52.157284,32.878756,41.177889,43.9569,44.635761,34.187409,39.237696,38.862756,29.365561,75.951225
"ABCA1",51.194025,15.515721,41.757444,46.294416,20.820969,32.9476,33.143049,28.366276,28.344976,21.003889
"ABCA11P",18.164644,27.541504,19.456921,20.684304,29.398084,29.495761,29.953729,26.399044,27.510025,26.5225
"ABCA12",11.539609,12.061729,11.390625,11.256025,11.478544,11.655396,74.770609,11.9025,11.485321,12.510369
"ABCA13",10.556001,12.222016,8.952064,8.708401,8.720209,8.803089,11.048976,11.309769,8.7616,9.541921
"ABCA17P",16.128256,20.802721,15.745024,15.968016,21.483225,16.016004,16.184529,19.149376,14.799409,21.022225
"ABCA2",33.535681,39.413284,29.986576,29.986576,31.685641,33.918976,29.257281,30.107169,30.591961,34.880836
"ABCA3",32.569849,37.748736,34.739236,34.035556,38.526849,33.535681,35.093776,37.994896,60.233121,45.104656
"ABCA4",21.977344,20.385225,20.647936,21.169201,20.268004,20.820969,20.930625,19.386409,34.164025,22.071204
"ABCA5",26.255376,20.675209,21.187609,26.245129,35.952016,27.636049,38.950081,27.060804,34.4569,22.353984
"ABCA6",14.235529,11.785489,15.824484,17.123044,13.293316,21.455424,13.505625,13.5424,26.946481,16.144324
"ABCA7",64.352484,46.949904,49.942489,43.086096,58.476609,33.2929,46.226401,47.596201,35.952016,44.4889
"ABCA8",18.292729,15.784729,16.467364,16.842816,15.888196,22.174681,16.289296,15.872256,16.459249,18.275625
"ABCA9",15.437041,13.793796,14.830201,14.5924,14.122564,16.867449,14.523721,14.3641,14.799409,16.966161
"ABCB1",18.974736,29.844369,19.123129,18.550249,30.448324,15.776784,16.144324,35.473936,17.089956,21.855625
"ABCB10",32.649796,88.435216,52.969284,61.011721,66.243321,61.606801,56.670784,76.772644,67.7329,61.575409
"ABCB11",15.499969,14.462809,15.4449,15.303744,14.876449,14.424804,14.205361,15.031129,14.707225,20.241001
"ABCB4",18.757561,17.514225,19.342404,21.270544,17.715681,21.298225,16.120225,18.983449,15.904144,22.448644
"ABCB5",16.265089,15.116544,15.960025,18.636489,15.3664,15.272464,15.586704,15.547249,15.085456,15.984004
"ABCB6",32.478601,33.744481,32.251041,33.8724,34.880836,39.828721,40.157569,35.5216,39.400729,46.24
"ABCB7",30.658369,64.4809,60.855601,56.927025,61.984129,51.9841,59.474944,67.8976,65.254084,45.792289
"ABCB8",30.085225,37.002889,31.304025,32.8329,32.672656,33.535681,32.890225,29.833444,31.114084,31.787044
"ABCB9",26.811684,23.833924,26.842761,27.804529,25.867396,25.613721,25.060036,26.925721,27.331984,32.547025
"ABCC1",59.814756,70.761744,64.899136,74.874409,63.0436,71.334916,67.190809,68.013009,66.879684,56.415121
"ABCC10",42.706225,58.721569,50.154724,61.355889,66.487716,58.186384,59.089969,49.9849,61.340224,43.744996
"ABCC11",25.431849,20.376196,21.855625,22.325625,21.270544,20.322064,19.8916,19.963024,20.034576,25.999801
"ABCC12",16.621929,14.220441,15.147664,15.303744,14.853316,14.2884,14.250625,14.814801,14.303524,15.808576
"ABCC13",18.267076,15.476356,16.711744,16.818201,16.507969,15.015625,14.945956,16.818201,16.040025,20.958084
"ABCC2",30.902481,21.418384,23.833924,23.068809,23.7169,22.5625,23.990404,21.307456,20.376196,25.664356
"ABCC3",31.741956,27.279729,40.462321,49.084036,28.111204,38.378025,38.775529,28.793956,29.713401,59.706529
"ABCC4",18.870336,30.569841,22.905796,22.505536,23.629321,31.069476,21.150801,35.153041,23.454649,64.979721
"ABCC5",41.319184,37.773316,34.916281,39.337984,37.564641,36.4816,38.378025,46.457856,37.429924,51.897616
"ABCC6",22.127616,18.515809,25.431849,20.6116,18.447025,21.0681,17.909824,22.714756,20.169081,21.678336
"ABCC6P1",13.645636,11.710084,12.902464,12.787776,12.131289,12.348196,12.3201,12.737761,12.124324,15.007876
"ABCC8",30.4704,30.272004,27.751824,27.6676,26.9361,27.342441,27.888961,25.441936,26.801329,30.9136
"ABCC9",15.555136,13.351716,14.356521,14.523721,14.130081,16.120225,13.667809,13.995081,13.300609,15.194404
"ABCD1",29.257281,26.977636,31.516996,33.605209,26.296384,29.116816,25.341156,25.431849,27.973521,27.994681
"ABCD2",10.4329,34.257609,10.036224,9.8596,15.233409,9.603801,9.253764,9.504889,9.272025,11.553201
"ABCD3",25.623844,69.455556,43.678881,46.799281,52.142841,59.474944,65.739664,52.504516,64.786401,34.117281
"ABCD4",34.047225,35.940025,35.952016,38.900169,40.666129,35.688676,33.860761,39.917124,41.525136,29.3764
"ABCE1",29.724304,97.278769,65.480464,74.511424,75.116889,81.848209,87.946884,83.594449,83.448225,46.744569
"ABCF1",64.738116,91.412721,75.498721,78.127921,81.144064,78.8544,82.591744,80.6404,78.110244,54.184321
"ABCF2",31.719424,56.670784,42.419169,40.335201,49.8436,50.794129,50.183056,45.225625,50.381604,34.4569
"ABCF3",47.541025,58.079641,52.8529,54.567769,49.547521,58.491904,53.758224,43.546801,55.890576,35.868121
"ABCG1",72.012196,42.25,41.011216,60.341824,42.471289,17.330569,56.160036,43.283241,81.830116,31.337604
"ABCG2",20.958084,26.050816,20.088324,59.4441,23.396569,21.659716,39.5641,32.114889,39.790864,29.713401
"ABCG4",31.854736,28.037025,30.569841,30.371121,28.826161,28.111204,35.070084,28.09,28.6225,36.687249
"ABCG5",16.883881,16.353936,15.085456,15.713296,15.139881,14.945956,14.341369,14.8996,14.876449,15.634116
"ABCG8",19.8916,17.497489,18.774889,18.905104,18.386944,18.249984,18.412681,18.49,17.514225,19.474569
"ABHD1",26.450449,23.213124,24.980004,24.810361,24.571849,23.7169,22.231225,24.910081,22.648081,26.543104
"ABHD10",34.187409,67.634176,48.650625,58.614336,59.969536,57.668836,47.485881,64.850809,57.093136,39.4384
"ABHD11",36.300625,42.198016,37.356544,38.502025,33.721249,39.589264,35.462025,33.200644,36.554116,35.307364
"ABHD12",32.126224,59.197636,49.575681,70.576801,41.319184,59.582961,61.811044,40.8321,58.033924,32.798529
"ABHD12B",12.823561,11.296321,11.370384,11.343424,11.262736,11.055625,17.114769,12.082576,11.035684,12.152196
"ABHD13",42.784681,36.905625,36.529936,26.440164,38.130625,24.641296,26.255376,34.621456,26.368225,21.150801
"ABHD14A",36.024004,64.464841,39.677401,47.210641,57.820816,59.320804,38.912644,52.4176,49.252324,42.994249
"ABHD14B",32.993536,70.913241,52.649536,54.626881,64.416676,69.655716,55.681444,57.775201,63.489024,43.930384
"ABHD15",22.524516,55.606849,33.64,38.489616,40.132225,38.601369,34.798201,36.012001,33.327529,23.493409
"ABHD2",82.210489,46.362481,54.302161,62.031376,39.551521,44.249104,38.787984,48.205249,49.900096,31.259281
"ABHD3",93.528241,96.668224,75.707401,84.143929,88.266025,37.687321,63.425296,69.505569,42.458256,64.384576
"ABHD4",49.028004,35.7604,38.044224,45.225625,34.869025,45.927729,41.280625,35.581225,46.9225,68.873401
"ABHD5",68.2276,33.315984,36.747844,36.808489,24.6016,35.940025,46.621584,29.582721,29.474041,32.649796
"ABHD6",22.401289,35.545444,35.0464,38.390416,25.816561,30.503529,42.745444,25.633969,38.638656,29.322225
"ABHD8",27.112849,28.121809,29.506624,29.833444,26.759929,29.333056,30.107169,25.563136,29.855296,24.216241
"ABI1",58.798224,50.6944,55.785961,56.957209,54.361129,48.066489,57.365476,52.548001,49.477156,57.744801
"ABI2",33.732864,48.692484,38.378025,39.112516,46.840336,52.403121,43.970161,49.857721,54.184321,55.234624
"ABI3",50.112241,76.825225,60.949249,54.361129,51.437584,40.005625,39.488656,41.576704,64.738116,52.911076
"ABI3BP",12.222016,11.122225,11.840481,12.802084,11.607649,27.846729,15.824484,14.047504,30.614089,13.490929
"ABL1",41.563809,59.721984,59.043856,64.016001,60.466176,88.585744,66.928761,70.3921,78.836641,37.3321
"ABL2",34.786404,39.325441,47.734281,58.553104,39.087504,55.995289,48.413764,40.602384,56.460196,32.775625
"ABLIM1",46.635241,43.678881,42.016324,34.798201,83.704201,39.8161,94.361796,64.866916,81.866304,78.216336
"ABLIM2",34.140649,29.3764,30.393169,30.525625,30.813601,26.904969,30.880249,28.376929,31.854736,32.993536
"ABLIM3",35.129329,27.636049,36.675136,34.774609,27.783441,52.577001,42.7716,28.890625,75.359761,112.593321
"ABO",24.740676,27.730756,25.080064,24.373969,24.137569,24.176889,26.378496,23.116864,24.740676,31.047184
"ABP1",22.819729,20.994724,17.799961,22.344529,15.460624,14.523721,15.046641,15.649936,14.569489,15.816529
"ABR",57.335184,58.660281,60.590656,67.947049,49.098049,55.666521,49.028004,42.003361,57.76,37.491129
"ABRA",12.194064,11.7649,11.573604,11.478544,11.182336,11.209104,11.002489,11.323225,11.410884,11.992369
"ABT1",55.815841,74.459641,62.141689,56.610576,65.496649,57.988225,62.173225,58.844241,60.590656,43.0336
"ABTB1",53.846244,30.107169,33.535681,29.789764,31.036041,28.558336,26.873856,26.666896,29.116816,32.741284
"ABTB2",35.688676,34.269316,35.462025,33.166081,30.536676,35.485849,35.533521,32.695524,29.800681,39.225169
"ACAA1",83.265625,75.655204,78.234025,80.263681,75.359761,67.256401,80.2816,75.603025,70.610409,69.205761
"ACAA2",40.144896,77.492809,60.202081,67.010596,54.449641,61.905424,52.142841,59.120721,56.866681,60.559524
"ACACA",32.970564,51.811204,38.950081,41.036836,42.706225,50.523664,64.1601,51.753636,51.279921,42.107121
"ACACB",37.527876,31.192225,33.7561,36.9664,40.627876,31.708161,32.182929,41.705764,35.892081,35.796289
"ACAD10",26.708224,29.224836,27.962944,27.269284,27.154521,26.687556,26.7289,26.286129,26.853124,27.888961
"ACAD8",39.4384,60.762025,45.144961,47.279376,49.028004,47.485881,55.920484,45.684081,54.715609,27.646564
"ACAD9",25.694761,39.778249,35.700625,39.112516,36.578304,37.785609,44.528929,39.790864,37.810201,33.663204
"ACADL",16.3216,15.085456,14.784025,14.884164,15.1321,15.4449,18.896409,15.217801,14.394436,16.120225
"ACADM",35.676729,96.059601,67.420521,87.553449,82.537225,74.787904,79.103236,97.002801,81.613156,85.729081
"ACADS",36.012001,41.113744,42.536484,48.316401,43.573201,40.513225,38.365636,44.475561,48.818169,42.224004
"ACADSB",23.677956,37.970244,27.751824,33.547264,43.612816,33.953929,34.012224,36.929929,33.8724,27.008809
"ACADVL",69.405561,82.791801,90.8209,99.341089,81.432576,87.6096,99.022401,86.508601,90.345025,69.956496
"ACAN",30.647296,27.510025,28.121809,28.132416,27.206656,39.576681,24.453025,26.873856,25.928464,32.080896
"ACAP1",50.013184,58.476609,43.191184,35.295481,58.049161,30.891364,30.371121,48.288601,27.657081,45.171841
"ACAP2",72.063121,45.104656,51.051025,48.594841,45.118089,39.5641,44.275716,43.864129,39.879225,34.833604
"ACAP3",35.153041,41.873841,39.664804,36.917776,38.862756,43.191184,51.222649,35.952016,40.094224,24.127744
"ACAT1",18.939904,33.362176,25.010001,29.550096,28.858384,32.046921,28.869129,30.747025,34.070569,19.695844
"ACAT2",45.778756,91.240704,50.140561,70.207641,64.384576,69.772609,83.302129,65.966884,75.064896,39.765636
"ACBD3",56.5504,68.310225,67.174416,69.572281,64.064016,81.414529,78.659161,68.425984,67.782289,48.497296
"ACBD4",38.365636,44.408896,39.727809,38.613796,45.711121,39.69,39.175081,39.162564,40.144896,43.2964
"ACBD5",44.262409,57.547396,50.794129,57.289761,48.4416,51.566761,56.010256,47.554816,51.681721,32.729841
"ACBD6",32.103556,78.004224,49.238289,49.350625,60.575089,71.115489,67.864644,72.743841,75.759616,43.125489
"ACCN1",31.348801,27.489049,28.815424,29.5936,26.563716,26.481316,25.020004,26.061025,25.441936,32.695524
"ACCN2",33.7561,31.483321,32.251041,31.315216,31.225744,32.319225,31.967716,28.633201,28.955161,39.400729
"ACCN3",18.610596,17.355556,18.464209,19.998784,19.027044,17.322244,18.224361,17.489124,17.783089,18.301284
"ACCN4",34.821801,30.880249,35.034561,33.2929,31.449664,31.404816,29.724304,30.669444,28.227969,41.280625
"ACCN5",14.055001,13.454224,13.366336,13.097161,12.974404,12.709225,12.559936,13.366336,12.6736,14.630625
"ACCS",47.997184,33.154564,49.056016,48.902049,52.881984,45.2929,45.792289,66.814276,48.874081,65.076489
"ACD",48.608784,81.812025,48.399849,45.670564,66.308449,57.365476,53.978409,60.031504,64.593369,48.497296
"ACE",24.730729,22.5625,23.892544,36.108081,23.367556,27.237961,20.4304,24.226084,39.137536,25.948836
"ACE2",16.064064,14.235529,14.760964,15.225604,14.622976,14.077504,21.362884,14.845609,13.897984,17.514225
"ACER1",25.959025,25.4016,25.140196,24.552025,24.750625,24.671089,46.416969,22.212369,23.746129,23.097636
"ACER3",32.3761,40.157569,50.537881,59.105344,32.592681,38.613796,42.146064,40.972801,53.275401,69.372241
"ACHE",27.04,25.190361,26.584336,25.140196,24.393721,25.341156,24.413481,24.127744,25.310961,30.393169
"ACIN1",56.1001,65.642404,56.896849,52.186176,57.078025,57.138481,55.935441,52.533504,55.845729,44.023225
"ACLY",61.528336,94.187025,72.097081,74.632321,72.233001,92.582884,80.317444,70.997476,87.684496,58.874929
"ACMSD",12.236004,12.467961,11.881809,11.648569,11.390625,11.383876,11.168964,11.458225,11.336689,11.812969
"ACN9",24.492601,41.679936,23.532201,23.9121,37.871716,29.170801,37.797904,37.295449,24.730729,20.657025
"ACO1",36.228361,41.319184,49.252324,91.565761,45.319824,87.441201,58.049161,56.640676,81.414529,44.422225
"ACO2",41.7316,58.967041,52.664049,59.105344,49.956624,51.566761,55.190041,49.773025,56.957209,40.806544
"ACOT11",27.825625,25.563136,26.956864,29.138404,26.122321,25.755625,28.153636,28.174864,27.008809,31.158724
"ACOT12",10.942864,19.571776,11.282881,11.095561,10.837264,11.202409,10.916416,11.417641,11.404129,11.8336
"ACOT13",60.512841,87.160896,52.664049,87.254281,55.279225,77.6161,84.971524,64.288324,81.216144,59.660176
"ACOT4",22.6576,39.4384,21.288996,52.359696,29.203216,28.643904,26.2144,28.9444,23.941449,24.373969
"ACOT6",14.485636,12.737761,14.318656,14.455204,13.527684,13.995081,14.032516,13.808656,14.175225,14.807104
"ACOT7",30.019441,84.437721,35.093776,58.890276,44.3556,61.121124,66.536649,50.637456,69.989956,69.772609
"ACOT8",34.680321,44.662489,38.254225,38.638656,37.810201,37.112464,45.441081,39.8161,36.433296,39.967684
"ACOT9",91.853056,66.945124,91.087936,94.595076,65.383396,87.0489,74.684164,73.359225,101.284096,53.553124
"ACOX1",46.076944,33.120025,36.929929,42.484324,29.800681,36.397089,44.876601,33.663204,35.868121,27.133681
"ACOX2",23.174596,26.563716,27.206656,32.319225,23.068809,51.079609,23.853456,30.669444,28.206721,27.783441
"ACOX3",31.775769,41.165056,39.200121,47.375689,39.112516,43.797924,52.809289,38.464804,48.566961,29.365561
"ACOXL",18.190225,18.054001,17.181025,16.933225,16.801801,16.2409,16.475481,16.064064,15.984004,18.011536
"ACP1",36.929929,75.325041,57.350329,58.186384,62.631396,61.873956,60.777616,63.329764,61.748164,61.716736
"ACP2",35.952016,65.983129,63.107136,93.354244,47.251876,63.728289,57.108249,46.826649,78.943225,44.249104
"ACP5",44.023225,36.517849,67.535524,124.233316,47.375689,28.998225,50.993881,39.955041,29.877156,35.093776
"ACP6",57.259489,46.881409,39.037504,48.260809,58.308496,46.24,57.032704,62.615569,52.301824,36.687249
"ACPL2",32.615521,45.144961,31.494544,28.376929,40.551424,39.100009,33.5241,31.764496,21.7156,32.228329
"ACPP",46.267204,19.989841,43.138624,27.269284,19.465744,19.421649,39.463524,23.775376,17.969121,20.839225
"ACPT",48.594841,43.784689,44.849809,43.362225,45.104656,42.601729,45.319824,44.689225,42.588676,39.841344
"ACR",24.542116,23.590449,23.068809,23.04,22.420225,22.353984,22.401289,22.762441,24.039409,24.393721
"ACRBP",37.442161,23.853456,44.302336,29.062881,28.987456,23.609881,24.730729,37.933281,24.7009,93.857344
"ACRC",32.069569,29.844369,34.351321,26.687556,47.706649,27.311076,32.982049,36.663025,22.724289,37.527876
"ACRV1",30.5809,24.01,26.501904,26.7289,24.137569,23.213124,26.030404,22.857961,22.515025,25.240576
"ACSBG1",15.626209,14.953689,16.459249,14.447601,14.645929,14.830201,22.458121,17.106496,14.002564,51.868804
"ACSBG2",24.571849,20.9764,21.548164,24.137569,23.319241,21.031396,19.421649,22.250089,20.007729,22.857961
"ACSF2",35.736484,48.260809,40.271716,49.928356,39.828721,44.116164,54.243225,48.191364,45.684081,33.721249
"ACSF3",33.189121,39.162564,34.4569,33.512521,34.987225,33.212169,32.114889,34.327881,32.6041,32.775625
"ACSL1",140.991876,66.080641,110.523169,118.091689,50.722884,63.011844,96.845281,71.436304,48.958009,45.778756
"ACSL3",50.5521,65.205625,59.861169,74.321641,57.532225,76.580001,81.993025,62.362609,89.094721,44.7561
"ACSL4",49.970761,34.727449,45.319824,40.666129,31.9225,31.304025,24.980004,30.758116,28.153636,25.664356
"ACSL5",57.532225,78.251716,72.4201,77.633721,66.357316,24.354225,22.382361,67.980025,63.744256,52.056225
"ACSL6",16.842816,19.554084,16.793604,16.597476,26.894596,14.799409,15.194404,15.256836,14.984641,20.358144
"ACSM1",20.638849,19.695844,19.927296,19.669225,19.678096,18.870336,19.061956,19.936225,18.844281,20.584369
"ACSM2A",11.641744,11.162281,11.135569,11.029041,12.773476,10.614564,10.686361,11.512449,11.888704,14.386849
"ACSM3",19.404025,17.363889,18.249984,17.480761,21.752896,14.638276,16.370116,37.356544,14.699556,24.059025
"ACSM5",24.088464,20.602521,22.905796,28.740321,21.473956,21.724921,21.013056,22.992025,27.081616,26.296384
"ACSS1",35.892081,35.533521,38.167684,36.578304,41.280625,31.449664,33.535681,42.732369,33.074001,43.1649
"ACSS2",60.918025,44.595684,64.304361,74.805201,54.863649,60.155536,76.108176,62.694724,70.174129,66.536649
"ACSS3",19.6249,16.337764,16.597476,18.9225,15.992001,29.855296,18.627856,16.670889,15.888196,19.793601
"ACTA1",21.548164,19.439281,20.376196,19.847025,18.224361,20.711601,18.079504,18.731584,18.421264,21.724921
"ACTA2",22.953681,28.965924,21.473956,25.210441,23.902321,43.020481,21.883684,23.561316,25.715041,21.3444
"ACTB",180.768025,193.237801,179.104689,171.714816,152.547201,182.196004,158.306724,138.886225,175.986756,145.515969
"ACTC1",34.774609,36.3609,33.200644,32.2624,29.149201,71.301136,29.398084,26.739241,30.891364,27.836176
"ACTG1",157.427209,176.89,169.026001,168.194961,163.021824,181.926144,171.479025,169.624576,180.338041,162.027441
"ACTG2",27.081616,25.371369,26.020201,25.5025,24.930049,34.727449,24.552025,23.7169,23.444964,27.783441
"ACTL6A",20.205025,84.0889,44.0896,53.304601,65.2864,63.297936,70.7281,68.939809,70.274689,38.180041
"ACTL6B",25.020004,22.250089,23.931664,23.512801,22.259524,23.1361,23.512801,21.557449,23.164969,27.426169
"ACTL7A",28.068804,24.9001,25.441936,24.542116,23.04,24.157225,23.145721,23.213124,23.3289,26.030404
"ACTL7B",22.316176,20.331081,20.848356,20.493729,19.998784,20.475625,20.539024,19.749136,19.998784,19.607184
"ACTL8",37.258816,33.582025,37.711881,36.469521,34.292736,34.999056,31.236921,34.2225,31.460881,45.265984
"ACTL9",17.230801,15.729156,16.216729,16.176484,15.984004,16.353936,15.539364,15.856324,15.069924,19.105641
"ACTN1",88.397604,35.748441,71.690089,77.545636,56.520324,92.064025,74.046025,56.746089,87.553449,83.137924
"ACTN2",23.357889,19.562929,20.921476,21.3444,19.945156,20.331081,19.0096,19.811401,20.088324,23.193856
"ACTN3",31.416025,25.260676,27.092025,27.468081,25.847056,27.8784,25.969216,25.070049,26.998416,30.924721
"ACTN4",82.700836,89.529444,75.933796,72.777961,62.425801,97.002801,99.361024,63.568729,92.717641,48.958009
"ACTR10",84.125584,101.909025,98.8036,105.288121,98.069409,112.550881,112.211649,99.480676,105.945849,125.821089
"ACTR1A",66.797929,74.494161,69.189124,69.689104,56.190016,79.959364,73.376356,56.791296,87.142225,44.156025
"ACTR1B",57.805609,77.6161,64.1601,66.994225,70.795396,72.335025,65.983129,63.568729,72.437121,50.098084
"ACTR2",77.757124,71.436304,72.488196,64.850809,58.247424,62.631396,52.7076,54.671236,58.752225,48.888064
"ACTR3",107.806689,96.845281,100.942209,95.121009,91.9681,88.341201,86.527204,87.684496,86.471401,82.391929
"ACTR3B",22.174681,34.727449,25.060036,24.216241,30.735936,36.060025,34.821801,39.3129,32.936121,64.064016
"ACTR3BP2",22.127616,22.448644,20.214016,19.945156,20.061441,18.619225,18.369796,20.079361,18.438436,20.566225
"ACTR3C",20.385225,27.604516,22.231225,24.117921,23.961025,21.178404,32.512804,27.478564,29.289744,22.155849
"ACTR5",32.024281,54.243225,39.866596,37.711881,46.199209,35.796289,42.968025,42.745444,41.165056,33.628401
"ACTR6",24.255625,42.276004,31.236921,33.431524,40.768225,35.093776,39.363076,38.800441,35.414401,28.793956
"ACTR8",37.515625,56.836521,42.981136,47.444544,47.004736,50.381604,43.2964,48.080356,50.140561,38.875225
"ACTRT2",28.472896,23.011209,25.482304,25.583364,24.059025,24.245776,22.7529,23.726641,22.591009,26.594649
"ACVR1",32.069569,57.714409,70.660836,74.632321,63.313849,86.601636,69.155856,55.696369,78.039556,120.956004
"ACVR1B",33.547264,24.6016,34.644996,33.166081,27.478564,28.6225,33.258289,28.111204,29.084449,30.492484
"ACVR1C",16.353936,18.207289,15.976009,16.168441,28.783225,17.023876,15.904144,14.707225,13.778944,19.000881
"ACVR2A",26.770276,20.802721,45.684081,38.887696,40.513225,54.287424,58.140625,32.512804,39.388176,28.987456
"ACVR2B",27.709696,27.867841,28.686736,31.147561,33.7561,27.269284,28.068804,30.625156,33.477796,32.398864
"ACVRL1",30.173049,27.699169,30.658369,40.411449,27.237961,44.502241,26.853124,28.047616,79.619929,35.844169
"ACY1",30.327049,28.334329,31.877316,29.073664,28.536964,28.462225,27.426169,29.16,25.928464,47.789569
"ACY3",28.143025,28.366276,26.873856,26.3169,25.260676,24.750625,24.830289,28.8369,24.373969,31.877316
"ACYP1",21.511044,70.660836,32.478601,43.191184,63.2025,48.4416,58.308496,70.610409,52.504516,56.5504
"ACYP2",26.296384,51.365889,44.6224,52.1284,47.844889,60.808804,56.4001,49.942489,61.481281,44.729344
"ADA",30.547729,87.104889,74.960964,55.621764,64.176121,54.0225,43.4281,80.514729,56.806369,41.964484
"ADAD1",17.986081,16.826404,16.933225,17.214201,16.524225,15.928081,15.570916,16.362025,16.1604,16.329681
"ADAD2",39.125025,36.7236,38.514436,37.368769,36.772096,34.869025,35.188624,36.4816,35.153041,45.589504
"ADAL",25.959025,35.034561,26.967249,29.095236,31.618129,30.791401,30.735936,36.881329,26.265625,28.5156
"ADAM1",14.273284,23.541904,23.580736,25.220484,41.835024,21.473956,23.609881,42.185025,21.362884,24.393721
"ADAM10",80.192025,76.317696,78.393316,77.721856,58.936329,79.816356,59.243809,48.790225,85.618009,53.7289
"ADAM11",35.593156,31.539456,34.245904,33.849124,32.239684,31.719424,30.459361,32.069569,29.931841,40.717161
"ADAM12",19.8916,20.061441,20.412324,25.826724,22.287841,54.346384,18.335524,18.774889,19.166884,37.356544
"ADAM15",46.158436,50.523664,51.337225,52.056225,43.191184,57.866449,60.341824,41.641209,80.299521,45.724644
"ADAM17",61.858225,50.112241,66.928761,65.529025,47.831056,51.079609,54.952569,48.958009,59.397849,38.328481
"ADAM18",15.507844,13.980121,14.907321,14.7456,14.6689,14.356521,14.615329,15.023376,14.341369,15.264649
"ADAM19",50.424201,57.365476,43.864129,31.203396,41.796225,38.576521,29.322225,27.793984,40.934404,36.493681
"ADAM2",10.837264,10.458756,10.588516,10.588516,10.355524,10.407076,10.5625,10.4329,10.614564,10.969344
"ADAM20",24.088464,19.9809,21.548164,21.743569,21.077281,20.313049,20.178064,20.985561,20.349121,23.541904
"ADAM21",26.050816,18.8356,21.464689,23.059204,21.409129,21.724921,21.659716,21.022225,20.169081,21.883684
"ADAM22",17.3056,20.566225,16.329681,16.443025,16.752649,15.673681,15.311569,17.8084,15.618304,17.098225
"ADAM23",18.249984,17.280649,17.081689,16.777216,20.511841,21.696964,18.267076,15.586704,19.8025,18.783556
"ADAM28",30.3601,24.324624,31.741956,27.941796,19.166884,18.378369,17.698849,37.466641,17.522596,29.041321
"ADAM29",15.3664,17.648401,15.816529,16.008001,16.265089,17.081689,16.056049,17.023876,15.824484,18.6624
"ADAM30",15.697444,15.171025,15.382084,15.342889,14.7456,14.394436,14.070001,14.915044,14.386849,16.924996
"ADAM32",12.967201,13.256881,12.559936,12.702096,12.524521,13.557124,12.616704,14.546596,13.227769,12.397441
"ADAM33",48.539089,40.870449,43.441281,41.964484,47.844889,63.616576,37.161216,48.191364,36.3609,48.930025
"ADAM3A",11.256025,10.349089,10.634121,10.6276,10.712529,10.588516,11.195716,10.458756,11.723776,11.751184
"ADAM5P",17.189316,16.305444,16.224784,16.459249,15.737089,15.768841,15.563025,15.618304,15.976009,18.122049
"ADAM6",22.071204,18.533025,19.527561,19.766916,19.245769,19.201924,18.671041,18.714276,18.584721,20.034576
"ADAM7",15.515721,14.017536,14.2884,14.523721,13.980121,13.905441,13.682601,13.682601,13.351716,15.460624
"ADAM8",82.646281,50.395801,51.365889,37.234404,42.445225,26.245129,36.084049,38.800441,26.255376,36.276529
"ADAM9",37.283236,35.832196,48.986001,57.350329,22.024249,63.425296,49.829481,32.867289,58.400164,42.915601
"ADAMDEC1",16.467364,13.6161,41.589601,80.496784,15.241216,13.024881,12.787776,17.023876,11.957764,14.311089
"ADAMTS1",20.088324,23.707161,18.8356,20.748025,18.515809,92.968164,45.576001,23.8144,34.668544,22.695696
"ADAMTS10",35.605089,32.809984,37.797904,35.605089,35.581225,35.8801,32.2624,36.312676,33.016516,49.463089
"ADAMTS12",31.013761,24.661156,26.409321,26.512201,25.674489,41.370624,24.354225,24.512401,25.9081,28.8369
"ADAMTS13",35.808256,32.913169,32.581264,32.160241,31.899904,33.732864,33.825856,31.741956,31.516996,33.431524
"ADAMTS14",37.711881,33.028009,36.421225,36.397089,32.752729,37.3321,31.820881,33.582025,28.793956,44.368921
"ADAMTS15",21.855625,19.642624,20.848356,23.145721,20.511841,23.222761,23.126481,19.838116,27.279729,22.6576
"ADAMTS16",30.5809,28.079401,29.888089,29.430625,25.331089,26.512201,25.775929,25.826724,24.482704,37.957921
"ADAMTS17",17.715681,18.610596,16.378209,16.378209,18.948609,16.088121,18.852964,15.586704,16.4836,16.859236
"ADAMTS18",21.790224,20.097289,20.757136,21.288996,20.484676,19.695844,20.196036,20.313049,35.509681,22.014864
