gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
STRADB	68.376361	88.096996	68.773849	43.494025	73.633561	57.836025	55.845729	67.617729	56.025225	58.721569	43.388569	60.824401	98.8036	160.047801	77.845329	60.481729	60.793209	58.2169	53.363025	59.274601	73.222249
SULF1	19.2721	19.123129	19.918369	28.047616	103.266244	21.874329	30.173049	19.998784	20.539024	21.123216	22.401289	21.9024	23.551609	26.8324	61.481281	18.896409	19.316025	21.687649	22.043025	19.070689	25.938649
SUSD3	42.653961	35.438209	33.327529	40.462321	26.998416	26.01	29.7025	33.5241	35.010889	27.008809	36.687249	37.785609	49.9849	45.212176	26.265625	50.1264	45.6976	41.165056	32.695524	50.098084	25.371369
SYCP2L	13.950225	14.8225	14.017536	46.036225	12.974404	15.5236	12.404484	13.432225	14.478025	15.570916	15.5236	12.138256	13.512976	13.995081	15.437041	13.446889	13.068225	13.697401	12.475024	13.126129	13.075456
SYTL2	23.493409	22.648081	17.825284	26.988025	46.977316	36.348841	17.4724	19.954089	20.403289	65.011969	22.118209	21.279769	26.122321	21.178404	53.5824	42.575625	42.224004	58.079641	55.338721	34.257609	15.507844
TAAR3	14.447601	15.023376	15.452761	16.695396	14.561856	14.546596	14.017536	15.657849	15.800625	16.0801	17.530969	17.656804	18.421264	37.039396	13.242321	14.577124	15.382084	15.460624	13.155129	14.845609	14.010049
TARP	22.724289	50.452609	38.427601	36.7236	17.749369	17.032129	16.265089	39.8161	38.390416	103.367889	44.930209	22.953681	60.652944	31.404816	25.674489	83.028544	62.0944	108.097609	136.562596	40.411449	17.564481
TBC1D4	36.893476	51.595489	61.968384	31.169889	53.772889	60.715264	70.913241	58.798224	46.335249	42.432196	29.224836	22.877089	59.629284	28.536964	78.340201	82.719025	87.871876	70.946929	23.203489	100.761444	91.872225
TBX21	36.264484	25.110121	32.410249	31.181056	27.019204	24.5025	23.980609	38.390416	33.500944	85.5625	41.525136	31.181056	41.396356	43.718544	25.462116	52.475536	42.341049	71.368704	82.283041	30.680521	23.824161
TBXAS1	28.355625	48.804196	65.076489	75.238276	22.108804	22.610025	22.486564	65.431921	76.5625	41.589601	72.012196	45.414121	34.164025	31.214569	28.643904	33.212169	31.764496	28.185481	42.237001	30.283009	22.743361
TCF7	57.108249	51.811204	47.100769	60.637369	47.61	42.588676	49.364676	47.210641	51.912025	60.326289	58.997761	43.864129	64.995844	36.2404	52.330756	89.718784	84.621601	86.099841	45.319824	72.641529	40.678884
TCL1A	116.488849	27.394756	29.127609	22.287841	24.830289	23.648769	22.6576	27.636049	33.895684	25.050025	34.656769	30.902481	68.674369	33.558849	22.838841	33.767721	29.398084	29.203216	28.890625	26.770276	25.160256
TCTEX1D1	12.880921	37.197801	12.996025	13.373649	14.424804	12.082576	20.052484	14.002564	14.070001	13.017664	13.017664	12.173121	18.275625	12.766329	14.280841	12.759184	12.341169	12.588304	12.194064	12.880921	13.816089
TFEC	19.236996	33.907329	52.577001	10.374841	9.960336	9.8596	14.577124	52.301824	47.018449	12.809241	15.992001	11.6964	13.068225	10.291264	13.111641	11.648569	11.404129	11.410884	23.5225	10.24	14.961424
TFF3	33.385284	33.131536	36.072036	70.862724	31.8096	30.294016	120.055849	35.772361	34.739236	33.686416	41.062464	32.194276	35.664784	42.471289	38.588944	34.751025	32.626944	33.790969	32.387481	35.070084	94.439524
TFPI	12.355225	41.977441	28.6225	14.837904	38.266596	14.085009	100.781521	29.203216	20.748025	13.890529	13.227769	14.638276	61.826769	15.225604	44.782864	12.574116	13.660416	14.010049	12.630916	12.638025	106.605625
TFPI2	15.2881	15.429184	21.696964	14.584761	64.850809	28.355625	41.370624	22.553001	22.1841	13.69	14.922769	14.0625	40.475044	18.455616	30.118144	17.3056	14.085009	15.515721	14.868736	14.265729	92.775424
THBD	17.197609	26.306641	44.502241	18.826921	29.877156	52.533504	81.812025	42.029289	41.964484	19.070689	55.785961	21.557449	21.790224	28.355625	43.322724	18.541636	17.909824	19.527561	16.834609	17.313921	57.881664
THEM4	34.210801	41.641209	30.958096	24.2064	38.613796	35.010889	40.755456	35.736484	26.873856	44.408896	25.9081	41.512249	30.074256	29.658916	39.69	53.319204	57.653649	50.936769	54.3169	53.978409	43.362225
THEMIS	12.524521	11.431161	11.703241	18.5761	11.249316	11.276164	10.413529	12.6736	13.920361	18.905104	16.329681	11.323225	24.324624	11.235904	10.751841	61.653904	64.770304	63.552784	69.488896	25.331089	10.291264
THRSP	21.4369	21.196816	23.541904	21.949225	21.16	21.335161	20.385225	23.541904	22.982436	21.669025	25.573249	25.959025	25.331089	32.901696	117.896164	22.791076	22.429696	22.146436	22.061809	22.9441	20.985561
THSD7A	13.373649	18.879025	13.8384	14.6689	13.432225	12.902464	53.963716	15.085456	14.122564	13.942756	15.038884	16.793604	16.81	19.562929	41.538025	14.645929	14.546596	14.333796	13.213225	16.008001	48.874081
TIE1	14.961424	22.014864	18.957316	13.808656	14.394436	14.945956	50.9796	22.024249	15.499969	17.7241	15.124321	14.508481	15.904144	18.627856	37.797904	15.626209	14.691889	15.413476	20.629764	16.088121	64.1601
TIGIT	32.626944	20.205025	20.647936	18.020025	18.809569	21.206025	19.945156	22.5625	22.714756	69.255684	23.406244	22.934521	27.594009	24.393721	18.447025	55.890576	52.940176	57.078025	37.847104	67.798756	19.518724
TLR10	62.489025	21.455424	23.775376	26.255376	18.957316	19.909444	17.766225	23.290276	27.941796	21.818241	44.742721	40.005625	30.0304	29.899024	20.711601	22.963264	21.743569	22.553001	20.457529	20.9764	19.421649
TLR8	18.386944	22.118209	60.078001	18.852964	15.784729	15.429184	15.2881	72.131049	85.840225	19.829209	96.904336	19.527561	27.636049	22.924944	24.196561	23.242041	18.9225	20.5209	16.224784	15.342889	15.507844
TM4SF1	16.426809	26.977636	20.8849	22.733824	33.0625	46.267204	79.067664	22.800625	18.447025	17.935225	19.061956	20.052484	29.452329	22.3729	59.783824	16.867449	16.966161	18.181696	16.3216	16.289296	75.8641
TM4SF18	14.250625	16.5649	15.389929	19.245769	14.8996	14.714896	102.030201	15.752961	15.452761	15.085456	16.826404	17.665209	19.456921	18.472804	62.520649	14.227984	14.737921	15.023376	15.460624	14.508481	109.432521
TM7SF4	19.918369	22.146436	71.927361	22.240656	21.5296	21.576025	18.818244	86.062729	29.909961	21.483225	25.230529	24.780484	30.713764	32.024281	21.409129	21.2521	21.752896	22.033636	22.09	22.524516	21.233664
TMEM100	13.417569	12.852225	12.453841	15.319396	18.429849	13.667809	65.480464	12.837889	12.666481	13.133376	12.845056	14.371681	13.220496	19.793601	65.4481	12.159169	12.25	12.659364	12.981609	12.7449	47.087044
TMEM119	18.558864	19.509889	20.720704	16.524225	89.529444	18.378369	18.6624	23.097636	21.585316	18.309841	26.234884	22.515025	21.855625	22.877089	42.458256	20.466576	20.016676	20.738916	19.439281	22.829284	18.207289
TMEM47	13.801225	14.379264	14.722569	19.131876	113.337316	19.784704	39.488656	13.741849	13.7641	13.786369	14.462809	16.760836	16.120225	18.045504	89.6809	13.942756	13.741849	15.327225	12.809241	14.265729	54.834025
TMPRSS11E	16.056049	14.607684	15.499969	52.041796	14.861025	39.000025	14.807104	14.945956	15.657849	15.452761	16.120225	20.493729	16.128256	19.210689	13.8384	16.096144	14.938225	17.539344	14.969161	16.418704	14.326225
TMSB15A	16.826404	38.987536	15.856324	16.695396	38.576521	19.324816	17.3889	16.589329	17.757796	23.658496	16.353936	23.049601	87.4225	20.584369	17.859076	16.273156	17.338896	16.900321	16.769025	17.322244	30.195025
TNFAIP6	16.999129	30.448324	58.2169	24.8004	51.811204	21.687649	16.451136	72.692676	68.5584	19.847025	126.720049	20.502784	24.285184	22.259524	48.986001	22.137025	20.106256	20.214016	14.845609	16.451136	16.120225
TNFRSF11B	12.895281	12.574116	18.054001	12.638025	88.642225	13.432225	17.214201	12.702096	13.242321	12.3201	13.373649	13.184161	13.564489	14.984641	20.421361	13.293316	12.418576	14.1376	12.467961	13.424896	15.069924
TNFRSF17	54.863649	14.645929	14.630625	14.394436	13.003236	12.830724	12.574116	14.107536	18.783556	14.409616	14.953689	133.240849	18.809569	16.524225	11.9716	20.811844	14.032516	15.468489	15.155449	12.4609	12.538681
TNFRSF25	29.073664	33.651601	32.535616	29.658916	29.2681	46.676224	41.267776	31.505769	32.775625	38.031889	33.628401	28.472896	34.644996	39.325441	43.903876	63.457156	65.157184	52.577001	37.344321	60.435076	37.5769
TNFSF4	29.019769	56.355049	29.571844	17.64	38.489616	18.249984	28.740321	22.963264	30.272004	43.467649	24.880144	23.4256	131.905225	24.127744	25.867396	28.164249	31.539456	30.3601	63.824121	24.147396	44.275716
TNMD	12.945604	14.070001	14.100025	12.916836	13.198689	12.6025	16.329681	14.002564	13.897984	12.931216	14.394436	14.348944	15.8404	18.020025	96.452041	13.875625	13.571856	13.337104	14.175225	14.531344	13.293316
TOP2A	23.020804	45.995524	14.691889	12.766329	40.819321	33.849124	24.7009	20.115225	14.227984	32.387481	15.124321	23.193856	17.081689	21.150801	12.581209	21.049744	24.810361	18.003049	74.252689	27.185796	42.302016
TOX	28.047616	34.951744	17.288964	17.363889	25.623844	14.145121	16.941456	15.000129	16.128256	54.76	18.344089	18.533025	33.732864	15.984004	15.303744	35.331136	33.431524	37.601424	34.751025	48.553024	16.232841
TPD52	71.639296	40.8321	28.869129	20.830096	15.555136	56.130064	38.44	29.278921	20.894041	46.991025	19.236996	78.092569	32.959081	17.665209	30.991489	33.965584	41.370624	36.796356	51.897616	33.304441	53.772889
TPTE2P2	11.730625	10.719076	10.725625	43.099225	10.5625	10.523536	11.068929	10.771524	11.471769	12.446784	12.145225	11.202409	11.6281	12.341169	11.771761	11.075584	10.686361	12.96	11.451456	11.655396	10.712529
TRAC	65.028096	39.917124	41.925625	39.488656	35.022724	38.093584	41.8609	47.900241	49.0	60.233121	58.629649	45.711121	59.490369	56.475225	53.860921	116.143729	121.0	118.461456	98.465929	102.921025	34.562641
TRAJ17	15.163236	14.845609	14.9769	14.500864	13.875625	14.002564	15.342889	14.356521	14.930496	13.972644	15.311569	13.667809	16.200625	17.656804	14.235529	26.265625	21.977344	24.960016	14.394436	18.173169	14.341369
TRAT1	13.868176	14.107536	11.847364	15.186609	10.349089	11.410884	10.510564	13.410244	18.301284	20.457529	20.766249	30.880249	41.434969	13.778944	11.444689	82.846404	86.713344	64.384576	86.211225	59.059225	10.510564
TRAV8-3	18.054001	18.369796	18.284176	27.973521	17.147881	17.749369	19.166884	18.3184	19.545241	18.164644	20.214016	19.642624	20.061441	22.857961	16.337764	29.724304	28.079401	30.6916	17.732521	21.6225	17.623204
TRBC1	68.326756	47.183161	36.784225	30.118144	27.123264	26.884225	29.506624	41.667025	48.930025	117.9396	59.644729	33.732864	63.091249	48.539089	42.445225	138.815524	141.967225	138.862656	111.999889	143.424576	29.975625
TRBV27	17.8084	47.596201	18.037009	18.130564	17.065161	15.808576	17.791524	17.197609	33.005025	18.139081	23.571025	18.948609	147.403881	22.934521	17.859076	24.216241	21.5296	24.890121	16.548624	23.902321	15.721225
TRBV7-3	28.09	27.4576	27.154521	28.879876	24.681024	24.710841	26.842761	25.857225	28.121809	24.443136	29.192409	25.877569	31.036041	32.433025	23.746129	41.951529	37.970244	39.137536	27.331984	37.393225	25.020004
TRBV7-8	17.816841	18.412681	18.671041	18.130564	17.943696	17.875984	18.852964	18.361225	19.412836	16.516096	20.277009	19.158129	21.659716	25.361296	16.851025	38.118276	31.382404	36.687249	18.852964	22.771984	17.172736
TRD@	18.809569	18.139081	18.412681	18.636489	16.605625	16.966161	18.705625	19.149376	19.571776	25.786084	21.678336	18.688329	23.2324	24.532209	18.852964	32.684089	29.626249	32.114889	28.398241	23.319241	16.540489
TRDV3	17.106496	15.618304	14.714896	12.96	12.952801	12.880921	21.696964	15.21	16.499844	57.988225	18.309841	13.017664	20.657025	15.570916	25.796241	33.64	23.775376	32.092225	70.2244	16.556761	12.981609
TREM1	26.378496	34.187409	54.922921	25.3009	21.013056	22.174681	19.483396	72.454144	89.226916	23.629321	146.41	24.275329	29.278921	35.426304	25.482304	26.347689	24.443136	26.956864	20.820969	23.222761	20.331081
TRIM48	17.422276	16.216729	17.164449	58.049161	16.072081	16.573041	15.824484	17.288964	18.301284	18.3184	19.324816	18.507204	19.873764	25.928464	15.124321	17.842176	16.589329	19.686969	16.281225	17.606416	15.507844
TRIM52	53.348416	38.713284	40.220964	55.413136	33.9889	29.278921	34.047225	36.1201	43.072969	57.032704	42.484324	39.8161	31.956409	22.553001	47.817225	55.323844	53.890281	60.543961	47.100769	48.413764	38.9376
TRIM58	12.902464	38.862756	11.539609	12.623809	10.329796	12.630916	13.068225	12.355225	21.288996	13.653025	16.933225	13.082689	97.081609	112.211649	21.743569	14.607684	12.475024	14.326225	9.314704	11.7649	11.723776
TTC16	19.731364	20.124196	21.548164	16.630084	20.016676	20.043529	18.601969	20.088324	20.657025	27.415696	21.855625	22.619536	23.444964	25.190361	19.492225	31.708161	25.857225	45.630025	32.478601	23.126481	20.848356
TTK	20.839225	48.8601	16.426809	12.981609	39.325441	36.2404	20.088324	20.223009	13.905441	31.36	13.801225	22.600516	20.241001	17.564481	11.978521	16.9744	24.324624	15.077689	81.884401	19.404025	46.526041
TUBB1	18.800896	27.290176	16.670889	15.2881	15.382084	15.295921	15.163236	15.397776	38.44	18.020025	30.980356	19.554084	128.686336	19.518724	20.894041	20.007729	17.867529	25.040016	15.023376	16.265089	14.930496
TWIST1	15.563025	15.311569	17.884441	21.949225	95.687524	17.048641	14.2884	14.341369	14.040009	14.554225	15.405625	14.845609	17.313921	18.905104	81.667369	16.410601	18.481401	16.801801	12.616704	18.079504	13.060996
TXK	16.949689	15.848361	12.845056	23.921881	11.142244	13.557124	11.182336	13.734436	15.217801	81.974916	16.6464	12.25	16.581184	12.659364	12.089529	47.430769	53.553124	50.908225	31.494544	53.831569	11.269449
UBASH3A	21.141604	24.770529	20.875761	17.707264	16.459249	17.181025	17.833729	20.675209	21.446161	26.337424	24.068836	19.545241	38.526849	27.102436	17.032129	72.829156	70.8964	63.648484	61.387225	69.105969	15.944049
UBE2QL1	21.827584	18.905104	17.825284	17.073424	19.758025	20.322064	23.319241	17.114769	17.572864	17.065161	17.909824	62.031376	19.518724	21.678336	20.007729	17.522596	18.173169	17.682025	17.514225	18.207289	20.106256
UBE2T	31.651876	47.637604	27.426169	20.557156	55.756089	46.717225	34.562641	29.800681	23.541904	38.638656	24.621444	37.307664	23.242041	28.761769	20.052484	33.64	38.081241	29.691601	99.960004	24.167056	53.772889
UGT2B17	21.501769	10.195249	10.575504	10.732176	10.201636	9.903609	10.1761	10.9561	11.082241	10.543009	11.122225	52.722121	12.292036	18.438436	9.721924	10.705984	10.387729	10.7584	9.909904	10.0489	10.163344
VCAN	21.095649	32.069569	32.729841	23.367556	102.738496	18.783556	23.532201	38.0689	121.308196	23.970816	36.8449	22.391824	39.9424	23.386896	82.81	30.184036	21.058921	32.9476	15.023376	18.774889	25.040016
VGLL3	10.407076	11.431161	10.055241	12.006225	83.631025	28.068804	14.386849	13.213225	10.24	10.543009	10.484644	9.903609	11.075584	10.106041	58.8289	9.815689	10.1124	11.573604	10.797796	9.847044	12.222016
VNN2	66.373609	36.8449	31.326409	28.366276	19.900521	19.927296	19.000881	52.794756	82.882816	47.831056	146.385801	31.956409	43.270084	32.890225	31.080625	49.364676	43.639236	54.199044	39.576681	40.1956	18.957316
VNN3	18.447025	16.941456	17.9776	19.351201	16.032016	20.25	16.654561	17.994564	24.720784	16.703569	68.508729	17.539344	19.377604	22.429696	15.147664	18.507204	16.630084	17.363889	16.581184	18.113536	15.6816
VPREB3	75.116889	32.684089	26.697889	24.147396	25.341156	24.285184	24.8004	26.388769	27.994681	22.915369	29.214025	36.990724	31.192225	38.912644	25.867396	28.6225	26.265625	25.250625	24.890121	26.594649	24.740676
VSIG1	15.3664	13.315201	13.667809	13.373649	13.046544	16.3216	14.961424	13.749264	14.424804	13.490929	14.386849	14.538969	20.857489	16.467364	12.089529	23.1361	25.452025	20.511841	13.734436	23.184225	14.737921
VSIG4	24.098281	37.491129	34.199104	27.952369	23.126481	24.176889	23.222761	92.121604	50.993881	25.725184	30.5809	35.331136	34.539129	36.6025	71.588521	28.058209	26.759929	26.718561	24.581764	26.780625	23.319241
VSTM1	13.6161	18.284176	15.856324	106.2961	12.895281	12.837889	12.96	13.271449	29.648025	12.475024	36.084049	14.243076	15.4449	14.500864	11.634921	14.776336	13.505625	14.784025	13.667809	13.410244	13.169641
WFDC5	15.499969	15.178816	16.144324	14.760964	14.250625	86.8624	27.217089	15.21	15.249025	14.653584	16.711744	16.353936	17.825284	19.342404	18.139081	15.5236	15.186609	15.186609	15.241216	16.3216	14.386849
WNT5A	14.5161	13.741849	61.528336	23.824161	88.397604	47.554816	27.123264	24.850225	23.011209	14.356521	14.303524	40.525956	15.484225	16.248961	19.918369	13.883076	13.972644	14.645929	12.595401	15.618304	18.455616
XCL1	17.690436	17.147881	20.313049	20.638849	16.982641	17.032129	15.944049	20.647936	19.909444	72.335025	22.1841	19.766916	23.697424	23.648769	17.581249	30.625156	24.5025	40.653376	52.838361	16.670889	17.123044
XK	15.038884	54.066609	12.931216	57.320041	11.799225	22.420225	11.778624	18.550249	21.362884	18.045504	27.804529	42.575625	129.345129	70.980625	13.286025	13.965169	12.737761	16.056049	11.868025	12.467961	11.370384
YPEL1	36.204289	26.708224	22.733824	22.515025	18.870336	18.550249	32.171584	20.385225	22.240656	55.562116	25.220484	22.259524	22.524516	23.116864	24.780484	30.5809	26.471025	38.229489	41.899729	28.238596	31.438449
ZBTB25	53.993104	40.424164	40.8321	30.492484	32.901696	36.048016	35.473936	34.81	36.1201	51.008164	34.304449	34.000561	30.536676	35.617024	30.813601	50.851161	59.305401	61.449921	53.275401	76.492516	30.702681
ZFPM2	13.235044	17.614809	15.225604	15.594601	35.664784	16.990884	79.423744	14.025025	14.409616	14.3641	14.861025	15.944049	19.201924	16.329681	67.043344	13.771521	13.344409	13.980121	12.467961	13.653025	75.846681
ZNF101	61.528336	39.639616	38.738176	26.101881	25.553025	31.685641	30.195025	32.809984	34.539129	50.566321	34.5744	29.7025	39.488656	25.220484	26.988025	62.7264	68.211081	61.340224	58.767556	89.189136	32.959081
ZNF204P	16.8921	18.275625	12.124324	11.985444	13.089924	28.998225	18.241441	12.773476	12.6025	14.961424	12.680721	15.721225	17.850625	14.945956	29.975625	23.677956	30.019441	23.609881	11.242609	26.739241	12.054784
ZNF253	37.478884	30.958096	26.286129	19.018321	24.068836	25.170289	20.133169	24.940036	21.836929	32.2624	22.353984	27.363361	25.542916	21.911761	27.899524	37.982569	35.354916	31.820881	34.798201	25.381444	26.842761
ZNF383	35.212356	29.106025	24.4036	23.6196	21.520321	27.081616	21.288996	22.992025	24.216241	32.001649	18.421264	18.896409	23.049601	14.791716	22.743361	28.238596	36.626704	29.463184	24.760576	33.443089	20.903184
ZNF521	13.417569	61.1524	13.402921	16.662724	60.949249	13.623481	88.717561	13.075456	14.7456	14.493249	13.337104	13.140625	18.215824	14.691889	70.291456	13.9129	13.344409	15.3664	12.780625	14.280841	102.131236
ZNF528	31.236921	27.237961	28.761769	111.957561	33.558849	28.344976	23.892544	25.715041	25.553025	30.25	29.800681	24.039409	24.147396	20.007729	23.726641	26.967249	25.847056	32.251041	26.615281	25.644096	30.858025
